0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
10998	12104	18166	13031	16351	8293	7606	15601	3407	8949	1214	19632	17175	9219	5125	19545	17837	13819	6786	12679
12950	12699	12226	15710	3502	10120	10837	2747	16735	3464	14739	8421	12883	8561	1888	18984	4396	14551	15163	5116
12248	14702	11876	8617	9022	11803	17164	9451	11876	8790	3491	6749	2050	10554	7301	11730	16181	7867	17073	3296
5715	7156	7218	10997	8183	12840	4465	17389	4456	10384	8946	6736	3114	4249	11533	5156	1787	17231	5077	10766
3777	11929	4806	18446	4934	12626	14147	4844	3148	15047	5441	1052	9173	11214	17863	17274	11062	2709	9795	18194
3759	3686	13465	18083	12712	16551	2999	995	12614	11871	3769	3914	18842	17595	78	930	16184	14825	2874	9381
2992	5274	4352	3809	16021	7969	1653	7952	19093	17773	16402	13347	5942	5676	16409	6107	35	17134	10252	16394
16776	15390	10460	13272	13139	11636	12749	11570	18300	13542	5455	8897	9961	19474	19143	6129	16348	18734	15363	2110
4398	15365	7223	5807	5913	6452	10542	564	14780	13174	4621	14691	7374	5139	9299	8736	13354	9295	5487	361
15093	14470	19310	13006	17297	4830	19156	4868	13347	11089	2532	13857	134	8704	15520	17886	15570	5576	6620	10229
18408	15936	11064	17162	4703	12535	15475	18438	14397	280	8337	14621	4547	15429	17443	2062	6590	12822	7669	12465
18760	4645	13364	10799	6613	11586	15831	13266	467	11482	18149	8180	19580	1143	4833	16899	13473	5925	19310	18529
13544	13922	2371	15575	13006	10306	18957	7718	15352	1115	3388	5965	8507	19263	9831	11050	16319	1947	1640	8976
1849	8181	596	1666	6583	14040	12590	14289	5718	12576	19536	8806	9912	15946	15949	11966	17716	846	10948	19944
4370	7922	3886	10631	9612	8284	2297	19512	10264	15855	7516	18058	4834	791	13219	2223	4398	6146	1946	2926
1690	16932	12414	8895	5029	9574	2072	16559	19086	5839	10443	10482	14121	14952	13858	13651	14391	965	4960	7922
16314	8090	229	12831	125	15803	1869	748	6930	18139	15843	8925	6954	8433	10240	13318	13615	432	19001	14182
848	4561	19881	13556	17494	5113	8619	17356	4689	15742	9439	5194	10406	7928	12404	18533	1276	4769	12804	12276
15555	4155	8907	5009	9354	8899	6155	7471	2010	12511	19140	1273	234	15355	8710	6416	17773	13022	15818	609
5886	19094	1614	15299	5151	11796	7644	5721	17841	1401	9911	3222	18302	14706	2665	14605	17743	9700	4124	8876
18388	19994	17497	1534	6682	9801	7410	18570	10458	2700	12747	3109	13052	18271	6003	12731	5093	11440	16893	3278
10186	14641	12197	6593	9830	12829	2407	2066	14982	15317	12247	8312	11018	16044	19172	13692	8578	8870	19937	10961
15956	15942	12796	5618	18455	2317	9082	773	6906	16603	312	19440	4901	12775	11727	13156	14280	13988	3928	2493
8062	10085	1096	10165	18353	17663	13363	17912	10033	7318	1878	4169	13581	1365	15005	2458	4205	12269	2237	17569
5235	2035	5447	6412	16287	4717	7416	17991	14737	7616	14078	19207	7416	5395	8916	4159	2820	12048	18111	6937
19695	11822	8737	1709	1375	11939	6399	18664	10398	5027	5695	19080	9621	5892	16956	6328	18279	19864	2122	17749
4849	9443	17511	11999	16330	2184	5373	13191	12641	227	18188	2308	18156	29	18333	14817	10082	16605	16853	2901
5370	9152	1180	11566	14846	13491	17743	17970	16510	6233	355	5780	17201	10070	8692	17863	14000	11048	6213	350
6658	11441	11632	11444	10179	10001	9753	10412	15985	7641	6031	12285	16732	13868	401	16179	6466	18444	9942	2531
6635	13553	16171	17639	1680	19633	7657	840	1881	6520	688	6946	9544	19042	14904	3236	6297	15199	17604	7473
8502	3905	10428	12929	15806	13697	8362	1506	6144	19804	5981	12217	2861	16559	15966	3852	5519	16709	6571	9181
8129	19880	16845	12760	10536	19098	680	14369	7882	15698	9860	18586	19894	8640	4794	3146	5270	14654	12643	123
16157	9566	10993	17517	12997	326	5633	9884	12877	18474	8546	19720	16189	19910	12483	7845	762	18732	11941	2197
3780	7983	14532	17327	4148	17803	8090	16925	17839	19356	3380	12156	16429	12710	14698	13383	12730	6385	10422	13941
11896	7979	9629	14519	2399	14645	630	11345	7175	5138	1754	15325	8867	4045	2392	17724	19350	14603	7179	5168
5665	680	13021	15827	16204	14694	260	8307	18427	11720	15209	3310	7281	19236	1200	18738	12684	6957	11513	6453
2723	9243	13931	6021	7033	6270	19951	14885	9836	18102	8175	11963	13667	13565	1152	1006	1101	1532	3469	19438
18720	12628	17650	18272	8146	3708	7987	15161	10753	7620	17124	6386	8044	284	1019	7449	16932	13499	12298	4816
2771	5543	14004	10405	18048	10851	7880	18898	3822	19874	14675	3737	15810	2417	19522	8902	2029	11287	2470	5919
126	16934	4871	10257	10825	1365	13518	15940	671	13949	2754	10038	3702	19407	8924	9519	4870	14092	11118	2519
5998	13776	10404	11448	457	6383	19332	13545	1795	6745	16533	14027	6232	9050	11116	17119	3385	7266	13172	10624
16048	7173	10832	18949	4434	1757	563	2908	8474	17967	1152	1267	2392	19183	1461	18060	8358	2809	17647	14386
2020	8744	4941	2965	7794	1221	6457	16550	1148	894	4891	1727	4982	10213	3214	6038	12984	10894	49	12177
12768	15386	3220	12902	14634	15310	881	17979	1557	2120	1180	11735	119	3935	11306	8202	17016	10926	11855	14433
18339	6747	9523	11095	4223	1349	4154	11631	17735	6004	13212	5019	18226	7122	964	1120	2047	340	13612	4455
14947	18103	17580	5017	13573	4847	4439	15954	11841	16517	19376	14155	402	12069	3182	5087	1612	5326	6960	8832
16051	885	13678	6420	9651	12132	3334	18798	12849	13700	16682	957	8141	11397	15275	18361	11657	9068	19468	7259
9406	10563	15389	156	17118	8876	12784	9942	2264	14785	18669	14072	5532	11548	3755	134	14823	17907	4670	17639
17267	10377	1637	15040	17086	2402	14610	10024	19154	371	5097	11594	2726	17174	12922	2802	6725	9248	2409	19030
7617	14599	18173	33	190	7551	12878	6981	5033	9020	3505	8832	17603	18385	14349	11732	6845	17735	8948	2870
15236	7918	13118	4694	8424	8330	13443	4458	3874	12576	1437	18329	17810	12496	700	12395	5892	12076	1180	1379
5265	2549	11215	17920	5671	2422	17397	12916	6810	16290	8451	19887	9822	6703	12055	13142	12885	3743	2858	14954
13915	19019	16949	15255	9058	6283	18936	19302	3204	193	10277	13903	16823	16490	2579	9830	11454	7230	16440	6087
12603	12154	731	11685	16697	14812	2260	19196	18266	9884	16812	1003	11515	5080	17097	5942	17224	2648	6859	9698
13290	10770	14446	15033	2103	3741	15836	6806	19134	13741	833	1823	1708	2472	19395	18776	11232	2019	19729	14887
17163	15992	1937	16242	13553	127	2305	16231	9527	84	9319	10841	8913	5892	10954	4294	7757	18370	1922	6370
17675	18634	2351	7890	2092	9141	11532	13561	10615	18445	13447	13328	4917	19520	19494	17317	8783	16305	13279	10505
16896	14512	7178	6706	2770	16984	1884	15569	18447	18570	17937	12971	7201	19097	13159	13145	8438	18204	15899	19609
15322	1239	10063	15883	2213	13014	4003	19430	8493	17467	1230	11349	10155	17511	8965	13870	13299	7189	11970	17967
5888	16488	13665	8310	17239	7299	9559	9140	13185	5050	19291	720	5145	19097	8842	16904	5356	10038	11867	11903
15494	8805	1	14225	10002	17281	7322	16444	18817	11472	19668	13873	10276	18146	2796	11764	16624	1069	16886	18908
15606	2988	3871	10356	12383	530	15897	19154	17543	2676	412	7700	15687	7422	19266	19074	2946	4803	1795	3402
19577	8109	9162	6342	8178	15450	17210	18088	7486	2949	18307	1550	19574	10288	17412	14419	12673	17671	2983	11237
19427	17550	2676	3310	4250	1827	16982	13375	14051	12417	16552	3585	606	2048	9178	4743	10120	5682	7894	15621
9259	7263	3959	19521	17008	12821	842	12439	7578	6148	2302	12295	8516	140	3035	6845	14841	7659	4770	10724
13852	10207	13278	6340	6918	6446	4779	5771	8422	1136	11236	12123	1286	13249	1426	13687	4057	8296	11721	15826
9879	5095	10717	6793	16480	4045	8140	1745	3091	18125	19288	88	3903	12177	11046	5937	5996	7873	16330	7579
7997	13211	6822	8149	2225	3233	13871	2829	4267	10055	19502	19420	17904	19735	19203	18830	14218	18326	15424	11974
13260	2797	10846	6423	19628	10332	6681	5402	10822	19867	8619	5125	14900	6547	4521	2171	14890	15398	19774	17820
15087	5648	16445	6776	9477	11254	13561	16564	11883	15688	3514	13845	6921	15442	2995	7825	9968	2900	4419	16019
2060	12365	3917	16101	2769	9305	14799	7677	12717	16012	7628	12131	5896	8352	8364	178	9010	1768	13951	14402
3197	11661	10981	14162	15521	4726	5494	4434	16386	5704	10944	12835	8297	14696	15894	7063	18336	14390	9489	18817
12005	10981	11187	19539	615	12407	4553	14641	7812	314	17142	1278	2034	12718	12815	1399	4850	10859	2042	14795
11457	333	5555	6926	5834	17532	17972	12877	16181	1149	16791	19487	14900	1981	15414	15650	13392	10437	19610	8801
14434	8830	16835	13436	3252	16059	2092	431	10693	13829	12635	19713	5861	17679	1034	11552	14871	527	8228	18777
11664	9571	6224	12861	7541	16631	2507	8074	16158	176	13232	12297	3139	18670	5599	9469	12289	17837	2613	10803
4502	15453	17343	15547	12066	7439	9729	14614	6422	11866	8144	2356	3215	8367	8439	55	10162	13392	11257	1154
9996	12849	14569	19415	18145	18451	13472	7594	15175	18454	7881	14729	16472	3023	2878	3233	13148	16566	10651	6285
13607	9308	7896	4100	826	14077	10770	14014	6927	8155	7805	16390	12522	2820	13457	10056	11157	14059	15276	11937
2259	14073	11202	5212	12156	1081	716	3592	2915	6679	1454	8105	5716	2765	1082	14349	14826	15532	13849	15269
12377	14705	3892	18596	2109	9523	7870	4994	18512	18154	10627	13788	12483	698	8053	2102	12173	18458	13837	17256
3952	15875	6480	10276	10004	17294	3760	5484	12039	19659	3244	11129	9676	280	185	3047	10424	11920	7103	16447
10361	2852	7437	16745	12383	10399	18066	6677	9005	8517	17475	17709	2185	9739	9538	5404	8656	18514	18197	1936
155	18074	4038	15767	16908	10703	5114	10887	6413	13416	4680	15382	15504	5648	3850	6212	14165	4144	7354	13296
2813	9203	652	1907	8662	16286	19567	4794	3819	1105	15229	12498	7907	5189	12831	3719	14223	11427	5194	13154
2212	1613	16184	4625	3734	11537	3839	5346	1718	19815	19644	978	7686	10381	3869	4734	6800	18329	3760	12162
5918	14561	13117	2116	11783	19468	15714	6836	6825	9179	8970	5260	4634	9987	15368	19672	18857	15742	8839	12788
13897	13979	18881	15123	1465	8321	11515	6177	11461	16497	11868	3086	4011	18203	4844	4980	18336	13817	12808	15353
12766	16943	1089	488	13575	7936	18315	18045	1978	810	6431	9194	5532	3458	15772	19974	8024	10293	9459	14872
964	3468	10354	13207	9329	9113	12929	5076	10576	3724	7157	15331	13476	5470	8865	2346	5290	19806	8924	7536
7016	12117	2639	11550	7229	13873	346	15408	2436	12487	15081	6475	16729	15268	8738	5937	8859	7117	3667	19092
2294	8070	1857	14464	14614	14025	10506	4397	5470	1565	47	17495	12424	19715	7679	1089	4196	10005	7130	7309
15318	14838	1674	11617	12380	6615	245	11000	7921	17929	6464	6948	12643	14183	1103	7837	3403	7106	18797	19905
17660	9807	8316	3693	7190	9367	8622	8561	18303	18232	2602	4163	3030	11271	17320	5537	17190	5612	5196	18666
5885	2133	9607	8003	970	13337	15376	11518	300	19558	11656	481	12294	8274	5988	3984	9243	8630	5527	11001
8706	8344	16416	3302	8457	17838	1769	15208	4323	6042	13519	3056	12396	10373	8433	1506	2829	17316	18570	4171
8185	7135	13376	15046	1693	1169	2105	12869	9842	17021	8610	7403	335	15560	12984	3421	2932	147	2600	11157
11691	14996	11723	556	11055	3487	18015	11587	9812	5195	2392	9421	11948	14453	4102	2552	17134	4033	13114	17104
5795	223	10502	13621	5793	3463	17666	10475	3018	14507	11648	581	8640	12802	5049	7295	10871	7917	10642	8141
6543	5963	13307	15280	18467	3104	18720	15602	15364	17928	13403	7882	2501	19734	7822	7447	15159	14039	7110	10796
14128	17278	5876	18114	12870	1807	6060	13723	6017	2948	3520	10620	16911	4410	7717	6079	18	6957	15758	9864
7733	14077	9236	15225	4777	8329	12100	16701	6532	8559	10896	6420	2663	10174	6366	7685	10436	8304	11336	11204
6499	10794	4738	526	5924	15049	1982	1741	2603	12814	17891	686	5847	1875	17688	3305	7664	14306	17171	12295
17850	11669	8605	13076	2363	4711	6171	15182	1573	6088	15340	3798	17631	11819	1500	5090	5983	7447	9361	148
2523	14918	5942	17818	9834	5928	12917	3968	9587	19100	10396	12358	2628	4588	8628	10073	8821	4977	7305	14052
2874	7680	5701	3231	5258	8857	12294	9375	14945	5542	6031	8777	8645	5724	15766	17774	1726	59	3542	7948
5941	14822	3621	11178	10084	18657	7079	6556	5094	8574	10608	15480	1115	1609	12245	4716	2345	48	1912	9040
8788	16569	19383	18514	14535	5483	11302	16195	8514	891	15128	19948	3203	18111	14883	1736	1834	8933	1219	5866
2358	9959	18056	19542	3507	10835	16720	1116	15646	19760	13860	13603	4348	11980	15271	8310	17166	11524	16787	18029
16161	6019	987	6002	18269	19025	19698	19976	19959	10856	14021	14117	2724	16411	12995	19889	19145	19834	10502	14928
7952	10822	8071	8664	10206	10738	12274	4688	987	9820	6557	15845	19525	3544	13457	14705	1458	15300	11204	650
18668	98	16850	19991	7514	19591	4502	1855	18822	5144	14331	7554	1735	18717	9892	12173	18778	4599	1239	6340
3296	1698	8797	11071	16611	5984	3510	14100	1713	14996	3540	11328	14866	16271	5385	15373	10622	12500	4507	2296
9063	14825	18273	12181	10528	17575	14265	12370	10264	1655	12752	5757	9083	14547	8893	8982	8409	1551	426	6046
15092	2033	16928	15872	8252	1674	10829	18175	2014	1184	9474	3337	1849	16406	15303	10757	12799	1566	13130	10387
7528	18187	3744	87	15321	19219	7901	14371	14567	1013	13038	6627	7608	9659	12188	4314	2664	16618	16651	11138
10434	15901	3953	4007	7882	7768	4242	12193	1903	14855	7362	15042	10680	6852	5989	15445	18163	5086	12794	3139
9300	19067	16832	18857	19398	2822	6374	4285	6540	6722	3202	7112	4686	2062	11112	13780	2200	17796	613	7478
1464	5192	8014	10588	12641	1947	19255	12161	7245	19006	15470	14218	14929	4547	10157	13643	13986	10387	9416	18654
3022	562	14476	10945	10455	19308	17498	14113	3863	6208	178	7405	1955	17341	15599	13795	14668	14931	10892	15318
18397	8810	14737	9230	3406	11745	5737	5586	8901	16314	12129	19411	19140	6818	5068	7384	7438	6369	13893	17822
19727	12418	15853	19989	2195	12278	8870	11110	17915	10307	2212	11971	12765	14892	9720	6486	4762	6125	4630	6613
18106	15134	11435	12552	12320	18994	8435	14971	11432	15679	12652	15541	14236	10935	16114	18862	3379	13006	2661	1651
12603	13119	9915	6864	8736	9095	2305	16328	12278	11223	11440	13477	2880	3972	19731	19397	10745	12153	1538	4947
12253	11018	15527	18447	1234	3544	1409	14287	13688	265	90	2454	15994	17186	942	6771	14124	230	552	19028
8613	2633	12621	11028	10194	10719	4664	12603	12272	5854	12335	16730	18282	13989	15153	6659	8780	18410	11531	10627
4491	17741	12114	14561	11532	17385	3241	17834	19463	8207	13479	14491	15234	13876	13340	19803	8067	14455	5628	8643
1826	6224	14212	1633	17975	19228	13024	1990	11212	7115	15544	1018	2622	6611	12374	3620	1688	13296	17584	11393
1976	16199	16006	18307	17292	16894	18624	4542	19177	11921	10645	10267	3063	10349	2776	2025	13557	7065	4715	13918
12118	6422	6369	9119	10022	15477	10309	595	4599	2372	3783	18311	1792	12231	14176	18963	6877	9301	9631	10718
6955	5571	4891	8287	7936	10937	7607	18263	862	8086	7264	16485	13035	13438	16670	13427	13084	16373	5833	1680
647	8794	17462	15675	19891	11275	12904	604	14635	1836	15328	6361	15500	6103	12329	15269	13190	4712	15246	5007
2350	6065	16930	928	14698	13447	19767	9616	795	17812	1343	12488	6332	9931	6934	8944	8377	3468	7928	18601
10456	17568	15896	13222	18362	7351	4471	11810	8760	5585	3368	15968	18707	4409	7173	1993	8582	7099	5636	12361
5893	18188	6782	6918	448	18140	1480	12253	13636	13693	16854	2219	19813	4527	8639	16752	10007	2629	14804	13915
18724	4734	13715	19136	13700	14676	14884	8635	10137	9893	11424	830	1335	6534	13746	1802	10942	3267	6734	18912
12316	1195	14681	15545	11811	5695	1756	8172	11313	15492	6429	996	18330	5177	9630	555	1049	10241	10562	15688
7631	19843	3610	10236	1170	2993	7859	15237	3405	5980	673	3627	4412	19646	8999	18300	12588	18302	10145	11268
11947	11546	734	15753	16871	9422	14245	1284	19012	4804	18594	16458	15707	12104	16134	9347	19668	11703	4376	14667
13880	823	3833	8964	15938	16800	5363	8898	16655	14724	16949	11371	13215	8039	1018	19753	7496	6758	1954	3184
10214	13067	15032	1768	3073	11606	8233	12043	837	2637	63	2849	18007	15483	12788	4875	738	360	16475	6096
7622	13965	10916	15345	18212	14086	17812	13693	17786	9909	756	14907	8197	7545	1758	18889	17545	15980	356	7043
14069	5172	14549	16034	1405	6094	4337	7981	12230	3541	2076	14727	13922	1796	15424	9814	323	3251	8258	2555
14554	16899	13011	871	12604	8556	10593	16769	233	19387	4773	4728	6729	19240	5690	17876	705	9959	16398	16142
8282	7179	6147	2647	16881	15634	11248	7568	11025	5861	16664	15572	2511	15872	3986	18700	559	1177	5634	2374
14927	4622	16366	18183	12784	7977	16819	7225	4522	2226	11021	4758	19002	15768	11455	6765	1919	14780	1745	1639
1900	10418	9654	2505	6038	15380	7454	16797	15594	5168	5855	14254	7980	10170	1936	17304	1630	17742	5447	14559
13746	6367	19994	4117	13402	17739	19240	14145	17612	6219	1287	1527	10846	7577	4854	651	16290	12195	16033	12221
19902	719	16162	519	9453	9747	10827	15047	3159	15710	17598	219	10769	14214	17011	7607	19673	4289	13493	5860
11279	7271	10167	11843	17918	12302	12958	2420	1860	4194	3608	1993	6354	10962	17251	12622	16886	12428	15078	1656
5636	9891	16816	3373	3839	347	6217	14488	8492	11534	12409	14603	18424	18531	5640	15651	9716	18358	4789	17951
6485	16405	4850	9964	7477	9724	15022	16460	18594	1711	18539	9290	2432	15080	11625	8539	17967	12560	9446	11878
1507	12329	17875	7849	2026	11768	14686	18151	7278	16907	7825	17800	4530	16193	19957	4808	8313	8823	12481	9501
17492	8051	19871	13090	9573	4272	9558	3664	11045	4976	13577	15398	8767	15998	17205	15216	443	1094	482	7611
5128	17034	3928	11803	12927	476	14848	17145	1704	16332	8324	19160	11016	11193	15842	6989	18183	1597	14024	10685
5079	4795	5164	14439	17078	8632	136	12913	8898	14053	19470	13156	7001	3802	9836	1361	14268	11488	45	10736
9593	13397	2508	13835	18030	5939	9710	1783	11512	13502	16027	13562	3459	1252	3021	4765	10562	1063	12036	3641
11825	4641	13480	11848	738	12453	2963	9262	4535	14654	4731	16033	8531	11729	19823	5696	13517	16498	12511	12957
2091	17684	331	19555	2830	21	11703	9680	13830	19560	15311	10978	15750	14648	12428	18775	15093	19274	2946	18191
14083	10123	19175	4921	875	12828	13892	16820	13738	6995	10725	11185	13895	17980	17616	7381	8348	12437	13782	3944
14492	183	16100	10746	18670	11161	7614	14333	13967	17292	1649	3397	7512	8271	13547	16280	16632	876	16752	12132
6199	11963	9280	2626	8513	493	2013	4950	5238	14268	19587	680	5166	18829	2245	12452	18092	1353	4744	8519
13882	4775	11576	17461	9375	17433	19547	17873	17287	3431	11041	6877	7295	3170	12515	18763	10317	11620	1771	913
17447	3023	5933	4178	18367	12791	1804	17337	13417	3394	10826	5545	2074	16778	1160	7495	11950	6264	8248	4323
1131	5491	19840	3064	9634	6184	18284	9204	15079	19487	9472	8049	10220	17345	19514	293	18389	19346	6186	14674
9052	13144	6264	7361	4782	4717	12893	12272	11870	16730	574	17806	9319	8767	6451	2917	16166	10973	18827	16728
982	5255	9944	6078	8493	14119	9746	3733	17681	1646	12285	18117	7434	9332	19135	10169	13410	5332	10625	4559
1619	16205	16177	18066	18503	7788	17034	1630	8901	18461	15021	580	2566	4595	4466	18131	11239	19038	17110	8459
3483	4752	14961	16499	19798	915	8475	6393	14203	11207	10073	3439	2121	325	11377	3648	16311	18977	14523	4779
3588	7817	17760	15763	14045	10015	16689	1563	3752	16025	4120	10633	2064	12930	8695	925	11274	18648	10384	12685
654	8864	6962	16748	11866	18891	3303	7068	17398	6791	1184	16635	2829	10542	18977	10961	4928	12151	9815	4562
6332	6559	2063	16060	4993	9404	13158	299	108	4643	2133	14115	2154	18723	10090	15273	11082	1170	19849	1302
17340	10697	6379	11387	3036	935	16492	13539	2463	4494	13212	11147	9033	15115	5163	9739	16825	17037	12134	16349
12619	19727	5772	1768	13203	9591	18974	5110	19383	8847	9387	2662	16230	8170	13886	4005	8420	17557	11564	14442
538	5204	10488	10978	5036	8530	11030	363	2753	18568	6125	14500	5955	19242	849	11302	16867	6801	16486	4276
1038	1469	15135	10685	8814	9705	15110	643	19947	12787	1006	11077	16927	8	17040	19497	6386	19362	7810	18554
4553	11648	6896	12220	7011	9352	11825	12447	15708	2246	19811	11260	4221	6044	17376	9197	14840	14738	3447	11703
17206	15827	5921	7773	17168	188	3502	10916	7262	12210	10678	8928	5756	10741	15469	17993	7600	14645	13504	1716
559	15750	6983	683	5785	2629	16138	18960	15414	9391	7691	824	16418	12027	17163	8039	3212	12704	17067	11734
18334	18567	3365	17860	11799	6486	16823	16717	10971	18967	7047	10421	17237	15322	18807	17660	14147	10363	11840	17756
19965	5986	19472	412	4959	6462	8624	15481	14843	9910	8302	10946	1825	5849	19689	709	12439	13095	13391	19091
7889	11569	4224	2779	11320	15489	5740	18921	19760	14163	9929	6799	17293	13714	12493	11182	14426	11987	14872	15634
3972	6405	17669	10219	13665	10825	6248	10780	8463	84	6721	10529	3573	4755	18544	5863	753	9935	2296	17304
4432	5755	943	6575	4156	5464	9905	4300	16854	3508	6497	8025	5412	16953	4368	1496	19808	5371	16219	412
3387	3767	11247	13497	18214	13309	6964	14030	3693	1762	678	888	18348	5130	12203	7280	5812	14790	18471	3908
6606	11543	17685	1157	17595	11124	11322	2448	17318	3631	18644	10126	8276	12079	9630	19995	9217	10688	16138	7484
18320	7023	1516	17934	19039	4978	8822	1069	17527	16872	9422	11698	3546	4688	8567	1352	12519	13944	6481	13573
3003	9200	2395	14921	18154	2067	11386	12875	5309	2630	11561	9347	3920	1088	18237	18418	12758	11055	12321	16584
12534	2320	2641	17963	16604	7821	1428	12755	2729	13201	2193	1550	13817	3364	13680	7422	18955	14472	6331	15730
15326	3745	10488	7371	10814	6953	3791	11581	13163	10604	17703	2854	10594	13779	13521	9501	6098	7166	286	9752
9900	14810	14906	19323	10028	11666	4095	1836	3699	14585	13178	606	11734	11030	6774	11284	13215	3091	11772	4898
4874	10219	9680	7361	1381	953	915	2481	8389	12774	11601	12692	17454	911	15474	14022	9701	8543	7960	16853
3533	1295	10742	14302	11060	14460	700	7115	9458	8134	14197	15327	4623	12822	7623	13005	8814	4511	19618	19652
6696	2021	19081	2687	17322	7774	13659	761	698	15668	9661	14874	16246	16320	2117	8641	5964	16696	11403	2164
18678	13620	17997	1463	4027	13789	4669	9293	12658	14365	9174	16480	19507	15813	11271	19810	13101	10548	19218	15569
10040	9865	13499	14247	18837	9071	86	7124	18056	2764	1084	8401	18922	19152	5121	17033	451	3456	14143	11975
1465	12498	8698	148	17127	10658	18426	7653	4006	13755	9893	5244	4895	3039	2595	18231	7791	1493	9074	5658
18831	15160	17398	9149	13944	17878	3638	2122	13051	13991	6667	12690	8582	18919	13426	12763	11340	9806	543	3356
1175	19326	6069	15544	3286	9534	3448	5228	4749	596	12370	14718	16570	12763	8688	1119	8383	10857	6570	16675
13562	3166	12357	3723	19501	5535	6034	4150	8675	12247	8927	8075	2492	6489	7704	18701	11772	12227	5655	9650
16498	12644	2834	7115	13130	9346	18907	3745	14639	16676	13242	13089	7214	7383	19905	18710	10177	11061	9152	11241
10719	2489	10586	6948	9198	13317	11710	12233	18549	6622	8886	753	11395	12138	14195	3389	4826	11867	6258	1021
163	12708	4092	10883	4305	13761	3824	797	12434	11282	2369	10054	667	9879	10525	12963	3013	13479	13451	5909
19168	14529	555	3167	7284	2146	12473	12694	15173	16933	7447	10536	4563	13056	10011	5083	4201	3538	6875	7258
8018	11580	1552	18193	1266	7630	15958	7872	16794	16290	2836	2519	11365	10533	13324	14398	1959	6041	15483	16807
8145	13212	10019	7893	705	9493	12488	16303	12405	12230	6028	2347	14588	18393	2183	9331	2263	15403	14091	19770
14536	9696	654	13983	19053	687	8336	19566	11248	9050	7974	2582	11436	15290	19306	9438	9265	11477	3249	3063
9399	6503	15344	14631	2252	7659	17646	12770	7712	18791	3077	1090	1757	13973	5543	8836	17017	11977	16782	1253
2937	10868	10402	605	2714	9862	401	12275	13584	2061	17742	8305	10854	13205	6762	15522	15351	5280	272	15920
12495	11786	10623	14103	6166	5594	14746	3537	3708	5715	731	9179	2486	16565	2340	5841	1864	11121	16558	2688
13347	10122	13039	2710	13491	5944	15923	16892	13776	19485	17773	425	6074	10956	8867	1363	12936	9888	18551	17138
4568	17899	10439	17674	13291	18845	7357	13855	893	4611	4047	8583	6841	14692	15659	7456	10767	17180	11704	15259
8897	18415	17413	9150	1448	18198	8153	11263	4686	12110	9607	15571	6441	14031	13563	94	6735	10991	11286	18809
13522	15798	3965	18252	3918	19744	10901	12420	4055	17947	16872	17943	6781	16854	867	16891	3877	4564	18231	18877
4653	9215	8533	15320	6125	10626	4215	15098	5118	5177	2323	3764	18722	14405	12630	1757	19404	13270	5430	2954
8506	4638	9695	7456	1811	18129	963	1290	18729	5554	10224	5956	13543	16597	14401	5113	9027	19452	10350	1214
8399	11626	15914	5411	19027	10843	6747	4561	12285	2675	7001	3626	5691	5969	12479	19462	19897	7129	6041	4552
17930	12030	4957	19869	7262	19110	12215	12911	19389	12445	12026	12715	882	9216	14855	624	9752	986	17351	9475
2815	3848	8746	14135	12575	14222	15508	5806	8617	2137	18088	13570	15938	14624	14135	7661	18574	19059	11726	238
4312	3370	6236	4159	10684	12407	1128	5832	2604	6941	19764	14451	13896	4165	11110	2955	5155	258	19779	7544
7681	15865	7108	13756	19869	6900	3208	2462	4196	8661	539	11900	8705	5438	9568	14920	4074	4595	17689	13930
3287	5983	15828	3901	7230	12780	4768	19588	396	13634	17167	5229	11070	19608	18581	5409	991	15638	274	16225
370	19266	10509	1612	8599	592	6998	17164	14507	5086	342	11021	4302	15666	7686	19257	11455	4481	544	7635
5296	14502	164	539	18196	18650	12740	393	16767	1822	213	11385	5081	3538	7429	505	4695	401	11617	3690
19260	13420	3522	18477	16234	7032	19925	14727	19614	13522	15729	3309	9628	354	14314	15444	3568	12674	5735	9360
17416	6052	7629	12601	7794	19835	14913	16323	5491	8558	15101	19550	3171	19765	9480	16774	827	5522	16116	17362
19031	11767	16445	9453	18528	19478	12823	13737	2842	8861	17046	19507	10490	8621	14983	16089	7166	5806	5002	14501
9403	1549	5801	2213	8077	9765	16383	5109	2488	3912	19545	10223	1130	9899	11780	16345	2372	14523	13249	18197
5707	11128	5246	14234	17814	8191	19047	4434	13983	12336	11355	12042	17439	14161	6315	10738	523	8022	8650	3451
3154	11087	6798	12146	8	18330	4838	19602	19260	2849	12807	6972	4367	3162	14741	16679	1875	9747	6123	15499
4660	4369	6930	6318	10771	4543	15864	18601	18596	15312	11742	5560	10428	6635	19800	10419	3748	6946	1639	11462
2399	13098	4242	8598	11935	17468	2865	9179	6814	18207	8594	18282	19947	11566	11437	8146	11654	14895	15811	6973
4082	592	3019	16264	18776	10633	9074	7103	13402	4889	17300	11218	19255	14598	17098	652	18102	9702	14001	8790
15957	4570	12829	16069	4813	3074	13092	15982	8100	14555	10091	7287	15303	1359	13144	2691	13418	5076	6779	4828
15898	2686	15704	16583	1395	18284	4971	16349	10542	3954	14992	6629	17030	320	9668	8100	3515	19973	9682	3882
12303	2468	2298	19992	5367	16562	6156	18494	11119	13564	3524	13615	1003	11509	12092	13905	14656	1047	11686	12447
