0	1	2	3	4	5	6	7	8	9	10	11	12
4586	9575	10407	7830	6521	1814	1077	8369	1081	6993	7367	8621	3251
83	7095	5823	7128	826	768	8881	121	1957	1617	5958	9771	7499
8733	1403	2918	8433	2666	5079	9433	2860	1298	9970	7779	8266	9607
6535	7775	9977	7051	10424	6557	2750	9992	6302	256	5964	1793	9878
8005	9952	5237	8548	1617	7188	1807	8471	4436	279	8625	10230	9800
1343	4418	3979	8928	8158	8388	8871	8494	8267	4561	9478	5148	1009
1075	8307	6397	8931	8709	1405	3356	7466	586	851	1531	2101	68
4266	555	3014	7372	9544	6060	5634	5678	1511	8651	5325	8909	3825
10100	4801	651	6280	1895	6133	4923	5206	9360	4503	1556	2915	7144
4550	4417	5026	10150	5435	9604	2395	6936	215	3961	5093	2449	4101
5653	5882	6652	7986	4668	6713	6269	2035	754	9431	9734	197	4657
639	2328	1388	4252	8371	3477	7659	4263	3763	6787	9564	402	2596
750	1291	7071	4724	6275	9798	652	3044	271	62	5997	5633	627
3035	8004	4385	5436	7654	720	2821	8016	6913	9965	544	3217	1511
8067	5021	1595	10419	3716	7206	8322	7031	8409	10283	8989	7468	7442
8160	6514	8475	815	724	1914	9122	6540	4023	7802	2394	406	5050
9113	3064	6504	4845	6765	2683	1943	2568	5621	9497	335	10465	1907
3434	6716	6159	2601	1207	1850	3996	6828	8482	2067	1677	5553	824
2158	4595	8684	5095	6973	4019	6900	7714	7873	9191	3412	9321	6223
6627	2099	9974	3308	5041	6279	1027	9891	6595	1234	5489	2490	7390
9518	2338	4191	6098	3286	4879	3633	10351	426	3391	9811	2614	1465
1714	9231	1622	3562	3288	3657	10062	10406	3692	6500	644	2472	6946
1526	4838	3409	2591	8251	7675	688	4711	6289	10196	2839	5900	5818
9075	4340	788	1882	1440	2352	6869	4578	3981	4124	1487	1162	272
175	1939	7496	685	10356	894	4410	8441	1468	2135	1271	7684	9712
1266	1676	1713	9641	2103	3240	8865	8488	1061	4170	7315	5501	7031
1301	8415	5773	1478	621	9095	2875	1171	8553	8546	5554	8411	940
3662	10116	9288	6436	3077	3658	2966	7707	1487	3653	8758	4974	1516
5602	1009	9130	7905	2860	5142	6803	2787	436	6167	8882	9012	3036
9574	8232	1135	6454	1081	864	4931	157	103	9452	5871	2717	2683
1780	4038	2591	574	7773	8556	1951	9120	7183	7880	4303	8114	3830
1288	3172	2234	1789	6633	2483	659	483	536	332	6859	1781	2455
1734	4643	9673	7941	3944	7821	9829	5060	494	6553	8641	5255	5499
2961	10132	6324	9409	9122	6292	9949	593	5812	7337	5736	6837	5145
7725	6138	6872	2615	394	2907	5897	43	4643	5249	4187	9851	1789
7553	2186	5987	826	7498	5227	3037	605	7237	5850	4494	4334	2408
8965	6405	7011	7568	4103	7165	232	8254	2663	3300	1316	4577	1326
7969	2	1826	5760	7458	6707	8751	9292	3575	3321	10113	7526	40
2369	6918	6509	2657	8100	2891	9827	2029	8956	9332	1948	4173	4128
1768	7	10427	6615	7563	9712	10263	9674	660	9190	959	4565	5924
631	8877	9269	8705	5685	5289	9676	7182	5621	202	4999	6418	9658
9740	1831	2622	1543	7086	2993	2824	3269	3033	9829	455	396	5327
9933	6021	10392	5605	7834	4028	1477	10344	2627	10238	1057	3911	10106
6455	9217	4802	870	2036	2321	6412	7188	7675	699	1851	5930	2507
9062	4716	3942	8523	3472	6635	7737	8208	9929	7084	2933	6164	438
1975	6130	3581	2154	3363	1462	8711	7429	1947	8192	4569	21	3378
2386	3182	1791	8310	3386	10145	4188	10298	8525	2458	653	2350	3484
10054	10139	2578	3193	7312	949	10118	2312	5907	3570	4388	5709	6599
7664	5813	6884	4603	8794	8259	2295	10040	9110	7402	4198	800	8737
3965	4309	10010	7074	2425	1667	2627	10122	5464	3111	7721	2946	6324
7113	10015	8819	2911	1550	4362	2436	2435	1597	10111	4727	9741	6375
1014	131	7584	9386	6260	6413	2401	5281	6130	3997	149	6851	5818
6767	3132	7122	10270	6436	1157	142	2161	5912	3637	4286	1424	3720
2479	8448	3976	3618	2052	3195	8613	3267	3463	6622	3085	162	990
8724	658	9795	1222	5587	3346	9748	9722	6262	5895	3447	10319	3298
4971	6932	663	3857	6279	6468	6675	2916	6903	1648	5178	7906	461
1491	1947	4880	3907	5601	5541	6294	7464	6146	2012	8174	9882	7220
9859	9746	4897	9303	3672	8013	3910	3692	9390	8843	6263	5459	2591
5695	4294	9464	1968	1037	3888	4249	437	9924	1692	7919	2666	9544
9811	5775	8155	3188	5160	2314	3398	3145	6722	4323	5104	9778	3739
3352	3890	8029	3979	7260	5149	1508	2508	2021	9901	5852	8906	6206
702	2135	7525	2483	1766	5820	5942	1634	8271	692	8971	5234	8479
4952	853	4568	988	8853	2342	1604	6079	2672	3030	6015	7942	8274
6669	5780	8221	4323	4648	10292	5035	4051	10079	3210	4101	7621	9169
6777	5674	5501	6697	3483	2961	2130	9707	3284	8712	7527	8709	10129
2524	501	6056	4774	8634	2671	2469	732	6060	4347	4545	9934	2347
9358	4880	9900	2106	6892	3686	1319	5313	2457	1072	1655	1745	4947
438	7460	5288	1550	2399	9997	1237	8466	1249	7953	6928	9672	5029
3446	1029	6022	4042	8048	6698	5867	4697	8339	9579	5890	7723	4771
331	624	8690	7598	9864	2961	7385	6775	7862	373	7434	799	2794
9621	2376	5663	4877	2003	7478	4034	5133	737	2462	6117	3874	7598
946	3127	5259	5035	1677	5965	7031	8728	6027	5310	252	7135	5278
5621	6711	9065	8979	1684	9274	1909	6489	7761	4703	3310	382	312
5222	4899	4180	10309	6612	3961	3990	1560	930	3250	4355	2310	2187
4131	8378	7259	7960	3502	5106	6496	1669	4140	10226	55	1331	592
8784	8574	4263	5732	3719	8528	6230	3040	4849	9212	56	6761	5591
6073	759	5391	2158	2533	930	2870	3068	10336	1880	361	9312	595
1898	6879	4335	9937	6755	4905	7035	1118	1852	3275	122	3862	6066
5197	4975	8577	320	1722	2889	5776	2384	994	4265	766	4500	1253
5864	6206	1913	9107	665	3951	6998	5448	6767	3539	4552	4486	9084
1500	2422	8327	3095	4773	6967	9292	856	2058	526	7390	5058	2045
9931	4597	787	1058	2514	3796	4088	9250	8083	7505	10181	3159	379
23	8397	3645	3532	10368	9224	7186	4862	7514	1311	9662	8615	4728
1197	3608	2259	7519	4747	6929	3762	4774	5288	5177	2257	6042	1430
7694	9551	5757	2132	7409	8410	8765	1936	7592	7219	8166	716	5664
2148	530	2536	2057	3435	911	8066	9721	9983	676	9289	6657	2826
5197	7802	3005	8550	6115	9548	8630	2063	5384	4199	9866	9829	6248
156	6506	565	4989	8948	9044	570	1785	1105	3028	4711	8648	630
6179	10334	353	8559	4000	8689	4842	9650	1420	5845	3731	2488	1557
3724	9370	9574	8737	4221	8616	6058	2769	9898	1233	7787	10273	5049
2598	3648	1721	9674	8364	3778	5173	3603	1657	9963	8754	108	2109
1988	3910	6416	1553	3349	5520	6376	2365	4486	4812	4727	7938	2768
2296	5187	6036	4415	1858	4408	4478	4182	354	1673	8249	2139	4802
5646	476	775	10364	3348	1744	5766	2285	3275	1590	3048	8098	5737
3539	595	1336	3449	6660	277	5416	9034	6783	3951	4678	8754	4801
10085	9286	9429	1870	7417	4311	8143	2445	6022	4014	6598	6114	9831
4919	633	8826	10050	3096	5547	5638	5067	4772	1388	9546	4185	6905
953	1134	1939	10366	1341	293	5525	4608	2000	8424	2600	6936	7045
10282	2007	9104	5850	5593	1653	3748	5610	4937	3156	7320	1987	817
9758	2852	5907	4451	562	4899	4263	729	7697	1275	3743	9758	1522
8837	1007	2461	4019	746	6403	4320	2199	4997	10460	6243	199	1091
6118	2735	201	1432	55	7278	3650	4846	9822	6279	3356	7815	7643
4787	2846	1432	2165	8319	1558	5584	4436	1661	5730	192	2170	5172
2088	4474	8962	442	10128	3929	7069	4771	4992	6743	917	6762	5323
7173	6540	6086	9278	5695	57	3730	2407	4025	5435	3469	1890	1458
5530	4962	4869	2820	5465	1142	9491	5230	2655	9347	1342	380	9492
4553	7723	6715	2828	6380	1224	7665	1366	9248	1934	4236	7015	4808
737	7988	4714	9150	9179	5964	5479	421	9374	1607	4462	2758	9810
7492	8257	460	6908	2353	3531	10455	1765	3465	2065	8330	8376	9126
769	4878	2328	3778	6991	7997	8499	6765	9505	6874	79	3336	2291
6284	7694	781	909	1833	8747	8726	8245	4745	6433	4213	1748	2482
1003	8409	7157	6370	2447	10087	8294	5147	6739	7988	8423	5027	1630
10359	472	4993	9339	8576	9237	9584	6471	3879	9825	9391	3210	3608
9757	7654	5701	4808	1188	8698	1559	6637	3583	8982	1047	3804	4982
8651	3419	7845	1171	10272	2910	8817	760	3877	1137	6449	8845	6945
8788	6369	6057	6416	4207	1907	7139	9104	5476	7776	6676	6112	1608
980	2784	299	404	8378	3436	3897	1558	9052	4547	9123	5712	3757
5955	6563	3880	9903	1534	3665	1327	4525	8433	1371	1744	60	9426
7578	1674	1024	3255	2794	4060	1856	7352	9576	1984	6889	4369	3773
8293	5147	474	6769	140	8943	3649	4907	7881	337	6023	2291	9968
7568	5055	10381	285	9030	560	3391	4847	5266	7031	5518	5193	4671
6824	1115	6765	7464	3472	843	9105	719	520	2006	265	1408	2366
887	7150	2319	7121	5929	3257	7621	8269	10410	5148	8560	5486	1954
6066	7620	2032	6107	2308	10103	4378	6634	8118	8899	10263	864	3572
4303	4512	297	2993	6200	4457	3842	10071	7848	4545	7086	8879	609
6203	2209	8578	4557	1304	740	4674	2984	5420	3750	2168	4572	6580
3523	8512	2541	1304	2475	5581	508	5812	8491	2782	6669	9657	5260
2066	7267	5980	5649	1809	2381	9526	7518	6170	6652	7364	3852	4199
3191	8080	4804	5859	1765	4210	8516	7510	5009	5686	1451	4784	5118
3075	9823	9059	2112	8638	6112	6467	2857	7138	5405	4544	3017	32
6314	2341	2342	6916	3296	4003	4581	3894	1665	483	2467	3733	3507
6988	2037	8748	8212	2136	1944	5506	4321	3082	4429	994	8249	7027
9033	3050	1449	413	10211	3562	9043	4861	8881	1402	8588	671	3674
3021	3897	5520	4126	5890	9382	3590	8649	8497	597	6	6195	217
2818	9248	3080	7132	2540	2802	5019	1735	5631	8674	5738	4995	4340
9738	8313	5775	946	4512	6290	3722	7644	1314	2516	2732	2403	3671
7513	3357	1064	1459	949	614	1449	3532	5689	4103	7011	9995	10204
9681	6616	8337	5063	8462	5595	5600	1683	1552	8008	1422	69	2572
8214	2535	1866	3722	9749	5680	2365	10029	1857	6819	7410	1542	96
5614	1347	2425	8468	790	8418	961	1154	6676	3983	8862	3015	199
8379	7494	41	7370	9956	9347	6904	5450	5418	9131	7513	8283	6511
6547	5018	6166	9675	2866	3446	7015	1457	7032	2122	1061	2011	7989
3311	4728	4689	6735	3515	3122	2701	2489	9414	8292	1171	1331	8047
2536	9092	4545	990	1645	7843	2292	7463	9095	7489	3007	1910	5897
7826	6998	179	175	825	5016	2126	3578	4762	10374	5185	7924	9101
817	1927	3632	7479	635	4173	1809	5480	4620	10150	4422	9536	3949
9450	9929	998	1610	130	1922	1992	9103	4575	428	5613	5954	8788
10050	1813	6695	5203	5262	2369	4289	260	6535	2773	6314	768	6730
8986	8892	8109	6614	4707	2691	3699	10102	4072	1416	1323	4287	4707
9993	4431	1320	7757	5608	9982	8462	6754	113	6319	6040	6266	1162
7935	4276	4840	3537	5368	2619	5468	10093	4115	7031	7553	7660	6609
9990	10470	5524	288	1160	8837	1289	7522	6795	8812	4753	6450	3816
5368	9487	9008	497	4628	231	6255	8255	1432	6038	8496	5101	136
6046	1823	3577	3974	3964	6541	6726	5992	8805	9922	1363	2631	4012
9104	5865	8877	8664	2580	9517	6747	4116	1772	474	5364	3874	5027
6509	5944	5157	5505	2216	640	1829	7133	3883	4266	8044	868	1693
461	5133	9075	4126	99	8672	5787	1043	2305	1621	4913	1628	772
8691	2026	1013	4639	972	1709	6599	6226	8063	1741	5162	4522	877
1200	6119	9271	5606	4104	8133	5570	6842	10389	5117	5772	541	967
7929	3837	981	7405	1472	6077	4310	9959	6197	10311	4886	8813	1542
9357	4825	2264	7924	5606	3154	9442	3820	7929	8995	6226	10100	2381
3198	8189	7627	2770	9872	7214	8191	2504	7902	1895	4258	10062	7335
2308	1018	2506	8470	10309	7742	6717	8915	8103	1904	715	1199	2996
2258	9654	2297	6099	1545	5536	7551	4964	5602	8864	6252	5839	3620
1018	6380	8581	1951	10382	8179	5797	10005	9428	9178	907	6595	5572
8914	5819	3135	5377	7820	6238	5752	6140	8329	2839	631	599	10219
1282	5009	5620	8547	4483	1458	5448	3651	10432	3316	7203	3866	4248
10360	8100	5511	6	10265	1167	7111	1141	4667	771	429	9335	3633
1978	171	4552	8793	9926	9582	10364	6	8364	10423	1532	9910	8734
3134	646	1768	2827	5608	9065	4744	7133	539	6535	7955	2290	9802
6604	6455	4334	9869	7220	3851	7360	6191	6462	9863	4199	1484	1116
4560	6403	1075	9730	3450	7018	9572	453	9116	1231	9418	2856	7241
8525	5048	10168	362	4744	1193	216	8965	8081	4627	8677	7569	4818
9636	4785	1115	5376	739	3419	4450	4780	5497	6811	6938	5656	8388
7353	6175	2673	735	8318	244	8349	4842	5774	6974	6772	2342	438
1471	4803	5244	4631	7317	4518	893	8562	5732	4319	7747	1087	116
7534	6034	8073	3570	7342	395	4433	8855	2313	1565	5673	8023	7251
786	9822	888	5109	1782	3069	6502	6252	5929	10464	4836	10409	9612
911	1150	5229	1546	5178	8453	5215	10355	6672	4539	9757	4866	759
6558	4909	4072	3908	7736	788	4599	5383	6332	6816	10334	1902	7144
1882	2757	6645	3014	15	5128	6226	10126	8119	2697	7801	3734	8774
8641	7942	2100	9686	1261	6614	9142	1525	1311	10103	1251	9495	7311
3603	7004	87	575	8010	5773	381	8752	616	9010	6495	4629	667
2380	8582	6266	8956	5130	4504	187	1553	9399	10380	563	8465	3617
3996	9141	2013	4975	8761	9213	5899	2073	8667	2446	563	27	2837
5573	8660	9893	9235	9045	9184	7373	10035	10071	4293	5661	4614	4440
6769	1856	450	9404	7602	6068	4616	5457	9217	8297	8461	767	2564
7101	429	7469	1122	2688	5217	10096	8790	5596	6740	9244	7222	5338
968	7775	9024	6656	3512	388	156	3512	669	1407	2207	5932	4462
4050	7533	6892	1465	1024	2653	9771	382	3857	568	6658	9263	7991
3338	3725	5166	1337	2688	10118	8158	2478	8393	4571	8435	7685	2315
8689	2273	4669	8063	4230	4951	5404	311	7900	6397	9451	6519	10087
5540	6929	3456	8087	5391	9989	10080	381	1378	4638	8328	4983	4277
10033	2173	446	5120	7118	733	7385	7027	8776	9937	186	8145	6123
1496	10127	5339	7600	8817	980	5002	1299	7514	6140	9217	6690	2298
9623	6933	7270	7978	7625	6345	9286	5721	717	8165	2752	1633	4689
8823	5793	143	4183	446	440	4005	4663	6422	3999	9167	4760	8624
6591	1690	5264	3663	3846	5	8613	1971	7479	841	9511	241	749
7235	10344	919	8450	4594	7816	2874	1514	9307	1842	6376	5952	4664
1997	145	3365	7720	2214	8590	2166	8411	2902	2905	3156	6154	8542
7252	2431	6919	5997	5152	5858	1968	6153	3180	1916	4351	5030	4743
3803	1063	1332	3458	10249	5498	6722	4451	3510	8555	8542	1005	128
8916	8591	7557	7455	10266	8855	4888	9518	3117	8497	7584	7976	2959
2411	6447	1357	8789	3921	1814	6729	9043	4896	4515	5878	3833	4327
7005	9451	3099	486	10298	7779	7434	8856	2531	7749	2276	6777	3957
1889	7208	3379	6644	5720	8994	7787	3565	7487	516	5219	6730	8344
2049	3046	8694	4231	485	352	6788	1565	1926	1383	276	1486	9350
9976	1988	435	5753	6413	3878	1504	1774	2863	8138	1187	7802	3726
1740	3688	7925	10152	3922	3789	2297	9741	2062	6838	1208	7576	8710
4277	808	1609	1407	10230	3863	6821	9917	9414	3752	265	10413	588
4012	4892	3402	4553	3687	7513	4453	1313	1444	1644	375	3844	2370
1617	371	4714	209	5888	4264	10242	5351	3230	10377	3485	1473	3681
9158	8308	4422	5102	10070	9128	6204	10180	9647	3563	9245	5272	1433
2043	3148	1721	9988	3119	9832	3759	4519	1491	8985	6614	8847	5496
1138	7918	8820	4136	4069	3892	531	2890	9527	9609	6959	9806	4709
4705	2893	8490	9661	10261	2760	9732	1326	9836	2804	10168	9497	5366
4886	6935	2517	9347	1624	6788	3244	9970	3233	6392	2586	438	2668
3577	2680	9945	5335	4211	5761	2135	6671	10461	5406	3280	9303	10341
5380	3806	9283	6799	10286	1392	2925	383	3171	9699	3940	3549	2676
9376	38	9969	8046	7256	6997	1221	3590	7274	5326	8949	3845	355
6823	2987	3310	4529	6388	4370	9798	3753	4697	7007	8721	4728	9003
7432	3966	1093	8486	4571	1438	6962	9860	1991	2803	194	1487	9532
310	1206	1570	6729	837	9376	1429	2516	6365	9425	5428	6290	9330
7716	5674	8737	2930	939	2742	2086	8870	1376	8020	9935	10249	2245
63	6359	5228	7235	7331	5664	1078	3838	9734	1533	5676	10000	3624
1199	6177	10307	4448	9633	6800	4131	3445	4748	7929	6204	8816	55
339	4302	8516	9678	9346	6308	9114	6786	9986	4338	7969	5416	6432
713	9998	4081	7710	2021	10406	5946	3816	1584	4344	2829	6788	989
1729	8757	590	2584	6636	5803	5220	9474	5919	3705	805	6054	6290
2796	9490	4510	2785	10203	3903	5721	59	3485	8965	8409	1200	1026
7724	10134	1120	6199	10458	3525	1217	7332	9770	3307	5925	4118	6502
7653	5691	3676	4309	6142	8267	2206	10082	4434	5475	10328	4357	4760
6184	2536	3033	5151	6350	6282	7294	2862	10090	4837	1779	10207	10389
10342	2316	2881	4040	6871	4429	1256	8785	1931	1956	861	4730	8769
5490	3786	1961	3451	2068	8487	2780	7330	2717	10085	1406	3815	1567
2822	7831	8240	2008	8074	8356	1639	7929	307	6709	3013	3293	485
8407	5495	5401	7319	825	6364	8788	5554	1957	5704	8732	3502	9690
7479	2901	1453	6686	8061	9042	7686	9121	4489	4008	2823	1834	2923
372	8514	8117	9851	10358	7417	3163	3352	595	6836	9761	9207	69
1666	1939	4031	7373	7177	4601	3171	9775	1697	3191	10085	608	2881
6663	2397	589	9437	398	10408	7558	3014	7796	7803	9209	813	5369
7020	2228	9652	9400	2286	4526	10359	916	5789	2623	10034	9889	1030
3285	6380	3325	6861	6534	6219	21	7449	2164	5439	3513	4546	8384
9869	4674	8073	669	1118	8085	6525	6778	4134	7756	7654	8051	3597
6025	10123	10460	7345	7191	8292	9861	4991	10371	3918	610	2074	2675
7622	4069	7151	1367	6670	5120	3589	5162	3897	4323	225	2354	7481
6115	1889	2921	5516	1652	5691	4195	9305	9580	7391	3250	2082	7119
3863	5875	117	5870	2011	5722	4136	5421	2106	6993	4328	7682	10142
2431	2621	4027	5309	1706	1173	4558	2431	6690	9690	5885	8237	3927
7384	6172	1075	8581	2385	1355	4343	5359	56	8179	3589	8815	2604
286	1250	8238	1153	4140	538	1897	7876	9096	9217	7721	9180	10461
9052	2978	825	7641	3085	7143	10395	9794	6447	10071	7307	9772	10151
2458	1665	3790	9512	4427	3339	2420	1563	2013	4894	2887	8704	4136
2691	552	4562	6250	217	4429	6955	7973	5242	1646	3109	10147	9033
8673	2804	5448	5005	8883	3406	6890	4480	10414	650	667	8174	7146
5869	7395	3662	5314	5644	2204	3182	1031	4987	8427	5525	2610	7856
7919	8923	6255	4460	3073	920	10452	1474	10127	3377	837	1756	8859
49	2919	9753	2427	3705	6820	2909	1233	2388	3754	4357	8535	9589
10120	8839	8636	1133	7161	1846	6674	9265	3588	7345	2979	8078	6212
4369	8538	2371	8148	7051	9438	2633	6192	3135	3801	2842	8279	4243
781	427	8971	918	5398	7536	1827	4604	6107	5767	1500	7103	6623
967	4294	7634	4965	1246	4195	167	8067	3706	10312	5937	10043	5160
426	3703	4964	3203	4233	4269	7421	6642	10366	736	6555	7475	575
6941	3903	7365	3809	9359	2626	8380	4143	553	1521	1751	6041	791
6665	2238	7028	8907	8428	9650	1456	1949	5327	10460	598	3724	4885
8507	10184	7977	9267	9790	10156	4416	7764	3009	3020	7944	6363	5923
993	3128	3289	9719	8642	54	6998	10424	9455	10272	5733	4675	7375
3175	5307	9141	4545	1045	6899	10220	7392	2923	3258	3140	6794	769
4710	8886	9780	7845	520	5426	9519	1962	3765	4579	6852	1177	5369
7557	310	2766	9891	4268	184	6066	5358	930	5577	159	3848	2806
9586	1561	9106	5419	5120	2027	5315	4466	4735	92	2975	6319	463
9646	6587	2840	664	9637	8593	1282	4541	8158	8482	1961	8047	3174
7459	6891	5739	4399	3399	6318	1377	8898	8144	7942	6026	1108	1569
9300	3124	672	7002	4890	2271	5300	3555	10076	3037	2553	8669	8062
6115	8766	8643	7491	2861	9328	6412	6064	1600	9068	3980	7787	2765
4933	9970	2570	7384	2284	325	6912	4165	8700	10033	9133	6944	7092
6931	9792	10382	2308	6213	451	2978	210	3106	9014	5783	5251	10111
463	7308	4460	16	1719	3237	8999	9618	1995	4252	7398	6900	1257
5437	4678	6911	7824	7097	8306	1345	7533	3374	2734	5870	8630	9089
7986	6232	5574	3609	2641	1907	1612	414	6251	6341	4691	4591	1351
8685	6798	1423	9925	754	4006	4524	1900	5683	5464	8060	557	4743
8303	8496	2390	7994	409	3744	6989	3615	5870	2822	2376	9521	1290
10238	2293	3895	724	7772	953	7649	1611	8412	1634	722	6934	8413
5758	9141	8355	5987	8595	5239	9334	6952	7625	2195	2483	7369	2365
4726	10443	10173	3	7894	3948	2000	8521	9577	3421	8402	206	4985
6336	6040	4518	345	1832	10076	8450	1937	5560	6180	3252	2048	8444
9492	234	2847	7036	1650	9717	482	5439	8849	9724	225	9721	2052
1887	9915	6361	3555	9552	1071	1728	4021	10087	358	8431	8252	1592
5058	1480	10269	4334	1862	451	8357	7746	185	44	9085	4724	9798
2103	8281	4407	8431	7745	9664	3771	5751	7384	7230	2910	9439	5278
3475	7807	4573	9887	2398	6563	5547	5692	3809	7210	1255	794	2087
8665	10171	7599	2939	2394	416	258	6455	1936	2034	5254	4922	1374
811	1169	7738	5305	10366	115	9133	8543	8068	7163	9225	4057	7618
10147	3205	9830	5046	10046	5414	10221	5569	4095	9072	4409	5077	9609
2204	8869	3079	9806	2458	8656	10286	1197	8362	2619	105	7177	6841
6966	5683	6825	8348	4349	7057	9620	8007	6291	7881	7491	843	6459
5667	6436	7449	2949	3860	4342	3745	9264	1691	1560	5592	5780	179
7951	2813	6012	4017	3309	981	8207	8933	8627	9816	8814	9850	1851
7211	5323	4276	9582	5111	571	5759	8445	861	10240	49	7941	2462
1455	3196	5132	10438	8083	9580	6936	347	1198	2046	10280	291	6030
9581	5336	2851	4760	5764	7478	1516	4375	7817	1523	8357	8323	100
9083	115	6262	3361	1537	1966	3488	8564	1013	1009	2069	3870	9443
6784	4399	4819	9287	8440	4428	5025	1669	8753	7610	1524	9393	567
5955	8253	9400	2496	7118	9434	3569	3299	6219	4951	5196	3240	4606
108	4570	15	8914	9448	7186	5520	2334	3198	7853	3768	4470	5189
594	2174	8464	1481	6419	494	4198	6908	7789	7264	9665	9733	4410
4135	609	7411	4481	3824	9404	5595	1743	8391	6376	9789	5206	6415
3432	4277	3376	3461	188	9884	4028	1144	4090	3698	7105	4766	7263
9730	2276	7226	2270	1440	5665	2965	3940	327	4699	5529	7141	7571
