0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
11007	6021	11192	1224	11017	13368	6154	7511	8430	11099	5328	2091	4098	6809	7761	4779	957	10752	11644	13188	49
13799	3277	4301	9364	13684	7196	13499	7741	8289	8347	1517	1968	5543	71	7062	2705	14136	14271	4884	3854	5507
4734	13795	2342	9775	1043	9369	13326	1466	13390	11005	10887	128	5238	14362	7559	9443	2207	4396	9812	12123	9579
8648	4533	3305	4948	4326	547	3535	1768	6072	8149	3085	168	4390	13642	1978	10895	7894	11603	5414	6942	6299
13488	9690	5497	3362	2862	14095	1969	14259	7963	35	11178	11498	8010	3012	8765	9471	7049	11618	7533	12166	5466
2359	7695	4710	12578	742	4974	13595	5491	11886	1459	2405	3814	7724	13543	6201	4427	13427	3993	524	4012	6007
13422	13211	4944	2090	8998	4057	10579	10874	6473	3650	1447	14201	5512	5237	11135	3311	13575	14187	13208	3729	2988
7953	9219	12899	9131	1981	6338	7755	14163	13470	8899	3312	5634	4559	6262	2897	3273	1961	13062	9774	10060	3967
8898	9898	6732	2192	3090	10179	8010	2363	3361	6854	14007	11898	10971	13501	4235	1909	12091	1105	8344	1763	11914
4524	8908	3352	5932	9667	1888	5078	11907	8207	11399	3238	9580	8927	7042	165	4382	9893	482	12649	9123	10858
1691	1518	1829	500	6223	358	3898	12119	10086	6122	3717	7656	13780	11214	7339	10320	13732	13851	8377	339	13502
9575	4255	4641	12683	1643	12195	3461	2302	1318	12744	7736	11459	2644	10391	5664	10489	2943	6475	481	10874	874
14320	13291	4592	9827	249	8064	10855	10955	2578	2065	10140	13190	6207	14193	11408	160	1294	1265	1415	11698	11054
165	1992	9788	2665	3053	7935	1824	8159	2012	10167	11875	8136	12004	7492	961	5708	1265	5540	204	10064	6362
3420	13221	14078	2906	4375	12430	2711	5263	5245	11459	10089	8743	10802	12607	7941	1108	3974	10119	13178	11508	8067
12575	10425	9015	7399	2298	3411	3835	1749	10344	142	1269	5833	12082	7335	1487	2635	5716	13901	3746	3142	6267
2231	7485	2321	8423	7267	4016	12979	6887	2816	3560	9349	10304	2942	6039	13325	5118	12646	9520	1969	7052	5607
10730	11725	7998	10815	2093	8083	6935	10235	7389	13279	3673	3634	5210	11903	9676	9600	2842	8912	8344	7264	12066
10145	10177	2710	2793	9545	1090	12105	10701	13906	11017	2922	13611	13785	8894	870	11491	3693	1226	5456	3749	12952
10274	689	1317	6566	8432	633	14035	9034	13360	12931	3676	1394	12457	3635	10085	11359	815	11860	6824	11942	11184
9780	13703	11546	7295	7601	8922	11370	2322	620	9981	2338	9183	4690	977	7927	7408	3949	2731	3167	4925	9188
6679	4936	11028	1758	4862	1296	1143	1420	1747	11182	10938	13366	1895	4602	5677	11703	9124	6459	6358	3409	2631
10917	8573	7125	14133	7941	14310	5709	10689	5438	12640	2777	14345	3830	6550	790	11701	8946	12263	13140	11954	11838
1671	8092	1961	6649	12693	12266	852	11400	5363	5435	3195	5447	2063	617	10405	7207	5179	691	8366	7037	12665
7436	3499	5732	1516	11962	9736	12218	6258	136	12807	13183	5825	6570	2844	5504	11726	323	13569	2996	9864	7758
1774	3147	13474	7917	1605	5875	1797	12827	6792	9870	10112	5522	1874	11211	462	13437	11655	9933	9364	13462	11141
8359	12152	10632	2488	693	4204	13427	3697	40	8478	1713	14173	12959	7255	8071	4109	322	7063	484	2294	2604
1953	9082	2018	2612	11967	12714	5148	14039	1803	11352	8333	10165	1364	3833	8655	6888	8589	10046	9690	10814	397
12311	12028	7146	11668	10311	10978	10660	11307	11593	12679	10235	3068	4583	13422	12085	8773	13274	7465	11266	10528	10755
5204	7090	318	1862	9952	8961	3195	7671	366	233	11036	6555	7460	8593	12982	2798	4417	9617	13223	2313	1352
10562	12373	13764	7076	9283	10416	7929	13196	13341	13205	12882	9987	1201	14286	12898	2014	7083	3327	1327	11037	1555
6682	13410	6108	13399	5765	4533	6468	7877	1270	7263	11928	6920	14097	10548	8251	8923	13111	2559	9305	2307	9367
9651	12069	3801	8371	360	9664	1926	1478	5379	9988	643	12473	4562	13018	3040	9048	5147	13314	12237	4263	8616
7640	9385	5816	4927	10987	4	5616	11416	3440	11514	10244	4309	4073	12247	11907	778	4303	7801	2905	8597	5061
3705	2647	3605	2294	8849	2988	1641	13463	6726	13589	12844	6515	8682	12113	6016	2928	13165	5722	1570	4438	8101
401	1690	10818	4790	13352	8600	11227	13644	3379	910	3268	2052	2282	144	8566	2082	2998	3045	7913	4663	1487
5387	2497	8338	12531	6300	2812	4015	6886	6913	7621	12123	3875	7248	7920	8658	5173	3027	705	5711	14348	4740
2584	7928	3501	5411	246	13149	6523	13032	11060	10454	4224	4977	2588	1982	7863	11724	6153	1937	7841	12260	3425
12096	3375	11991	4594	11412	4491	223	8460	12722	7689	5278	9923	6284	11815	10573	8260	2620	9306	9748	561	5630
10786	5142	8970	5509	11200	12499	11618	4055	7503	7282	6123	11054	13007	13434	10335	1192	592	4362	13077	8184	9597
9697	1953	4411	1519	11267	5004	13117	8184	4610	8355	11224	14315	10874	7012	9277	3507	9816	12030	11912	13312	7849
8183	9475	12156	3944	7444	789	1833	14315	13709	6080	5487	13344	4963	6224	9636	11386	14187	14336	699	12011	7391
8359	13084	11422	4904	8032	6214	11255	9052	13500	4595	5527	4873	2304	1990	10341	5717	14047	9987	12344	11433	8401
10361	13482	5221	10391	6357	10793	4000	9115	9700	1649	13921	8358	6689	5554	1170	12041	11361	12139	6667	11384	386
6342	5510	12539	11760	8426	7802	561	14045	5779	6607	1322	4841	7729	4994	735	574	13545	10268	4886	9321	3070
13014	6167	5031	12159	4234	5952	10341	360	6244	11821	13233	10735	10325	9756	9841	2748	7179	10901	1458	14098	11260
6735	2764	10714	8812	7381	10376	8584	4762	2118	6699	11683	12539	12040	11325	336	1842	8923	9837	859	12688	12748
2259	11744	10123	5364	7651	9576	8970	1770	7476	14345	5956	702	7935	7666	6882	4206	8639	8352	2367	10419	2972
4374	4623	11772	9563	97	7778	13385	4523	5447	6180	12688	8466	5142	6911	10509	1384	13009	12885	2406	1922	13315
11763	10250	14114	12697	8392	11974	2555	8300	2121	5780	8443	9761	8278	11923	11332	13561	13456	7203	12092	1701	6272
3823	8279	12040	5527	8858	10958	10771	610	4764	2083	8145	13637	5393	1736	1134	10226	13378	2810	10504	3303	1837
11611	13814	3092	1556	8224	12094	10724	3651	11870	12277	10674	1948	8070	12951	14358	3941	1624	4657	9908	7971	852
5407	14178	8849	8492	5051	11806	13296	8875	6255	2110	4352	13207	1889	5378	1886	12442	12225	2281	12096	8156	1038
2156	14199	5944	6702	7286	7185	4978	2332	10813	5212	2816	487	13335	9368	8760	256	5860	13559	2057	4264	7202
8353	7073	8368	2105	12462	3455	12008	13484	9025	10452	2460	8744	12192	6119	11253	1625	5186	6572	2212	8496	4760
9004	7778	4087	781	7023	7120	4378	669	2148	5059	534	10314	4072	12370	12502	4767	11898	969	7391	7920	12922
11064	10952	2469	13387	7633	13106	7490	10878	6151	3250	11675	14191	3088	12471	10845	4230	13540	6743	7925	14175	12249
12620	11455	13047	7889	3443	428	9372	7544	10749	3869	2965	5513	12603	4126	6274	3854	13599	9321	10438	13618	13571
13173	1738	4988	14256	542	1941	8271	12761	4228	12695	2285	3273	14026	13612	590	5869	14262	3438	5425	2486	1066
11168	11076	4412	8021	4792	12433	10446	2571	11431	2573	880	9965	13407	6011	11834	1497	12352	9677	7093	6206	13306
3971	14149	11789	11166	14330	2691	3725	13927	13941	2254	2714	9282	3677	11591	8293	5099	759	2221	7639	9538	8416
8375	3613	14173	949	3246	4347	6825	849	690	12659	6372	8563	6267	6788	3976	13442	5847	1932	13871	8330	4791
1096	3436	6571	11678	4142	4717	12157	8939	13642	527	10051	8541	7590	11736	4246	12246	1730	8536	7328	12436	3992
12369	3646	1408	8837	10806	5739	3704	12455	6825	5861	10300	3958	1893	10939	7882	11536	9658	11722	7716	11811	2349
10563	10631	3253	11442	9278	4341	254	10816	3501	2624	1760	10073	6426	3291	3282	12481	2456	13282	383	5098	8772
13694	1443	12970	10580	5961	82	6186	11460	10717	12469	11064	7133	2233	8873	10042	4047	8444	4126	8	3353	5479
13570	7459	12000	1094	6848	3716	13944	12875	3690	7671	721	3223	7078	8354	1248	13239	2629	13721	981	2614	11297
7209	2575	7811	3664	9464	1662	11149	8406	14369	10418	4489	14220	5617	14224	6476	11449	1759	8826	6072	12567	5487
5446	10912	2513	10141	11292	2409	5388	554	6193	10387	8789	1686	11499	2381	14011	8662	13783	13762	5899	12213	3944
1937	10265	13765	3522	2774	12296	1688	3666	6046	13375	3815	10489	13153	6228	11673	1941	10944	98	487	353	4521
11637	6116	3374	7520	10581	6577	538	2491	5027	7726	3815	10917	7244	5215	9655	12006	14246	8829	7179	13462	13426
3105	13189	8402	8914	2597	8058	4448	4405	6004	6914	9571	13027	2228	14164	736	14059	5042	3836	10094	7785	3274
7904	12	10850	10464	6362	8736	5584	14369	729	11246	9500	2866	7678	13170	2587	11363	2312	4833	10659	2525	3214
13056	7790	10926	2558	3973	6360	5025	5075	12533	9149	2020	9596	985	5198	11572	12145	5214	7398	12820	12654	8029
7828	13106	1904	3747	11577	3016	1242	3881	5314	1004	1739	675	6812	2643	5048	10952	14314	13255	13060	3101	7158
688	12372	2017	6150	1347	6602	9848	1622	13057	7116	6756	14053	724	12947	8182	1300	276	10039	1555	1765	3424
10880	13069	4026	10201	2331	6784	14288	13896	13943	6241	4608	4592	7591	8674	5646	373	9237	10540	6355	11970	3936
13981	5814	14096	9478	2289	11368	3848	1577	13845	3089	7166	10831	12234	7234	11870	271	9414	6227	12970	160	2096
14122	11119	12425	9426	10532	8831	10687	5402	12882	11331	4780	13158	12805	7684	7554	461	1577	4352	6337	5816	4551
8870	14093	5153	6946	3425	12204	4322	1023	11949	2411	4620	3565	1439	1227	6762	1691	6152	13234	13230	857	6914
9097	10791	3534	9371	5745	3401	7555	10858	33	14110	9073	8488	1389	4493	1913	8879	12233	9438	8796	8960	3764
2385	3367	11026	1520	4307	12684	8882	1486	12683	12421	1055	9790	9155	14332	3940	9538	2790	532	13678	6853	539
13015	6466	5847	545	3320	8505	1382	11835	3114	3742	5862	13539	552	11502	1867	13860	3216	3091	1568	1192	8929
9334	10744	14365	8870	2050	5666	7548	1689	9721	1803	8070	14284	7987	4687	2492	13251	4823	8821	8329	903	3857
11573	12658	9723	4258	11063	12562	11088	13343	10808	5232	2635	2867	1566	1918	189	14139	12027	10761	9573	1559	2345
3239	2496	6073	7596	5692	11493	5729	1136	13538	9959	8433	13027	13118	1856	6122	986	8852	1531	2323	7847	336
3141	6958	10523	12423	10505	5941	362	9074	12620	3214	3384	11240	8901	3885	12952	3106	8348	8709	9149	10744	1827
4318	12882	1672	10123	9152	1973	10599	9051	6545	1773	9627	4965	8208	8403	2540	13375	11206	646	5157	13788	10274
11456	11196	810	7267	4776	4895	9471	4706	1534	14109	3649	13910	10574	4840	8339	11664	10019	10417	3830	11010	8779
5479	7308	1767	14210	7565	11949	13514	808	9827	9487	6775	9854	7053	1410	12121	5052	4134	4431	817	11060	9589
12130	3200	10526	277	11485	2908	6249	10499	10154	5430	13172	7696	7415	5469	90	10024	742	10779	7688	5755	8585
4769	1134	12085	5356	7972	2104	2478	12555	6171	3467	6033	1167	13526	2563	8792	13582	13535	2573	1354	11275	3177
7593	10960	8080	787	14123	9480	2178	12859	8130	9365	11187	6315	4943	3380	9124	4391	1473	2862	10644	1229	7256
10415	13877	7485	12419	10534	4198	4190	14031	4180	7475	7008	5915	10299	6155	10836	4621	7369	12438	9392	3322	968
4543	5038	5878	2645	5630	7614	10168	1413	12169	2448	6867	11806	7312	14237	12236	959	741	8805	11924	9081	13185
9776	12016	2309	8650	5013	12191	13161	4935	564	1359	2565	13085	7982	12116	11357	5946	10973	5792	4416	973	4942
3744	12250	14102	1582	6579	10626	216	12124	6385	7463	2767	9949	14077	4762	11226	5495	4410	10271	4764	1161	2940
6283	10270	10796	2016	8127	290	1502	6420	11538	766	46	6675	12095	2547	8616	13878	8340	13175	237	8566	11000
4189	8987	833	13185	13851	2024	5103	9931	2317	7246	11279	3325	8376	8187	7714	1641	12219	11557	2504	8145	9621
11285	11526	10372	7218	10819	3920	6057	9708	9692	2939	10189	14050	8279	12447	7339	11947	9326	7087	14280	4352	5528
13361	8035	10695	7543	1348	4882	12709	5108	8129	3419	7525	2346	10316	9632	9765	9891	14363	1883	8476	9016	1825
3042	7818	7331	12120	3964	11374	10911	10020	7814	3199	10088	7893	13719	12755	9054	2330	2359	2137	202	13831	11633
12537	8731	11119	4864	10643	88	7068	14183	10958	7037	2155	11054	2665	11382	2414	1431	2944	14310	12488	5882	9784
5150	12269	2091	10140	6215	8159	8756	2600	5081	5227	6318	2876	7974	1142	7900	1240	8934	12289	11651	9625	1696
13111	13540	7182	14355	6186	7081	2786	11726	13738	13817	1702	10939	4984	6572	7753	6719	2880	1899	3253	1976	7645
9788	3203	6274	3506	3353	13311	965	9602	7629	12588	1053	11936	7342	1679	7842	11623	4304	10550	11886	8165	68
8498	2490	8696	3242	8525	1119	10825	13122	7177	673	14281	6932	397	10515	3608	6005	9341	3923	13582	13388	5839
9927	7614	12291	12136	6751	14008	5913	12381	13290	13442	10424	12777	5005	6994	4002	12160	6899	8769	8770	7018	9558
9961	8772	11485	8781	3282	6026	9898	8093	10709	3473	2878	10809	12489	6165	705	12616	8505	8343	1556	4306	12040
5146	11451	11915	7113	7291	3516	10810	768	2578	10212	6110	2396	8530	12284	2210	2606	13933	13818	2883	5756	2960
4554	2415	2657	125	6666	12657	12036	8127	10896	7566	7857	9652	8973	682	13810	10879	4511	8165	12101	6070	12184
3383	1867	6521	2685	771	8918	558	10236	11382	2202	3646	8520	507	3400	1812	10928	4206	6230	12708	8476	5595
3684	14021	10213	4149	8669	1670	12094	4984	12032	11125	3561	5588	7973	963	7922	7635	10785	13184	1611	8778	7573
6882	7045	7892	12713	11076	4603	14258	5788	13313	8988	3710	12118	9737	337	4536	3735	5996	14073	5130	13533	3509
4876	1398	6848	12941	7829	5462	6246	6031	10029	597	10584	4908	13899	8338	602	13950	12541	7041	4866	12556	14253
11979	8112	3961	13844	1438	14205	5912	10149	10428	12378	553	2288	10537	8907	13696	6812	3811	4556	4994	5031	7017
850	3838	3338	4264	12468	267	8943	8617	7554	4437	2971	11463	11414	12999	7748	10781	11780	8056	499	16	6999
4412	5341	13284	4986	5873	4717	4998	9283	12794	8400	8463	5776	5958	8145	10201	10677	421	9565	12982	13934	1680
5512	6760	11921	12607	2483	1949	9307	9008	11877	13533	13139	7759	8140	10849	7988	4408	4778	5509	2443	4787	4557
702	14198	11952	12620	2497	10915	8414	3982	10220	9382	14147	2536	7332	8664	11875	1983	1628	2303	10664	2394	4595
216	5080	11625	6966	13708	1292	4256	3588	13496	6304	3292	175	7095	13851	13256	5778	11907	3370	5116	8681	2141
11356	12014	13632	4158	2541	4496	6247	7854	12760	7454	7484	5232	10075	60	11476	13600	13542	5888	10409	3265	5660
11928	5525	4542	4026	12229	12980	13542	3009	662	11655	4253	12191	11793	11267	13549	6710	12508	4073	11125	2470	11034
1260	2673	3711	6088	604	3618	2616	341	5195	4126	7593	777	5580	8528	13976	7822	7685	2112	1340	964	14172
11343	6409	7505	2300	8835	4819	9752	3304	8685	12804	791	11209	11431	7499	6244	6886	3484	6531	9023	1633	7678
10488	13706	6773	9638	10929	11314	12288	7391	13928	220	5062	14211	1906	13159	11153	4756	5405	11317	1158	1970	763
8290	38	10001	6851	13427	5179	13683	14088	4684	10195	2691	1294	11868	9609	12985	12004	9877	6053	6698	4216	3615
8808	3894	6621	13902	5489	14035	81	11165	355	3878	4428	4604	12916	6024	5479	5165	2104	8002	3904	1040	2143
3072	1769	4473	160	13243	9500	10190	12674	155	3107	406	13583	9628	100	12112	998	3563	208	1714	11525	13421
8503	13859	13362	10036	7877	13953	1186	805	10838	13375	7809	707	236	9065	2693	6939	9386	2950	11530	9522	7696
2767	7296	7694	10106	7671	668	12584	1153	206	13992	11154	4019	9171	14019	11487	3028	2861	6809	3939	241	1849
12137	1740	1063	7873	10879	6419	763	2086	12119	2506	9420	4541	853	4176	2443	11787	8463	13032	4926	10540	10998
11661	12156	6381	10219	3525	5430	3391	13207	6665	2070	11124	7537	10721	6443	4642	5938	5785	6186	12629	13084	535
6260	4366	6017	14334	5466	2384	4114	14329	10674	3855	5486	3839	4602	323	9044	13640	2575	3237	1816	623	12747
5254	13523	14071	1018	3230	11081	4594	8387	12052	7118	404	1546	9103	279	10273	14120	1337	6418	7810	6640	8616
3048	1122	8893	10754	254	4442	6485	1047	8277	5860	10556	13102	2074	2785	3384	5952	7549	7449	12131	9318	13927
769	7623	1022	5632	12656	9112	10447	2166	5526	7505	10198	2219	6672	1185	9953	9394	9375	14258	203	11230	12813
6982	11284	12528	4806	13749	5285	1172	1890	7495	12419	11510	14056	3871	4977	6897	3973	5239	2604	6258	10502	7109
12718	4257	2818	8474	1206	12097	11141	12084	3424	11168	6992	6469	12442	9156	7498	5418	5228	6484	9183	8331	10943
5519	3362	1722	12033	14144	4049	11573	4393	7469	5704	11425	6560	8327	3084	4713	13529	10953	938	10542	9470	2705
5036	2926	12917	2531	6967	14245	241	202	5808	8576	1663	13252	1361	993	863	11119	5632	4018	11008	12183	9778
8602	10012	6028	3228	9404	12960	11846	10204	11270	10036	12418	12974	13123	395	737	3731	13936	821	7251	5204	10762
10809	9803	9443	14141	1030	10111	1166	12263	11909	12463	3529	11045	2526	5038	8428	7793	232	13555	8921	9739	12184
5770	4432	12263	6672	11405	4746	10510	13364	6494	10833	9292	11842	8079	10965	8494	2881	9201	1854	4282	4049	13335
11228	781	1218	1267	13654	4917	11983	6499	13719	4199	4626	9545	9187	7058	13410	3340	2649	2682	8231	13782	8786
4075	9057	10478	7161	2024	9787	4957	12942	1651	4728	9895	5039	5216	4935	5853	7177	3335	5497	10423	13382	883
12849	8988	3290	2707	2919	10826	13529	10682	12692	4694	6426	2563	2403	6562	8410	14239	9580	11514	3440	7047	2771
8894	2713	14159	6858	3121	5422	12118	4553	130	2853	9748	11139	2018	2595	6904	11812	3233	4504	8664	3368	8204
7665	1836	1097	1972	9620	10734	13603	5069	4869	4867	4156	13173	10391	11758	2651	8871	4777	9203	1921	1661	7343
13555	5857	12214	3863	11001	13171	4911	3733	4927	3775	6127	2903	3483	2547	12451	11089	6614	8897	8543	5682	3246
6399	6104	3869	5923	13726	5734	9925	1343	13516	270	9258	2684	10952	13373	10923	4621	4156	7001	546	4034	4652
13017	12975	2221	6663	12777	6916	1369	9335	12143	10083	13477	13748	11033	5226	5214	9780	1466	12794	1665	9172	10040
2691	3891	964	10282	8216	220	2697	12169	9529	4740	8818	2642	971	3179	10007	13306	11655	13694	11276	1480	12446
12486	13936	11295	10658	5261	9138	8867	10537	10984	13039	168	10927	6310	3965	6079	7776	8592	9190	5920	4508	6480
8395	13650	4283	1367	4996	10153	964	12914	9985	12131	10742	13850	13691	7065	12086	12217	13175	10473	7069	3208	12743
13736	10396	10527	7142	9943	11798	8523	13165	749	3958	5584	11890	2066	7554	13868	3000	6769	10951	12285	4659	14309
10109	7858	5023	7946	8188	4776	12599	5502	2145	12861	7398	5007	8922	6986	4657	5953	285	5917	2094	3894	2283
12345	13074	4542	1610	3780	9355	9661	3946	577	11503	1430	12337	2853	12557	9031	3906	4531	4555	6827	8837	7908
6400	3739	1100	8941	11425	5199	1929	367	4126	1853	3812	14348	1961	4690	10843	12792	6410	3430	10715	10915	7833
12834	9250	304	5003	12386	1108	4418	9654	5848	7956	6859	5711	8932	9084	2446	5589	5854	8776	1833	8520	10050
2160	10978	9549	7841	8086	13275	10842	607	13988	8461	2941	11825	12580	3733	130	2763	12679	1144	9857	3448	3990
8432	7857	1503	12999	8897	2393	2498	9846	4073	11598	12687	673	13267	10821	5463	3588	735	6107	8481	138	5935
2970	2281	5238	4342	10048	12290	10900	5736	11717	1756	6013	49	8072	5610	14081	12396	10196	1294	4238	3956	2078
12063	7094	2858	12807	12551	13372	3804	4857	11044	89	8410	7147	915	4633	9997	4911	5597	6185	14129	4216	8691
4995	8430	6369	8140	13805	1625	1016	10435	11363	2680	12550	6404	1925	12082	2728	6375	8806	3278	3219	9203	5067
5885	13427	12540	13360	4538	12128	9205	10334	13326	2011	4766	10521	7226	14190	5796	5745	6610	3027	2492	2280	9224
8560	1289	4707	805	9162	10580	13236	8223	2465	8018	6156	9676	13792	13837	759	10571	11229	7004	10338	12404	7047
9159	3161	280	12694	9426	10236	2998	3550	3064	5677	11174	5045	5615	11841	9148	725	11596	10994	1765	7376	4005
4631	10368	8776	14139	12752	5463	13459	11243	6082	8641	4155	1463	10478	5036	8217	4217	12166	6005	6388	11870	9825
2521	11704	240	9772	3164	10999	13258	5063	11489	524	560	2491	2446	5187	12812	9667	13258	10307	5522	399	1894
4853	813	16	9743	2342	3463	7868	11574	5367	5084	8477	6632	2069	10606	5833	11334	13795	8465	13824	11806	10186
11665	6562	5874	12705	6766	13350	6270	3309	13326	5303	8204	9289	12353	861	12906	12983	14271	10614	7314	8506	1010
5624	4327	9979	4037	11644	8872	4730	5164	10712	2801	11628	13109	12609	5172	6414	6772	4866	12541	2288	6425	12479
8712	12198	8303	6113	12322	10904	10786	13023	4684	10881	4863	240	5309	10171	4386	6822	12591	4363	10539	3658	13947
11224	8920	5411	11784	6499	8748	5099	12586	308	4403	4935	6064	10552	7297	3500	10889	1463	1503	13849	8817	1916
4087	14046	8272	13071	3287	1711	889	3840	11237	7920	12710	9126	4212	5975	2408	16	12515	3985	13175	12563	6332
10296	14088	10118	8413	10296	7218	14268	320	8205	13536	5746	8122	10930	12125	5758	14223	8735	12629	3430	2476	1246
13237	4278	1280	2171	570	11312	11160	8029	5551	4324	7818	5677	12248	5428	4791	13815	1685	6691	383	2879	3648
184	11545	13373	8296	716	14099	6619	1544	10390	5274	1855	8670	5650	4078	6172	4396	10832	7618	11101	413	640
12862	4312	13877	13855	12104	12272	1056	1688	8370	1290	11120	581	1318	11263	10697	5566	8667	9632	5004	3453	13448
1731	993	4861	3087	1048	11577	7191	10518	2363	5140	7383	9774	3639	11058	6527	14031	10821	8902	8354	9677	4023
9289	709	3520	3930	309	9182	3750	13225	4294	5774	2125	3732	12483	5145	11644	9183	1666	4433	9208	11397	9697
4190	4424	10545	11883	8805	11584	7554	6230	10267	6536	983	4907	2163	5338	10481	11198	6940	9628	6458	8432	12501
2286	10986	9105	1000	12509	2841	9686	7532	2797	9115	1636	14179	13079	4210	8597	7517	6393	2517	9020	11198	4218
5183	72	4703	1336	10073	5309	4655	2723	7406	12284	10766	9322	3259	11710	5349	8518	12718	8859	11095	7835	7327
7118	10000	4599	7863	8362	2596	11896	3855	11578	6484	4112	6148	8320	12264	9249	3763	1063	12109	2964	1414	4197
12750	530	3245	8628	4684	1223	1095	10139	13092	13821	1402	2428	11353	13592	4327	7621	5863	11283	7551	4280	1967
13903	9182	10013	7585	11698	1212	11834	1771	2876	11077	4818	14052	10280	6161	2790	4243	3480	13634	11130	13663	5953
8152	5795	926	1107	6835	1904	11962	5759	5577	6536	7128	141	973	188	7459	13026	7473	2386	502	631	470
3873	8261	5524	914	3567	4866	2290	1867	2654	9278	10454	6776	3349	13134	13387	3017	12334	3642	9508	12398	7439
10725	9154	7696	11432	7217	928	4081	9761	8471	9398	398	1651	2710	8505	11185	3306	8633	1519	7545	4014	6215
8929	6318	5632	11050	12582	12229	920	12012	8292	4337	9588	6401	12573	6440	4513	6895	4585	7402	398	1000	6174
9335	4061	1250	2195	6897	4904	13601	1576	8282	7149	4253	7832	13674	4367	8916	1166	11404	9277	7645	11779	10781
2240	5191	6184	10808	7583	8551	9522	12344	12974	2833	5884	6860	5032	1484	7581	12588	9240	1712	6215	10639	3585
7973	10027	9194	14213	2	12406	4438	11969	9128	12674	12058	12463	4308	8492	12962	8402	8194	3730	10658	3820	13368
6689	2925	153	743	8042	1570	10406	9316	3593	4823	13330	12743	7396	5224	12904	7328	10984	4288	4120	11334	1539
4512	6376	14278	11227	13678	478	2362	7874	13852	4252	14282	33	14082	10182	9431	12030	1786	7409	10890	13471	3575
32	4678	13414	6740	9451	13415	793	9328	2678	4886	291	2463	5147	9978	9835	8364	1286	12818	8086	8693	8561
11811	5455	12068	6063	7165	6717	5145	7800	5502	2896	13518	3264	7469	1639	1390	3846	7006	6096	920	6391	9364
8632	6782	6830	1566	13379	809	10008	12252	14227	7044	6463	9040	4840	13829	3441	2843	1522	10086	12587	6950	14299
7627	1661	10249	6267	4371	4134	8490	10166	1573	4970	10793	14096	11450	5959	10618	4289	10765	7453	6790	9400	9972
8197	5118	13929	158	12149	1781	12972	6265	12262	6651	3011	237	13150	3165	3633	5058	5055	8540	2738	7075	12414
6450	2333	9978	2905	6732	3485	10003	6787	5396	6735	10049	12798	7466	3385	10278	10023	3650	9578	9869	4590	8533
6516	5133	10684	8374	3981	6005	800	7755	12962	7236	3820	2068	8111	12534	10229	10501	295	8074	12379	12707	11359
5490	943	411	6666	5902	6048	13716	5424	10923	11710	13373	7209	5597	11723	13034	7460	13644	5879	5028	2475	4314
12022	8338	13015	3140	9668	7717	12841	2636	2384	3267	7948	4516	11835	1189	2254	6858	7348	13586	8580	2445	1920
9503	4210	6267	4994	14054	12913	12371	14297	6149	10019	7952	3531	13235	9530	2313	716	8002	575	3439	306	12635
10420	31	1664	8828	14324	10748	8091	530	5265	11719	8276	4885	178	13484	10686	12814	14026	5101	4949	2779	5003
10820	7618	8061	7891	1703	13604	1154	10730	14166	6612	5129	7706	4695	2541	11107	1826	7382	11984	9634	13486	9367
2534	12912	9119	14185	6724	9663	13529	2038	12533	12787	5575	80	2271	579	13662	1023	2624	10777	9851	6908	6821
3435	9988	12029	3773	8490	3437	11025	4157	14137	5831	4999	18	2000	8206	870	343	4757	5662	2017	6424	7486
10436	8717	970	3932	12046	2912	11721	6799	8543	6894	8439	2623	13892	12371	5353	9490	8662	7775	3064	4290	4095
510	6733	3197	9463	9317	6995	7709	13557	7557	11329	1394	7102	4628	10227	222	3253	12925	707	12505	3240	9856
7080	7047	2753	11703	2867	3096	1648	13014	13652	10708	13337	2070	51	11690	9397	3374	6092	8912	1112	3712	1911
13925	4406	11797	10016	243	13432	2447	11891	464	1299	5444	4798	726	8659	6202	6577	8594	2150	3318	3902	2256
13535	11273	9746	7805	10036	6321	65	9891	3873	13145	14004	11417	5206	9320	5520	7615	6537	5705	14362	6462	12460
13722	12498	14152	14272	10067	2498	10285	4088	11183	12089	13125	471	3952	6666	9007	3033	7201	3285	7343	4883	11339
9980	1645	13622	9644	7751	4669	1452	7107	5881	4449	2702	9517	2497	7988	11171	924	3166	11568	13431	1105	10514
11527	2069	421	8897	7354	2122	552	14026	4388	2245	11001	5113	13508	11274	457	4943	12910	8013	5926	9319	10168
7543	6619	3327	9144	10320	824	2762	5404	13439	13900	8569	11906	13013	13104	6306	12529	3900	9091	8011	10315	12496
1324	4649	13945	12645	13606	1288	5260	3254	1312	2430	10391	6134	7873	5848	1840	3253	3687	14309	13477	12891	7995
2201	3591	10857	10460	6050	5436	4802	14053	1069	10565	13280	8221	2606	9472	6413	1007	6526	3318	5790	7921	13151
12966	12994	9495	12574	6224	11735	11976	9200	34	11663	2818	5674	12669	13488	1910	9622	11028	9436	9530	5878	7535
11319	4470	13410	2578	6459	13331	1229	348	12907	6763	8531	10525	8279	4150	6014	5292	8590	7472	10359	1481	10180
1308	8517	376	5953	8970	9528	13636	4425	4075	8073	13955	4797	7019	6828	6447	9205	1668	11953	4704	8818	7068
10212	2122	12827	942	13421	1159	413	7926	6496	13191	12234	3728	9348	12897	12425	6010	12961	13995	10824	2341	3124
