0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
8439	81	10218	10543	12084	4294	13252	12084	11641	6187	1119	10579	827	7910	10368	6893	7281	11069	1743	739	9736	7273
4618	7816	8908	11786	10997	8155	4866	11503	6918	5004	9356	6591	2587	10450	4928	43	468	3681	3037	9334	1282	12766
2604	7352	6568	4953	4203	12139	11247	9393	4089	11686	2622	2932	1912	12013	1931	1915	3961	1678	13211	9455	9037	6688
11772	1168	1989	10689	9109	11393	7357	7600	12107	3598	183	2074	6395	12782	9033	7157	729	7453	6029	11520	10344	10537
9846	6041	12455	7548	7999	13155	2848	2789	10925	5868	10405	5251	2971	6461	2117	1383	10470	141	3847	436	6490	4570
5947	9175	7237	6244	12362	12445	247	3675	8150	3662	7353	4417	6506	6058	1529	6208	318	418	4130	6777	11634	8676
2132	8284	4618	13012	13107	2235	5079	2789	3829	2768	6476	5908	8864	12121	11826	11759	6586	8941	7608	2572	12295	836
7054	6608	2660	8709	4685	9769	5925	11671	3575	7654	10566	10208	34	1994	3365	9417	4437	8042	10916	3814	3431	2935
2926	3442	11874	9078	12583	5624	7969	4035	6004	6117	11666	11006	3359	4731	2872	5819	7965	592	12999	6432	8834	9525
1825	2065	9870	3756	11055	10525	5540	7467	7969	9403	4798	2807	3023	9363	6182	4505	3871	13339	6128	1142	11893	12975
11317	1173	10194	6849	3527	6815	7127	2404	9677	4680	7159	11690	5102	2078	8220	2604	8024	12582	11370	2129	3812	6716
7260	9676	3441	3079	10790	6874	5474	9116	6448	5293	8548	3907	1960	7075	2282	4741	8021	952	6361	12640	10145	954
6204	4135	12348	9186	2298	3774	7150	13230	2637	12191	9974	831	5378	61	2464	8174	2296	4157	10232	4019	10893	11666
11579	3470	5110	11117	12093	7288	5631	10787	1661	12998	4256	9241	9283	1557	11974	7324	11426	3286	3274	3570	10135	5160
95	7422	7390	417	819	4408	12656	5256	4559	11911	10976	2840	1571	12880	4368	2555	6656	10995	11341	7839	5131	1494
284	195	543	11796	10043	1099	2105	9115	6955	767	10231	5329	11727	9577	9609	4263	4709	11184	10477	6508	10557	6401
7891	4843	4310	9961	10757	8178	514	9871	12110	8411	7376	11962	8171	2621	3075	1450	13326	8496	13267	3448	8047	4898
12577	6327	1533	9100	9569	5419	1110	7221	2828	11281	2111	3369	5791	2746	3202	8448	10904	8851	2161	12253	2852	3397
7215	1171	7190	12223	11811	8505	9445	1119	5166	12633	8997	7312	2233	1936	4232	11591	3632	9151	5345	8334	12659	1865
2232	6691	1055	5186	2186	2163	7460	1350	4298	12644	9	10124	10310	3136	11117	4081	10387	2241	2329	6043	11506	12737
7694	7905	9810	9019	7066	4766	13085	4583	6647	10973	731	6784	5045	4431	6974	2978	7117	11068	12844	1247	5100	9842
6096	11236	8391	9511	1115	4010	10643	578	13317	11856	5296	7441	5084	3326	10203	11594	6700	6197	9738	7355	9205	11978
6043	3219	6701	7489	2809	2082	12104	11779	11196	279	7708	11602	3183	2847	8143	224	7045	4076	7278	9383	6092	3396
4509	8652	4229	10718	4897	5402	420	13048	11470	5962	6266	4553	7439	8548	12988	12645	2015	3942	562	5649	1490	2744
8725	9684	5358	8991	4495	1976	12099	3689	6512	4465	7734	239	11412	1782	4608	3201	1281	4927	2232	9569	10532	8602
6625	8973	4195	2044	1456	8050	8532	5244	8368	2826	10880	11909	8414	1601	1328	2789	8484	4603	4987	8101	10365	4386
9585	5660	4834	8843	8217	2096	7866	12306	2649	7314	5656	6064	10757	12604	7461	6016	8526	3384	1167	12453	7567	11981
10371	1750	5376	4709	7947	10343	6066	8489	8240	10332	428	4512	11119	3855	4752	2474	12462	3020	6186	9649	3308	6720
626	6680	11246	5049	2724	3671	3251	9464	9452	7851	7612	6621	10344	313	6867	10130	7938	4714	11116	9136	3177	7489
8879	13283	3665	4049	921	789	192	10246	6240	632	1956	6350	5165	839	7833	2869	8998	10002	9953	9972	7520	8779
1327	8245	1149	455	8419	5718	7869	3828	10052	1449	4846	11428	7595	8570	8831	13278	7071	11460	284	735	11259	10652
4536	13246	2748	10936	7885	2499	3678	5782	4976	977	10311	299	12743	3521	1086	1243	7587	336	12564	6787	7267	7925
12513	8103	4140	720	9315	10339	13239	3299	312	7144	1744	7993	8426	11225	9933	6831	11327	5793	3097	4403	1329	10202
1696	8242	8020	6088	11276	8821	12954	2151	9031	4567	10754	2157	4776	944	2786	5869	3401	6236	4829	9713	2282	13188
6944	5009	3580	7620	932	4969	12189	12052	10165	10568	9925	854	8531	8651	11012	12116	1315	6422	147	11042	13234	996
6515	11457	10318	6897	7137	5796	3375	1386	8438	5415	5068	9452	5516	7175	13243	4082	7726	12987	6298	1739	2417	9920
9691	7786	1087	7997	10487	1250	9888	11845	6211	11737	2494	10506	13094	6699	11969	5739	1365	5961	5545	12819	1466	12251
6854	8583	6640	4180	12094	8199	3338	11614	11515	6498	628	12153	10154	6128	2131	5641	6215	9041	12548	12656	8587	5451
3525	9403	7908	5068	1832	12029	9448	1484	4925	5093	10486	7534	1202	5870	5270	4440	1157	7439	5131	6239	5318	7839
2375	10695	9312	93	2754	3370	11131	9655	13080	7831	12256	8659	3025	1325	8683	8268	2737	13288	2445	7961	11838	8337
1536	2770	919	13300	9655	6694	9213	5281	11615	2329	11831	9432	9807	11109	1096	10677	1931	1536	4156	11883	1619	13118
12501	7189	256	8692	9899	5035	13063	6461	12810	845	10156	11169	699	8480	3746	11210	9667	5423	7719	5696	11789	7994
4696	2264	1871	10777	962	3005	8530	9745	1726	7579	4664	978	4008	1377	6846	10865	847	2530	5029	4865	4369	9316
5381	1423	4305	9618	7990	2543	1755	1703	11942	11417	9170	1685	5516	12143	2199	11657	6036	6492	1522	8966	12901	2158
11620	6522	750	2590	7025	4886	190	13173	4874	368	3917	3348	952	4726	9847	5176	10127	10972	2378	10038	2761	2913
1550	12539	7699	10626	9832	4470	1838	8471	653	2874	9667	3210	1480	9341	2653	1073	7192	7388	12226	10283	1799	3448
7155	9926	13185	10480	3667	5117	3580	9601	7532	287	699	11359	4680	3282	1791	3253	9136	3373	3786	10615	11788	5158
9352	7764	2321	2730	8760	5983	7524	6350	10674	6314	6586	569	4898	9283	1130	587	10352	6864	1060	3757	10167	8878
1172	8987	7905	1524	6778	821	408	9734	13271	9495	6055	10267	3017	848	8087	2755	11323	8180	11645	1575	2325	4757
10859	8347	1792	1582	5336	9558	8880	534	2202	8746	2810	13067	10528	7254	5509	890	11638	12429	11085	5524	9278	8250
8790	3261	6747	1493	4109	5262	8728	1307	276	11172	3776	1432	3272	970	9012	534	8906	2284	11009	9085	6294	6734
12914	1879	1360	12114	13217	1648	9134	1763	10817	11025	6970	11904	1797	1221	12699	9710	4707	10269	4965	6197	8540	7876
12558	4658	5898	2885	6878	8923	12656	12806	4585	2544	5538	12285	8308	10672	2539	4384	3143	10023	3099	8779	178	8264
8717	11152	10546	466	10749	5165	7751	1470	9493	3710	2470	6420	12829	5790	8762	12227	8710	2067	5530	3652	9932	7217
5373	5928	6175	12821	8912	1336	3681	9071	11110	5208	893	6501	10605	7623	7513	122	8846	8203	632	2309	4938	6079
3781	12077	8844	1671	11827	10095	12823	12513	3224	4122	8721	326	1837	11367	9694	9950	10822	4306	6535	8778	9490	9173
11374	2603	4933	7502	12574	4284	10576	6998	9407	12373	3953	11106	8656	3972	10614	3334	7652	1786	6388	1847	7428	5382
7502	2516	1926	7674	144	1954	986	3620	3253	6757	2246	5845	11652	12681	7631	12951	3508	10334	4362	1650	10940	11602
9789	5468	12131	6716	6893	8629	7995	2566	8527	13256	7036	5166	8999	9212	12640	5851	4243	3938	3901	5341	671	5324
3237	3779	3398	5188	13105	6582	9614	9120	12152	3291	1841	11503	7147	6721	1029	3071	9598	11167	4324	11730	5671	4930
1105	95	9579	10489	12316	12048	11576	12496	3566	4377	6092	7326	1809	4791	11958	13166	7504	3806	8850	8726	337	10585
10257	4450	10159	3601	12281	8814	9253	2672	1493	6242	3943	8891	6089	5849	8286	12227	12136	5761	6552	10452	5118	917
4400	1894	8268	9511	3941	2414	1614	12086	8690	4727	8704	6968	10411	8833	10279	7097	2034	2165	3316	6190	3859	6678
7975	5260	9621	4937	580	6299	10867	764	5830	4513	5732	2162	9562	6332	3631	1688	7748	11551	11757	10145	5010	566
4811	788	7659	7543	739	4446	897	10590	12610	6453	4379	5784	10267	7268	10806	4202	5231	3640	6508	11230	1447	7519
4173	6431	8345	3048	3554	2509	10109	11884	3206	6069	9329	5516	4202	72	3185	12555	1880	5904	12654	6973	5898	5449
7443	9925	2592	7405	10408	1603	6996	1223	10977	10342	13261	80	10672	11660	7622	4232	11890	6658	10450	2827	2352	4895
8164	3455	6469	6770	4669	8101	7775	7310	3642	4651	2908	13044	1041	6891	7627	12113	10453	7008	9843	6775	5540	1096
7908	9891	11637	7328	3340	4827	3083	4915	8026	11575	11665	7466	9406	801	767	13120	3698	12592	3145	5456	5578	7741
12181	6247	3867	10504	3901	10902	11926	13148	7062	7992	756	12777	11486	10824	11392	10054	8660	11950	3916	3208	393	4728
3988	11227	8342	2110	9588	3978	2541	401	3916	3912	12349	7336	8570	9211	6508	12327	13075	6590	4151	6608	9684	6221
4514	3643	4656	9328	7027	8138	9155	2790	3039	11588	6298	139	11905	12710	1983	8959	8317	7892	10753	3639	7527	9200
11529	829	4374	7555	6360	4588	8464	8176	11390	7523	10897	4686	11480	4261	3958	12443	3079	3220	11456	395	2568	379
358	4545	2562	4503	1200	12283	1252	189	9990	10217	43	7341	11125	11087	8806	12796	1587	10604	1261	10433	8955	7016
6218	12861	11443	2563	9745	13168	10966	12112	7943	3898	8767	5364	7056	13094	12129	10276	3009	10245	544	12976	873	7283
9316	8946	10913	9160	8676	3748	9056	1292	6446	3778	10638	466	6647	6639	3998	11226	7111	8728	8835	11319	7884	2733
7578	3070	12218	4364	12644	5964	9995	10916	8760	444	10420	6606	10235	5379	1102	11550	8357	6834	1609	1388	8678	11387
12060	11457	6383	9937	9069	4892	5322	5589	10387	6375	6306	10954	7593	4693	7057	12246	7614	3315	624	3202	6828	9078
1464	4095	8388	2009	202	2439	876	10271	9947	6875	5452	9008	10264	13006	5178	9451	11070	13013	1881	5428	1524	6470
13285	13137	7145	9644	4096	6292	4077	6474	7627	326	4174	6943	10130	6037	84	11394	4240	7890	10409	10021	11542	4211
12717	8863	2700	9718	1296	2311	479	4372	12319	4153	5427	816	13322	7629	4437	6789	5987	8385	6434	6863	4130	2939
1622	8520	1255	5003	13021	4021	1472	538	4	5077	17	7244	5762	25	12534	6170	7321	2110	12473	6	13292	1320
13062	2768	3490	3192	3303	10856	715	1706	6030	869	12417	4976	1675	3379	5405	10866	973	5858	1981	11959	3414	5208
6459	8738	1053	13051	7249	4729	3113	4	6559	5368	10677	1430	10259	10087	11827	11494	3335	12280	12658	881	6607	10798
7423	9089	3206	3799	11774	1030	3487	11371	6840	6232	11503	6101	7305	4830	3562	3423	6069	8277	4268	1700	1828	1761
12193	5946	7760	13238	383	7568	11058	8477	7707	9977	10096	1049	9363	8357	1778	2528	6751	12974	4997	4564	11235	4387
5471	3114	3552	9204	8368	7739	3653	11571	7989	2488	1164	1250	11847	5452	11186	1940	763	13016	8126	12302	6219	7017
2455	9426	6885	2807	4497	2149	384	12233	7646	9372	11336	5495	11511	8223	493	11862	5339	10814	5883	6053	7327	7433
11994	11179	438	3792	6296	6152	8297	9058	8111	8859	6997	12858	8884	1382	11595	3391	8045	3436	4193	2472	13313	5023
4809	7063	378	2055	1133	12648	11649	11228	10971	3864	11651	11682	8094	11939	7175	9166	4377	10475	9833	11009	5565	2018
7900	5459	10317	3730	3786	1012	10828	622	2744	1510	1793	10488	4737	9339	6991	12258	5130	1039	9573	8819	1851	12019
11904	9222	4650	3185	5256	8020	4553	2403	12222	5332	524	7454	4176	12213	6745	12991	13255	4324	9473	3733	303	4989
5912	4521	9508	12694	8990	10202	5976	13224	8376	7436	3640	2495	665	6473	260	9294	3058	7823	9338	4471	12049	5862
9827	1288	10867	10035	5672	5470	11027	3542	5343	11745	3845	4530	1802	10188	13126	8450	12064	2618	6056	9696	3588	2796
1187	12335	6883	1144	11812	7739	4822	8508	4531	11940	3444	12823	7336	457	6632	4466	5745	1869	2749	8653	5315	7979
933	7129	12737	12400	5696	4057	6886	11286	3083	5090	6729	3177	1673	12422	7805	9841	10298	10714	3439	6917	8563	8409
5249	9190	2934	1385	11406	6229	2547	3342	6645	11042	7454	2949	13211	9450	6752	11416	6946	1150	9380	5228	8282	8708
12354	1228	2051	2453	13167	9743	12537	4802	4777	204	9350	7168	6756	2138	7232	2205	11658	5185	2166	13269	4657	258
12722	9633	3933	1388	2489	9751	1548	9637	5718	10633	12303	5324	1968	1089	11507	7750	572	50	3588	4184	12211	11508
4569	7614	6705	1944	4173	10665	5354	7909	6990	6210	9824	872	12538	6989	2975	5375	4526	7797	8335	9936	2586	11751
5741	4553	6103	10357	2077	13172	1298	2420	7795	6738	10012	7433	7099	5933	6487	1606	12197	5777	9719	10	1791	5711
6065	689	1738	2716	3476	656	3396	4551	8760	6253	4215	11222	8819	7901	5055	8383	6079	6047	485	7930	8864	6200
9333	7071	9316	1406	8065	5937	5515	11629	4263	5072	11124	3697	11716	445	6727	5039	10454	6566	12982	3309	9599	9732
6442	7344	5341	4501	10159	7424	4678	4506	9821	7582	10931	11477	2329	4980	8497	7320	6494	1544	4611	6305	9866	985
3439	8234	8870	536	705	7037	1282	9245	3133	6381	789	9788	2419	10428	3393	1224	12761	9132	11849	2291	12294	11177
11208	13089	5600	7278	11640	3558	10140	4721	6246	6202	4547	13047	10175	2683	7451	5079	2766	11890	13306	5324	9770	6059
8151	12113	10136	12181	12355	681	4481	11846	9490	7255	5437	1991	4928	4825	12166	3471	8007	534	7062	10367	6220	11919
4112	13076	4029	295	12130	9722	13303	8838	2874	11211	8354	13023	2763	2097	1826	6271	11951	5889	9485	1258	3164	12363
7330	1331	11013	2907	9501	13339	3878	7602	6312	9964	6210	11460	12460	2514	7886	3911	13182	36	6858	6038	1567	2930
10025	10162	3050	4951	7270	11199	7903	9241	182	9406	5341	9167	4927	12882	3850	9007	13154	2683	4108	11330	6678	12190
3019	7495	12401	9708	12310	8134	5764	12534	8249	6628	8135	7810	12530	7760	6480	355	7981	4378	10672	12793	6433	5373
9064	9626	1861	8847	12217	3735	3132	11493	3959	9018	13213	4402	8377	5561	5554	8566	1245	8201	1486	12462	10792	9657
1273	13023	10792	4640	9740	7179	6996	5330	3522	10524	3068	11614	7973	10141	5915	1048	8734	7342	10091	3555	4504	4301
9071	8713	4321	601	4392	11581	11669	2469	11909	4506	5388	10165	3070	1575	12835	11270	12320	11790	10160	5275	10568	12335
2567	9812	7801	2913	8111	2132	301	102	1007	5896	8974	9041	9731	3437	4621	3791	4399	4798	2441	4647	10256	12255
2438	8274	6725	3008	7610	11751	9987	4191	8680	9778	8929	12805	9067	4900	1297	4034	3603	1729	3304	12244	8447	6288
11818	2807	2185	100	11375	9566	2831	7682	1501	4522	9363	6709	10974	9893	6967	7975	8247	2844	13045	5162	898	426
3120	8162	8587	7992	11785	247	6934	3276	3167	6060	4794	4565	955	11018	11005	11779	10815	11394	512	3553	11586	13279
485	1564	7143	6143	11259	6112	7203	3623	8844	9592	3221	12357	12796	1983	2830	6588	2957	11776	12562	7032	11498	4563
9412	8029	9507	12713	9740	13289	10248	6827	1842	7792	10734	2663	2478	6788	13309	7089	6735	13076	11610	238	682	4691
12743	3902	9511	7733	5189	1564	5832	7753	11480	6678	2267	144	6367	8018	3181	4828	9699	5388	12854	11996	7652	9350
9134	10870	8356	3399	11159	7803	9734	11253	139	547	753	4098	5689	5536	10180	7227	8592	10702	11175	5317	4558	11560
12441	13069	2353	5575	9070	11885	112	4995	3289	3464	13271	8377	1417	8121	9446	9479	4817	6800	5737	7250	12362	4302
7763	1609	5650	11259	10957	8284	10575	3413	4845	1873	7939	10998	877	4326	8424	12597	2949	5417	11600	5714	13053	8014
8072	12155	6273	2190	9652	6815	99	12682	3710	7397	9438	2230	752	12374	11922	6224	4061	7444	8106	654	3328	9240
2151	2672	6466	9745	9391	2927	8557	2937	6191	619	2328	2107	12571	1012	6382	11389	13228	148	4100	9751	8505	7379
12913	943	2435	8332	7313	10431	2423	8	12930	4018	7288	9069	7710	1640	7141	7819	9774	6307	333	4576	6576	6552
13175	10280	7791	2006	6236	7501	8596	1085	12907	13011	5182	6949	4420	861	11722	10190	11386	5709	5114	12859	6336	4573
12862	4930	10755	4341	4143	1040	9227	12105	10072	1106	4519	8165	6870	6525	379	972	10644	46	5894	1307	10602	10311
9113	4937	9638	5338	84	11435	6907	10632	9028	1702	8906	10248	10947	4784	8885	1366	10674	6982	11634	5282	3936	1457
4729	4149	8286	8370	3272	8705	3364	11885	11080	4965	6025	4431	5561	3466	3593	10153	8932	7176	3935	4176	10857	8957
13331	7817	252	960	5919	5688	6363	7865	11697	1433	8883	3789	5524	2994	3995	2534	373	10310	9830	1272	6191	1169
4514	6320	11366	6677	6175	11613	1785	9400	7945	13227	9326	10822	3987	10819	8075	9875	5039	7978	3040	3185	3807	10558
5862	3085	10446	610	7945	327	9727	4535	7057	11066	1270	11115	2168	10705	2924	297	12382	6330	13109	3083	9578	2494
4736	12654	5081	9810	3061	11796	12047	9787	5365	6681	4097	9820	10353	329	5589	8676	4559	10296	4711	6921	3526	5342
11928	12501	676	6402	4502	6755	4581	2312	3711	11380	4994	79	149	8717	7616	8458	8062	11698	12404	8733	2671	2702
4596	7188	834	847	5522	9822	10187	3783	7553	3408	11252	12412	11750	3193	6715	3112	4666	12566	6460	3239	9617	251
11354	2971	6701	5816	4601	1597	8876	2670	6391	5879	3071	11901	2984	10653	5176	2644	6305	1310	8885	1606	10166	11654
7898	4083	8668	2992	5050	4926	5204	8945	4250	5297	5586	4903	4687	4683	5150	9111	9200	11721	2021	9641	7713	11786
12610	5880	9526	7274	7016	8178	5087	121	7933	7148	6564	12812	9101	9598	1589	6342	7647	4060	13240	5459	11047	9670
2320	2466	11216	1551	1713	3315	12705	9599	4737	13013	5930	3374	10250	12479	1836	7552	9231	892	7400	9504	6745	2968
7444	5966	11780	469	5038	10604	7734	7707	9723	1626	1722	11291	6646	8583	3776	11546	12831	470	9109	3653	11699	6818
3028	8433	1414	481	3563	5050	6785	7847	5455	7660	1871	953	12075	2560	12263	3331	1085	11786	1291	9295	10137	11143
7791	490	6446	7983	9836	8882	10429	6942	3958	6606	4490	6387	8829	11997	4307	9908	6026	3879	13231	5043	6915	10772
11729	2955	9287	5362	11669	3709	1274	121	4919	11560	4494	6432	6417	2395	7276	1219	11138	8239	11378	10145	8888	4017
5389	7163	10042	2573	7247	1688	1506	9855	3251	1539	9387	6627	3704	2291	11204	10802	6108	5406	8406	7264	9454	12182
11030	671	5851	573	267	11909	96	3449	3534	10735	9841	1635	5070	6146	12099	8127	1045	8350	2551	8419	885	12120
8181	739	4601	8055	8962	8817	3446	4877	5062	10768	6209	646	829	7503	4439	4757	10931	3951	2437	10822	2776	1741
1134	4618	2515	7754	1198	11166	4112	3993	4479	11736	9388	1943	7630	11881	6765	10745	5450	2705	1741	7595	2308	3464
223	9379	4781	6207	12618	12689	1262	5713	9100	6165	10335	10085	11826	4569	9793	5580	4941	6083	11388	2689	3225	6977
9118	9935	4174	8416	12272	2776	5431	4031	6782	6819	8661	6562	2568	1200	7102	215	5917	5626	3601	7259	11311	3371
5814	13226	7879	6111	11954	2996	726	8200	9585	383	9607	9983	1997	2917	2856	13176	9022	10624	1009	3107	5398	6454
6011	8112	7707	4530	13312	12188	1759	6708	7512	3572	12164	6224	12504	10890	6728	5664	702	7068	1016	10263	8121	11006
5654	8103	6807	5554	3952	9236	7090	5422	13100	10438	5602	6914	13280	12188	8155	11715	6881	3186	9883	13219	577	10613
3233	6838	7375	5669	488	9652	8823	6962	11907	8523	4292	12471	803	6647	1710	2812	10725	3929	8203	3001	2322	2033
3644	2229	5115	1930	8484	9065	2340	12686	6148	10175	5875	9146	2013	4182	12792	10471	9027	3990	8614	5610	529	2397
4839	6540	8551	2422	13318	7808	10820	600	6329	10403	13192	2509	8054	10218	5859	3679	12838	8093	3612	8250	1170	6016
8929	4842	1074	2657	2691	10817	6134	5219	4891	9084	867	6989	2213	10471	11029	7382	4250	6437	8361	1197	8380	5028
348	5002	12097	540	10393	13281	11634	2452	7027	1600	1383	920	12938	11884	3894	11423	1122	8350	12777	1043	4976	6153
2435	2470	12657	11055	4504	12133	11326	6687	1324	3377	6375	4946	11882	7085	10336	965	3361	278	8324	740	9647	783
3862	9047	2457	5117	6628	13227	9648	9205	2862	12371	7986	1600	6884	4180	5619	8949	387	9117	3988	7361	11782	6700
4731	329	2327	10070	8071	12982	12062	9917	8888	9787	13029	1243	1958	5248	11704	5166	4860	1512	10823	12919	907	7077
1792	7453	12342	802	10634	10041	5522	7998	6621	8803	6359	2754	11739	3711	5105	7976	3381	9069	12726	10757	3046	9399
10790	6439	12363	1972	9756	4304	1673	10289	5484	2761	7283	3033	10659	4735	593	1589	8674	10195	9097	1863	4587	8756
1981	8841	10660	11232	3560	13273	4911	12043	8999	5247	11063	11861	11578	810	10607	8770	8742	3	7404	8087	1541	7164
1318	1869	5477	12384	946	3793	8254	12291	11941	12139	9001	6762	4467	6167	6623	7382	13205	11390	3607	6886	10854	7789
2630	4153	9861	12407	11610	7874	11259	10134	12308	2293	9006	6383	12705	3577	2599	12168	12519	5621	9515	5653	1957	4138
8656	8583	8105	9858	2123	10474	66	11422	6231	9474	6330	4255	7536	111	9224	10199	523	3678	758	11288	6090	1028
9985	2893	10076	10242	8638	4232	8999	8293	7423	4162	11082	1695	12950	3479	1137	11960	2797	4738	303	12556	6632	6627
1869	1056	8720	3239	1833	4622	5533	6482	220	5921	8565	11976	4492	12555	4103	11459	7548	4222	1723	275	11000	10924
5720	12695	5601	89	1034	5517	11312	868	2388	5948	12212	9802	11780	5974	8723	12399	11983	6111	5725	10170	9160	1063
5835	12311	9398	2800	6316	11937	8157	10612	4771	6792	11739	2738	6865	11833	7645	2413	11603	4601	5662	4502	5903	12409
859	9698	1369	13178	4848	1802	2651	5788	3818	8811	5851	8957	3384	6191	5326	8999	11719	11898	7458	5068	11442	11424
10712	6134	10745	9737	9174	455	25	8347	13257	13116	940	10435	2218	9781	6994	8329	12409	8351	12428	10416	11815	10773
6226	6270	8980	1295	6850	10191	8064	9496	162	2288	3273	8906	4312	1566	4953	2135	2528	8349	9444	7195	11584	6264
7000	4641	1785	6056	5397	8099	136	6766	155	12172	7202	8040	4440	1151	7879	10118	8267	6740	4026	12501	13052	6470
1372	3744	13202	12981	10933	4363	2149	5482	10842	121	11004	12503	196	1084	12250	3474	1580	1897	2384	10910	4732	537
8846	5351	1170	13200	7094	1824	6097	3648	4882	10389	6453	6999	8214	12597	3704	11716	10852	214	8171	315	5059	9808
10675	4522	848	11764	11909	4975	7072	11940	9654	5404	10174	300	5356	6413	5503	10242	7535	2743	869	10257	5261	8924
10531	13267	10892	9019	8438	3900	4053	8606	2249	5181	11539	8400	5927	5021	6185	4158	3100	5105	7146	12379	13100	4769
8984	4059	1509	5961	4670	9604	2417	4578	4883	2522	6637	11168	11207	10985	8820	4223	308	2859	12566	8862	6991	5041
535	8025	5960	339	1452	6526	7639	7817	3128	536	7172	5515	9593	2907	12723	13091	3494	3252	6544	5548	7868	8914
7699	13088	3999	9574	9961	6598	5308	5688	7162	4027	5012	3615	2244	3944	11181	6225	7492	958	7456	4854	1446	5485
12866	12640	903	641	13320	1956	9055	9912	224	12149	1993	4654	3557	6757	3315	9943	3825	8150	7336	9472	3604	1699
6085	226	10636	1225	7909	2953	1747	7537	5424	3459	2920	4485	8284	4657	4550	4475	7481	6237	3168	12293	3874	653
12281	6393	10444	8628	1290	10940	12256	10295	1063	8701	2572	7437	9235	11602	929	10233	1623	12970	2238	11787	7975	13104
8095	1216	9547	3769	7713	10664	2767	12486	11069	3885	2653	13297	5078	10819	10329	9839	7217	2520	11247	4639	3771	10733
9795	12936	4429	5798	4128	7018	7714	12431	8412	2942	4524	549	10434	22	5147	1366	1858	6267	12905	1634	10708	6334
3691	11587	6707	1371	1938	3740	9967	3652	10480	12463	7305	8089	12830	13152	12739	8210	1453	2250	10422	11307	8496	8509
12919	13145	5139	6440	11442	5643	5394	5305	11994	3360	3898	4429	4020	5522	13021	9076	7687	2261	11903	1805	8138	1096
5426	1880	5315	6936	3144	10125	6649	4473	12285	7261	355	3610	12599	3454	3426	11758	10658	7319	6613	9574	3737	4012
1869	835	8997	7501	300	4329	11927	9264	4366	4717	8347	5498	11552	683	7055	4649	2944	3343	11790	8927	8802	1346
2407	1917	1550	8504	2957	10700	7161	1600	11016	12205	11016	1898	7443	959	8650	477	9235	9075	5763	4063	7876	10506
322	11174	1586	12487	3503	2208	7389	12789	9724	12580	939	5377	4717	7316	9468	9656	9625	6715	6717	7374	7500	6222
2381	3860	5576	12114	443	965	9218	12659	4772	1706	12391	1283	3304	10594	12390	2510	2236	11070	4977	10083	4205	9104
9812	11688	703	3770	9903	3284	1145	4257	616	1552	10092	11698	2266	892	4883	13020	4967	11877	605	7546	4305	8223
4446	3193	6678	1042	11130	7338	9936	5141	9938	11600	5634	6378	9271	10312	7657	4932	3031	9806	4603	4881	1321	4321
5210	2916	10595	9584	3054	12274	7610	11089	7614	5391	6944	9420	7081	6423	8586	2754	6562	4942	8625	9381	1988	11915
7098	1547	6304	986	10966	3082	9100	10844	966	9092	7567	9835	12812	9319	435	5346	3676	6772	6686	8752	3701	6862
10269	12327	9130	12595	11611	4669	4146	1394	12148	8281	2160	10301	11428	8798	11278	96	12202	2360	1825	11252	8347	8110
1316	12417	12753	7418	4937	495	4359	1161	7724	1394	4291	3013	10239	7702	11792	7501	6192	1811	9100	11831	11905	1878
12523	2906	12808	9682	2061	8338	12699	10873	2921	11462	1607	9765	11927	3941	7126	10461	2416	7991	12605	2183	3113	211
5601	6670	11845	1400	9268	643	1626	13004	10298	5649	3830	13089	3162	12831	2774	8155	4860	12500	7252	6852	1545	7560
11183	12816	2010	3024	11890	4573	5108	7610	10763	7041	9593	12382	4469	261	5594	2437	3712	10040	10707	2591	13268	10126
1332	10161	1633	7170	2896	12946	39	976	11410	6189	4389	5005	8099	7204	12791	58	11287	428	2776	883	1041	8368
2959	7155	221	2545	7948	11779	4958	6795	340	7490	3425	2498	4818	4145	186	11443	10949	3328	583	8100	12583	6511
3640	4172	12400	12437	10459	6533	1671	3572	7124	6939	1690	404	11327	2308	883	7653	6916	4308	9668	9081	11958	10313
245	6642	12628	9142	501	11312	12964	10048	5416	917	11658	3716	11353	11956	4780	1201	10974	6283	9922	3203	9566	1425
6317	4052	5619	11601	11474	8081	11966	10018	11597	12065	3597	5813	10369	8000	1244	833	7044	835	6828	8743	374	2193
389	4204	10282	10211	11984	9320	10585	12041	12546	4433	12875	141	2984	2904	6170	557	1087	7540	1436	7462	6740	3529
12181	2591	1200	3445	8138	11956	6640	6866	3546	1077	8426	3464	12860	11200	3123	5713	9414	620	1285	843	4556	1106
11443	7710	10115	10203	11737	3173	8055	3572	9908	731	273	12774	3072	2041	1543	319	13017	8068	8345	9741	10052	4698
12913	10578	12689	5325	4598	3478	1895	11597	4589	12490	9997	2879	10808	11347	6564	2805	5956	3566	2299	3486	4474	10177
1053	1562	4924	2932	10477	10094	4774	11185	4379	10418	12638	6809	9113	8677	12214	388	7323	1808	9149	6818	12627	10686
13226	10262	11831	2986	3313	2120	10859	6337	7126	1587	9192	4796	10418	9744	5255	7465	9403	938	9405	10275	9588	10091
3574	5893	13034	6199	4789	4386	673	5110	11638	10575	3830	10990	12193	10224	7066	11243	2677	2500	11306	10104	3554	7652
