0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
10817	7195	14435	12429	10550	5022	18332	521	14970	14191	11452	613	455	2842	13829	14921	16592	3100	15909	17173	13718	16794	18013
19541	8117	15302	6109	11400	8305	4562	12446	8151	4942	11895	3911	10048	16761	684	7244	4596	2083	11897	49	13390	18215	16022
5098	12433	18282	11732	2340	5788	19445	1892	17636	3609	12306	12895	10830	10892	14738	8289	1416	4633	17937	6936	8547	16707	6319
7819	16729	15329	19195	16378	10485	19658	3917	15738	16784	9418	11959	18383	14606	16276	8448	13737	16369	18016	8992	10193	6806	16097
10183	8056	19279	3027	4192	6549	13373	11929	9611	3273	7051	10759	18983	17250	4719	19419	19224	11176	712	3552	18121	1356	13353
2536	19411	19428	14067	6070	1429	17819	13099	15513	13572	2179	8659	14347	15825	13232	17228	16993	15232	1453	18767	15340	14938	1349
7402	16110	14941	9617	18150	19575	5904	3934	6263	5970	8252	8609	15692	18890	3260	19568	11204	16478	5956	17684	12280	12252	11344
30	16093	15073	9015	14863	6213	17220	4069	4956	14587	3946	772	4668	12597	16335	2532	15857	7982	5765	10878	14995	11286	13647
14170	11852	2359	18802	11823	5110	759	11331	19032	10004	14082	15376	15376	13153	3062	2895	7122	17746	12655	5632	8082	13692	12318
498	5685	7343	15202	17891	832	13454	15483	2106	13286	16419	14986	14056	19009	13108	7779	1796	2372	12989	18951	9564	6072	16312
13483	14480	4567	14297	16644	8801	12107	10054	6743	1299	8203	10608	5270	15550	4753	71	18358	16998	14264	1248	6173	12588	7765
965	12094	8334	17581	6647	13861	379	5249	19395	4250	10216	8879	4064	16973	7536	19392	6710	11539	14550	7298	18532	16862	15877
2611	376	15716	12324	7096	15661	10411	16265	10273	9099	8262	18596	12485	9249	18890	9495	13693	5376	1399	6858	17507	14315	10169
1820	5705	6255	18347	5283	2050	10919	13600	12006	3144	13826	18449	16825	6334	15817	1241	10787	5461	18286	248	1234	4727	5475
12888	10114	5883	7311	17888	13765	12979	12129	10336	8441	4989	17838	10044	1313	2628	4307	5068	17665	5528	2172	17705	11749	15765
13666	6749	13396	2097	1207	14594	2139	16899	15311	12366	7303	2862	9779	14399	16013	6418	18787	3613	5063	6170	17551	19283	3935
17598	4012	17237	7363	6190	11387	940	6853	18754	8458	8768	5225	15649	17869	12113	6856	7470	15433	5589	14409	15294	9837	7191
4113	9281	12470	658	757	6842	17912	408	5742	597	1568	455	19471	12365	3943	3200	13460	12955	13161	15099	7906	1634	10514
6268	11198	7742	6504	12054	5046	3949	5667	17023	1587	14827	3020	14999	2380	18336	684	5730	11595	448	4194	5426	9442	8631
2418	13204	119	15870	17232	10844	15141	17043	15501	15637	6061	6603	645	15762	10651	15042	15142	11837	3168	14969	38	4696	11133
14936	4686	2328	10339	6935	2513	2929	5475	17250	15934	8273	19152	7132	18269	15430	18656	10216	12425	13494	13896	11595	13889	13426
2384	14140	12037	18979	989	16684	8618	4094	6171	15531	1228	9938	17260	10698	8954	11294	788	12224	737	12509	11833	5634	3729
17974	564	13405	8334	18659	4448	1328	18357	5984	15720	12176	1181	13605	14065	5760	19561	9117	4449	10298	3254	16310	15780	18239
15622	3026	13277	8239	123	9148	13422	146	2347	18449	16220	9148	6690	2350	10192	15576	2465	4591	4525	9622	8953	13745	16859
5834	8676	10926	18232	11586	7910	10374	10803	16546	10153	6401	10311	133	18804	2231	19240	10292	12616	8320	17999	675	3349	5390
14266	11787	11452	12844	2205	3797	17412	2745	16407	6339	11697	15565	13330	12525	15751	19299	11363	6090	7842	8939	5206	14389	10894
10908	6685	8788	2760	19437	13915	12705	2410	2296	10914	3152	9615	14099	11435	16964	8231	17115	14597	12190	3975	17706	17710	6524
1854	9651	15159	10974	12179	17657	16505	2420	6914	15962	5978	3729	15129	12036	7011	7115	13363	12667	6397	7473	4328	16438	11296
14604	5488	16989	2360	19060	18941	18824	3454	13552	13478	4568	5711	2759	4417	7446	13882	4232	16979	8437	5795	10848	10650	17007
1587	6152	1659	9644	6989	10624	8663	8797	6215	6214	12498	1844	19330	4324	3710	11780	794	17071	5027	7283	6268	1303	2063
12171	17316	7171	5239	1597	4001	11224	4319	4966	11322	13244	10725	6618	3375	12432	10635	16505	18723	17572	5221	11478	17988	9603
5468	19312	6752	9351	16580	12643	18882	6680	692	72	5663	8892	4870	7119	3540	12815	18991	11592	5706	4521	4044	1233	16654
8418	6945	2564	17442	6251	15356	7271	15605	6503	15560	9730	9078	1546	16661	11883	16059	19225	6465	13927	15429	5807	510	1576
18442	7516	13810	14291	6538	5273	15470	4893	16495	5398	15556	1353	18214	6773	14970	12570	9810	4603	8789	4789	603	6609	5118
1720	1006	9091	15072	15606	793	16032	12156	5686	9680	8356	9076	9506	5057	17373	7720	14040	16917	5171	8296	15680	10196	12080
10800	19629	13025	12991	9088	12686	6914	332	15126	9031	14726	17336	11057	12644	8485	19697	10148	6567	4138	6735	8515	15720	1179
14685	14607	7620	8322	4594	13916	12152	19414	15579	2043	9002	15439	13979	5728	10285	10724	8219	3035	7818	880	15739	14257	5788
17832	15019	1865	14367	8647	2213	947	15703	5240	1555	15342	8010	19011	13689	4703	16252	2722	13385	7236	14807	1132	13022	4009
1372	7278	17235	16472	17850	17122	13693	5505	5652	10617	18	5851	11128	11361	3044	2686	11963	9865	13029	12844	7837	7190	15400
5862	18947	8271	118	7215	17338	15211	12054	1268	10928	4115	10483	7557	5899	266	15538	12945	11231	17791	10821	12676	6635	15453
7581	3555	3450	6460	9470	8054	7712	688	16933	5832	1144	18681	13856	15103	13357	15413	6443	141	419	1735	14077	2861	2569
2836	10600	4356	15389	19621	1582	14688	2783	15221	9511	1234	6104	14633	16465	9795	571	9133	18374	1714	7479	6434	2145	17352
1387	11116	11405	17037	1733	15349	13059	14633	12889	5652	16168	8326	19065	16495	8564	7241	4894	5981	15245	3709	14040	12788	11968
17991	13072	10583	2162	9730	13590	1337	1268	381	17336	18896	5605	4223	2093	3077	18823	3908	2440	5404	12627	9360	14569	3965
13242	18105	16103	18350	849	8043	13872	8754	17052	13107	18379	17699	17188	6010	15366	7239	5088	17251	15863	12824	17559	8372	13562
12133	15014	1782	12089	7920	17953	14339	8755	10926	16372	17707	6193	2367	2547	633	2749	11913	19506	16262	17601	11475	18088	8521
17561	5152	7762	16988	8698	2696	18377	9896	2015	6167	1593	14408	15505	14731	12991	11087	752	16503	4954	2421	16839	11114	14968
16738	1763	15696	8379	5773	15209	4856	3572	4860	3615	3800	11713	17042	2785	11223	714	4562	7184	4404	748	13369	15132	10834
14047	6624	8211	9728	9072	4522	3001	3857	6708	10236	42	15935	15906	702	6756	17356	1612	12486	4234	4843	1337	5736	2819
561	18464	16729	3440	1639	6974	5247	7016	9512	9017	14006	5387	19425	18870	8168	14910	12481	6825	2865	15921	1224	17296	5679
16852	3944	16413	7516	13861	4209	1049	18641	8958	13218	15209	9530	15698	6904	5338	16845	9927	19074	1790	17508	19439	1840	16857
737	5047	3366	8994	8625	1431	6628	6309	7609	7831	17843	10593	7405	9025	15078	12326	6731	13426	1812	13253	414	11680	6004
17186	7342	11214	7836	12507	15129	19202	10884	6363	19216	15524	18217	10006	8481	17128	4717	6781	9711	14304	7349	1310	9708	12551
4707	15087	123	13970	318	6812	6094	13228	18256	15193	11094	3702	10748	19674	14111	9974	8387	834	6404	16046	7895	16726	12837
1424	6511	788	2055	17104	18951	12543	703	2766	8178	18037	18451	5475	14053	3336	5612	806	5334	14887	17689	15541	3581	9017
8529	2407	9478	6403	12577	2093	13022	15209	6647	678	2125	18233	4980	11457	3438	14328	7187	5914	18790	17074	18598	11037	5738
10945	15232	2930	9827	5842	19315	3158	19093	1447	1030	2812	12859	16474	4793	18722	1446	9816	10264	266	18874	15959	14072	14111
1474	7960	7352	4639	5090	5638	18634	12944	9659	10392	6032	17261	17997	9561	16532	1917	3335	5370	8409	17738	6086	6810	7355
17381	8121	3326	12318	10257	5489	491	7880	2519	14999	6249	1459	14122	3110	5808	12335	2580	4255	276	9759	16737	8955	9972
17183	11321	18415	12435	1790	5227	7763	13978	9542	11681	15136	4082	2971	13364	6883	8618	16118	2781	443	7242	9731	1927	4812
2426	6633	19606	18572	9519	19161	14716	13492	9024	9691	13830	7979	16631	2504	1668	1071	15906	2237	19172	7314	12431	5654	14751
18480	13269	1975	10240	9661	7746	7123	13416	5954	14291	7337	1037	12869	9091	7536	15341	3517	11686	12833	15984	3503	648	99
19009	12975	15365	4274	17822	18563	1565	9040	7779	14128	4729	16322	642	9822	2660	14713	5467	6960	10989	6212	6742	16261	14722
4824	6671	5623	16421	12399	16700	18360	11271	10383	9932	13855	11637	7976	7364	8128	4627	17003	11207	6203	10777	9633	17892	11562
13842	744	15148	12889	16837	18706	5971	18173	5749	19251	9678	12629	16147	17497	4775	11339	438	921	864	19343	3753	2673	17108
686	16201	6646	19026	1174	3985	3985	15619	6635	5247	18264	8070	436	2872	10313	9182	5458	11724	10486	3295	17385	1245	13264
10540	1094	16770	14280	3841	6279	12351	8680	6335	9838	17342	2443	7872	5656	5692	13982	1220	4225	2314	6081	5604	14422	8985
16938	6503	7678	6115	8481	9794	11698	4553	15184	11445	18319	16728	9462	788	6741	15637	6100	14993	12200	16494	18161	12047	13053
5156	111	6714	6066	9166	14030	6436	8342	4940	3572	7978	116	16033	9449	19551	6166	13020	17165	18027	7418	19637	10105	6704
1913	9363	10518	11958	2764	11180	10925	18182	13972	8002	1870	11429	18593	10788	16887	7373	8963	11015	11677	6536	15292	18001	136
16928	6528	13605	10768	18379	18516	9311	15408	5990	16194	19585	4604	10118	18739	4725	11260	7307	8791	16696	17517	16151	18424	10196
4394	18514	1104	49	15441	19432	9284	19518	7802	12632	12224	6875	17523	4133	139	503	97	16519	7783	5486	11758	4924	15457
4496	2882	10570	18844	17150	13147	17996	19177	2108	11574	439	15783	15528	16232	13886	13685	11328	5078	5540	8995	7734	2906	8289
6168	14866	15995	8973	1402	11850	8032	9747	3170	163	14736	6864	17384	17630	2097	3494	19346	1952	15837	5811	1505	4855	11734
13344	6872	1433	13971	8598	16723	10889	12570	17281	15286	1505	206	878	17179	18925	7337	9525	19685	3968	13508	14385	738	16257
13684	9215	7257	12661	4903	13311	13915	11154	16288	6911	17259	9133	6729	19190	3660	9268	14011	2953	1666	15867	16315	8717	4054
16019	15165	541	12121	7410	7383	5679	15553	17966	14441	8720	18953	15579	7091	14056	3746	4768	5523	16168	9610	2246	10392	7978
1524	15836	9223	3953	10636	5897	9969	6597	3161	19583	5606	15931	9057	2556	5709	17178	5023	4438	8476	8516	15013	15528	11224
1270	1609	14927	7620	7736	3660	12342	10732	17280	17189	9288	5170	8788	16343	7271	12560	15970	10348	9734	11006	10824	6677	16706
17219	6158	5283	19176	18030	10861	7028	10307	6596	12284	748	13044	9590	19204	13599	4360	767	16715	18744	1508	17640	5810	9809
16106	6410	5209	14206	13786	18390	18411	17929	17359	6837	2519	607	9045	11456	3073	5129	10563	17364	2940	3949	18499	1217	11102
3822	14713	14672	6770	9917	2492	14136	7245	14873	10590	16741	16948	3448	9140	2348	11273	15237	4750	7913	2296	15536	12024	13576
8621	2351	18011	11679	13418	12067	371	12949	4215	14051	16924	5524	10009	18229	1022	4003	591	14340	1394	18213	991	7861	11479
13572	1073	18461	6810	18047	9078	3681	9738	7167	612	1940	12718	8977	14874	12409	949	10371	17644	10980	3936	11338	14985	14146
12146	3590	8875	17023	14529	10428	1953	9745	926	10311	10697	17336	2392	17632	15799	14265	7225	2021	17271	19257	4064	18165	12456
8741	8822	3109	302	14512	10262	9492	11186	13034	7773	19415	11973	633	3723	19564	5397	651	12108	17185	18469	19114	8942	17653
6158	4983	6084	7863	1525	14877	11122	17476	18582	4935	6216	1591	10535	3005	3996	7932	15250	16111	8528	18054	5820	8176	5203
8144	15392	19574	14859	7584	2804	58	12543	13519	14181	68	7454	10876	15247	5541	4429	12641	13866	6688	11502	13628	16678	18772
14012	18809	3841	6779	1778	6053	9479	6549	16001	14887	8477	1904	7664	4383	19656	13556	3459	1794	7121	9051	2869	6870	12299
13465	1871	507	4520	13267	17630	1291	12363	15651	7719	13386	5668	19448	13859	128	1685	8657	18953	13030	9558	11232	2480	5573
809	14818	18890	9792	3310	7382	5668	15787	16157	7907	3634	4465	19151	17038	11723	11273	1712	839	5891	3297	18502	8467	11540
14847	15201	1866	2634	15838	17170	3658	8970	3544	13928	7427	17320	1613	18746	15404	860	6637	3955	13905	12863	6450	14644	11253
15923	18658	1856	524	17371	4356	14738	2562	14330	4954	16405	6865	14683	16662	8333	3249	17647	10735	5720	17502	12050	18858	15809
14037	13366	7656	14228	7721	4883	18092	16953	2925	15062	14920	6799	19336	3149	2758	5082	2837	15883	19668	1727	11044	19408	17834
8631	4048	4368	5026	3534	14867	19309	18827	19545	8152	733	3008	7835	425	6727	12913	1629	10462	7377	11101	7719	3113	4911
17147	16457	18722	15672	9431	8339	14814	8428	6943	3495	5962	12874	1747	13153	2576	5502	12298	16174	17	1554	16071	17871	11226
5865	8741	8368	19042	16032	15147	9002	4029	4005	7038	9368	6085	15314	16299	8629	12626	10573	8866	10674	11622	14039	18051	17771
16936	13585	14151	14754	8825	11331	1437	12303	7242	15846	1707	10716	5064	16710	3808	9867	5244	8363	14299	9967	13943	17477	18272
8722	10858	15116	3343	1379	4076	12520	8977	1548	11308	18758	18714	8951	3703	5681	12797	4939	19707	7411	8790	4957	898	12440
14297	8599	13000	160	19462	12011	2107	19155	4253	13739	13377	3598	13920	2994	4980	13002	17393	2621	19175	16527	15004	18371	5382
11046	15625	11877	8120	8995	4851	14076	10242	10858	9872	16391	9552	13024	13188	11351	18399	2409	14419	14334	11272	2111	18753	15830
19215	6129	15694	809	2105	8730	617	6873	4689	8585	18846	14882	9903	1800	7543	18715	7953	15453	7880	16127	4637	10020	14188
16790	11412	3798	7311	18340	4418	13889	2786	5640	14064	4736	4483	11898	13508	12701	17120	8845	13120	13896	11906	15945	6462	7741
8431	9307	13992	7820	1530	11586	17774	15436	14678	276	9486	19121	12819	1923	1624	6821	12452	4883	11289	14130	12935	11933	18169
6393	3025	1623	5407	2818	15880	1409	9113	13737	1000	10365	16352	6563	3567	11053	1236	18577	4541	3534	5316	9668	12951	4790
14061	5580	517	4617	15888	7463	13075	4283	15442	2241	659	13663	7559	5646	10619	19282	6041	17975	5648	7026	15455	5305	7086
7293	8746	3821	1705	8648	15624	8867	14605	17943	7762	5494	9424	4271	535	15097	13216	6977	6202	19399	2975	17428	3713	7011
7279	18560	6443	5526	2489	3346	12267	628	18739	16650	19392	19445	6991	19098	1031	19504	5983	5251	2845	9463	15168	1905	13271
9414	10128	2369	11138	3481	3448	10101	4353	16941	17732	5474	10356	10247	11359	1472	3362	15139	13473	5584	5265	5755	13322	14793
6463	1998	1596	4809	4773	19008	14291	14281	6110	10336	7164	2031	13765	12144	8927	10970	12446	9953	11178	3565	9021	5096	9151
12615	11306	6573	19116	11831	421	15848	16521	17909	19494	12643	16801	8065	10962	18291	3076	1346	17951	14436	11326	19479	781	11944
13253	8662	4444	15158	18448	14885	3148	3502	19331	10920	7563	15670	18125	1569	2454	6719	6963	2285	11930	12508	14926	17796	7973
17514	11832	1855	15701	13257	11198	11334	16389	1033	6113	13579	16164	6310	16496	12189	16249	12248	14677	15800	6082	3231	3406	11396
1194	5132	15643	7785	6091	16364	12750	14113	514	18333	122	10314	13863	1888	11022	7432	5155	16605	17345	19439	5891	8397	2589
2998	9358	9985	1341	1144	7111	12294	9662	5828	10566	19263	5668	15597	8947	9002	8521	17799	6721	10313	8747	10725	4018	8779
11601	12304	7946	13312	5644	10499	15492	12798	9935	3510	2803	8833	15306	17682	859	14678	15422	15720	13148	12327	7323	7835	531
6249	1072	1962	7368	2703	1960	8184	17327	12242	2066	7881	1048	11602	4820	14146	9271	9663	13846	19168	16715	14940	6184	18291
11270	18375	7161	7902	10397	8793	10490	1990	17772	13817	8115	14733	4892	16292	4648	18453	1138	7047	15027	1952	15932	17017	12154
4164	12261	1489	7863	4214	11675	11563	1807	1497	11089	7309	81	18197	8229	11107	19352	13124	11991	13973	13216	14033	8377	4778
6265	4150	5251	16323	3666	6632	882	5046	14899	12345	8841	8534	10118	15677	2330	652	10234	3639	16051	11784	8640	18023	14254
9157	17562	18034	18021	17683	17200	11840	18399	11191	7856	19501	6450	7813	19368	14407	4796	5812	6334	262	4618	7528	15527	8926
18307	6497	2107	6699	11256	13250	6650	15625	13221	18045	13680	14869	15465	11138	8675	10566	9589	11694	15975	15202	18096	4962	1012
10376	3900	1379	10247	4828	12483	13795	8234	4763	7595	2085	4764	4996	5387	389	19587	11364	760	18897	17871	14610	10020	19511
12115	8692	5677	15570	16963	16914	328	3922	4388	6532	10856	14115	15528	141	8350	14230	1300	11246	4640	16763	14549	11439	18174
16901	1424	11827	18498	11202	1053	6407	17903	13551	3251	3450	13355	10495	13998	17954	12177	10081	2665	4501	15273	15736	15564	17987
11225	7721	14400	10456	4919	19182	5553	19099	11117	9355	11660	9550	7989	7266	16974	949	2481	10725	10089	16062	16130	4024	4839
3205	6936	19532	2040	5234	1703	7831	15960	7854	9288	19598	9610	14883	13465	4491	4175	12269	10832	19159	10238	6117	19093	9833
17562	2772	17085	18550	4562	18140	11971	17521	2617	14295	17340	6823	3827	5307	1524	4029	19003	10109	16542	241	17713	3860	7776
11235	478	439	16896	18084	15181	1582	11097	13152	1380	6394	11134	18164	16506	13144	587	18625	19387	2726	11270	8628	5812	15015
13686	5874	484	4178	16673	9777	6043	14017	2207	14163	16432	12058	3506	13662	2897	16499	16745	1003	1021	15548	14697	10211	15246
1901	8757	16227	5945	8549	15550	13786	17007	4691	18067	10692	2261	1221	15727	18524	5658	4760	2957	11351	3216	16611	14034	17628
8875	3397	15877	3444	5777	5755	14180	4697	17800	3263	14829	8275	16170	7155	3088	9541	11864	19289	15609	1727	17583	14998	1070
6927	1780	2936	12219	9427	10656	4304	2818	16874	18926	1137	10376	14718	2488	6855	9421	17386	11447	4277	3127	15274	13453	5659
15105	17553	5063	11277	6035	17187	12920	2889	7963	18275	1944	12721	7530	5507	19664	7328	16429	10694	18946	19704	4255	7360	9521
15900	9151	9056	1246	14876	9408	14994	9857	8811	1481	16235	12991	11361	14818	6142	14896	8176	10843	1949	18644	1740	8618	3837
5327	14903	17635	13631	3705	4783	2628	7998	12556	5673	15529	15625	17422	12750	11958	4538	3302	17780	15149	12800	19623	14785	17912
19091	16709	16950	9209	6329	4105	3747	15455	14068	19126	8862	10302	10712	9488	19140	10862	8014	7969	4980	6432	16473	13544	3502
3891	15158	14274	17277	16606	19382	5786	11517	13918	13961	7028	14691	6232	7642	13074	13858	6728	7249	13869	12569	13103	4641	3423
13928	17416	18726	15833	7077	10167	6886	3977	3435	11158	4261	7693	15209	10145	6711	14278	16049	12724	18368	16573	2586	1184	11273
9780	13134	13340	5944	14064	15270	15558	18999	3063	5338	13321	18514	11442	17217	616	10848	15190	8605	13544	17295	8068	19570	9714
10928	3219	13375	3434	15032	18644	3258	14004	15601	266	3032	4169	8505	14676	17439	12666	11606	12589	19678	9027	6068	7068	15229
18329	9524	2148	3396	560	5738	17438	2062	11505	8774	17755	12058	10661	15322	17494	5290	2265	16745	5495	15177	1903	32	17703
10955	13285	7957	6870	17907	15201	11744	10307	16917	6945	13354	7608	1846	556	12708	13952	1679	11363	16115	702	7085	14501	16264
10766	7778	15343	12126	14309	16755	6787	12045	13393	13887	2763	763	18759	1292	10530	19572	13555	15506	16635	9400	3262	8165	16835
9021	979	13978	2642	16544	1128	17369	2059	4436	12632	4918	5084	18780	19709	12586	869	13643	4942	8699	15515	10933	11108	14444
11438	16456	13247	19321	7466	6605	10376	7003	2349	17176	3781	13032	818	7581	17580	17572	3476	1956	15412	16178	13057	17250	15919
10690	293	14661	17098	1390	4691	18070	17601	292	18190	15540	15577	16043	13586	8552	14521	5462	736	18717	16186	2163	8639	8933
9307	10240	1422	8459	7560	7426	8807	10112	11308	10160	3557	7646	13491	5679	9088	12703	11681	13863	8048	14743	7392	126	1526
11210	11505	12856	16970	17169	16113	17108	13592	8140	176	2787	14469	14128	14564	4917	6995	705	6093	15545	3425	10121	17286	1200
10757	17318	14789	10522	6157	14287	17806	15200	10252	6472	1909	13699	18513	5855	14108	4195	7357	15543	15001	5188	8827	1678	18843
4877	9572	15364	14150	5486	3821	3131	8472	4229	4488	19475	17699	10558	8277	4142	12916	8370	17889	954	4716	2310	952	10497
12743	2799	6619	12906	12404	5244	13916	19231	12342	18891	9055	10049	8601	16142	15219	8799	16019	19315	4587	1577	10309	18214	7344
12380	15090	18845	13601	15548	4445	8689	18602	14357	1243	7486	10908	8329	10324	6645	11493	4142	12338	15958	12313	8489	8683	14752
10936	1326	1490	8605	13130	11445	17027	799	5616	16764	6483	15374	2684	7872	13811	8401	10829	13101	18551	17776	11093	2143	17947
1098	14382	11137	16622	19140	1050	469	11337	11847	9220	13257	1629	6129	13618	6114	15126	18154	19210	5756	3852	1265	16033	8160
18386	12990	1126	2011	2405	8852	10722	10675	16053	12551	6567	15702	12588	8124	8342	1423	14212	2979	6493	14382	4352	10738	8603
14128	15664	12075	17752	6131	15938	13570	13313	19301	1436	6075	16600	19266	8703	11541	4056	18923	591	8057	3882	11597	8747	2968
17410	6518	17264	628	10178	18940	5686	13085	12955	16497	3364	19135	11775	12828	3615	6398	6552	18589	1776	2999	13140	2788	8451
3023	7477	6886	7174	19603	13731	16733	4185	10929	2573	11854	1916	8552	12153	16397	7449	4653	11666	16736	18844	4238	9430	5618
63	9612	2899	15065	7426	7540	3659	6352	17115	12319	11604	11322	1888	3296	4253	15886	15518	9394	3507	9473	1188	16776	11407
13984	17879	6153	5327	18736	13377	8094	10886	9537	5474	6553	14690	15235	4535	15127	17416	12011	12340	12714	11487	10658	19128	5307
18048	18244	10579	13921	13002	808	3167	16433	5	1941	1296	8799	14212	3888	4531	19361	6283	7645	19513	13362	4649	17155	3754
12166	19558	13511	7734	11712	47	16145	11417	5326	7072	5	17798	7388	14195	4840	14833	9799	15948	3254	3333	14943	385	17672
7506	6654	6484	11032	19343	11910	1358	16198	12770	18442	884	16077	10316	18690	7660	174	16239	9881	15885	16418	18280	18184	2145
15488	7094	12927	461	12523	15471	6312	2385	10366	255	2271	16288	12781	4338	9129	4552	1739	17783	17893	5620	17421	6415	18441
1815	8528	5257	8865	4560	7338	15802	18373	18202	9576	17167	437	10011	16272	7262	4325	13607	7671	1407	16894	3890	11641	7162
1467	9053	13908	14845	2402	17263	16900	6727	4060	3295	19053	18982	9158	18175	1301	17801	7035	10619	18792	958	7792	8376	107
6995	1228	14165	12984	6717	15838	5909	6918	11254	15915	12634	7906	2639	7982	11803	3547	8372	10204	1376	9467	2739	13956	10772
15014	15189	3446	3354	9655	15515	17702	4617	4007	15693	15966	17469	933	12606	18964	3919	8361	17540	12455	3367	3343	6268	14625
14071	14938	4172	8637	7663	5556	9170	11519	16410	12559	12587	8802	7901	16656	9485	4611	7444	1706	11051	6654	1422	1610	7965
11095	14975	18235	1359	19454	14282	16288	3419	7172	18091	7933	16499	16705	7901	12895	5295	5094	4763	2510	16217	8038	6564	12679
9597	5026	10579	10972	8793	15395	6576	6027	1732	4338	2452	6243	17931	12374	172	9872	100	16005	4040	15558	17117	11926	1911
18580	5369	16653	10375	5020	12244	6105	13288	14521	6870	13728	18100	10799	2907	3649	1494	12775	4265	18337	17489	4300	13502	9437
14626	2822	4519	328	1053	13780	1655	994	3090	7710	11660	4296	7158	17595	16712	15198	15627	2840	18384	6071	14033	3080	18710
18720	10362	7906	15709	8897	6905	12968	19326	8989	9812	7254	11890	15794	1341	3710	18335	4185	4672	8608	19066	14260	13424	7325
1591	16966	15692	7218	9967	6512	1485	11436	882	7792	9956	11720	5015	11629	9074	5138	242	10158	18091	7029	1639	4416	18187
2896	10226	1289	16926	975	95	16194	10941	11276	17136	6541	11805	9278	12498	6511	935	1330	15415	6178	16985	10109	18839	17507
18705	8619	9082	9734	5144	10848	9853	3767	12031	15748	17008	2728	16429	3819	12822	8953	12463	4848	3077	11338	392	17602	17234
4021	12434	2076	18843	3579	10697	1627	7771	14651	13303	18331	12051	12509	6013	6311	16783	205	14061	9887	18377	9950	5850	15967
19073	5497	3319	6123	2918	13807	4509	6966	6917	13611	17630	7418	18605	12961	2714	9299	1590	8590	1241	9974	3537	17631	2722
11900	10126	6442	18520	1470	13182	5972	18490	97	3880	10494	13599	11484	11036	14345	5057	2991	3597	6502	7067	9728	4038	3029
18804	19171	1849	14380	16166	16309	18707	5589	10035	8229	13625	18276	4211	10767	1942	17693	2467	1621	8350	13205	6914	14646	6485
8027	13766	18655	4939	2271	11895	3385	17708	15198	14543	13289	588	13775	7559	2772	3027	13525	8677	9318	19451	15647	7554	19621
17968	3826	18196	19098	3018	9621	14033	13989	6376	14810	1681	13692	5820	15704	11736	12889	18818	9170	2487	17462	6418	10128	4405
12046	4852	2070	15049	175	4300	3331	10705	11266	7199	10973	16775	2134	4143	13827	11503	6999	1444	12496	10069	19236	2483	12088
10217	11130	16565	3527	6140	6335	203	11364	19362	2731	18295	16092	2322	1275	9976	5705	16953	7161	7104	4349	5213	17658	607
3877	5574	14710	10479	5759	10976	11864	6850	3321	5622	15269	9807	144	18228	8207	16763	8484	12161	11165	10732	11637	4824	2026
7010	12695	8934	17492	2652	14777	415	3212	8385	9281	2793	15677	18491	13037	4152	17910	12267	16083	9103	12328	2834	18306	14424
13512	12727	16115	11914	6471	1734	13814	5270	6939	5417	11572	4020	10311	10744	15997	9884	4268	7112	2842	404	9182	794	14450
13477	7474	14669	2393	14746	1759	13403	2893	18393	8219	541	14118	2915	16504	14460	5363	14345	12565	19047	9442	15426	19615	8769
8808	12331	11015	13848	1933	8781	18619	6309	12101	4085	14077	15178	18915	13694	19103	18082	3871	13518	12100	14543	1196	2726	2174
17500	9387	5204	9341	7926	3256	3252	11974	5342	6955	1554	10039	2134	3654	3067	12021	11953	9460	19177	9845	15877	14842	1594
14833	3112	2425	13034	19599	2180	2928	16992	12831	10618	6933	303	3577	430	3199	7399	13781	6154	6792	10915	9826	1319	3600
11392	13525	4236	12732	18616	18792	5043	1942	11616	5764	10627	19110	10440	4983	15452	18309	13594	1867	7454	635	5603	18297	10588
15847	10834	16080	3973	17130	5791	14969	6048	17673	5304	3204	2331	10780	5191	15479	14973	12533	18926	9038	699	14467	16980	4737
1263	3532	16535	1814	19264	5158	12868	16412	14165	1474	17698	3963	10282	4762	4272	165	3924	15791	14141	318	16847	6588	17148
13641	467	12039	53	7430	953	409	1852	11153	1336	1754	16506	5511	1688	704	18320	17938	4429	1886	6658	13436	5861	18618
7534	18026	13321	6171	10610	13352	3017	2953	8878	18574	3948	14313	11653	17033	4425	6622	19056	5182	3041	421	9692	2996	14640
18371	4370	8057	15725	5963	2451	16403	15927	16651	15879	1433	4461	4973	10612	11800	11888	12383	2192	4777	3148	17597	8698	10514
15093	15919	805	3520	9340	14768	11677	12308	515	13396	2183	5416	14935	17709	13023	14246	4024	4693	11550	19281	5661	4486	16518
18781	5012	14993	11827	14339	4537	14455	5539	5781	5630	6936	6058	8619	8252	9363	19677	12109	7648	18334	7891	1530	6243	13337
1914	13325	1765	7070	10146	4656	4269	126	8434	16361	2502	14499	1373	2527	2516	9058	334	10326	2993	16046	19647	14184	18194
13315	3875	10800	1475	6118	13806	18796	19472	16004	13017	10646	15187	7812	12976	3229	1784	12891	7139	5764	16079	19149	6074	10555
5084	6417	16669	17668	571	6106	2020	12946	12795	7938	3304	12017	10363	11203	5634	4059	5626	5079	11595	17134	4036	14355	489
13978	10829	4526	1159	1437	4730	434	1330	13309	2348	5354	14828	10076	6963	1644	7426	16884	8449	16791	13173	7163	8923	5335
