0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
87	6230	1397	2780	2739	4180	1901	8895	7828	9855	7004	6693	2335	9939	5959	1722	6828	11082	7773	5671	7700	7485	161	3577
6079	2812	10555	9275	4889	342	365	5164	9056	2903	10099	7325	7178	5028	3944	5326	9179	1174	2638	5344	9865	8917	4941	2298
2949	10647	7498	2707	4444	2250	5532	5733	9662	7928	9485	9772	8673	482	294	6308	5753	3461	1878	10704	9305	1983	8468	1925
7814	9625	9990	8188	3042	3740	4033	7579	4700	10606	6492	3306	9968	3377	5194	7508	6722	3100	408	3398	5557	2211	2240	8290
8383	5206	9092	10326	10840	5792	9332	5897	2078	5554	8510	6472	2651	4774	3637	322	2170	10140	8405	4285	10544	10109	9573	8877
7816	3600	8725	8273	9275	4494	1119	4147	11110	5728	7236	9677	8165	7093	6278	1716	4550	2541	9194	5429	10574	6627	3473	3603
7778	2981	10574	8774	7742	9030	4683	7283	10934	8709	10810	1784	2979	5432	4004	3004	8209	7284	5430	6552	10822	4704	9283	9163
2895	5030	3507	9135	3543	7822	9204	3862	8239	7897	205	494	3512	3146	1595	119	10448	1957	10645	8038	1669	6427	3449	9089
10400	9985	1361	8453	3162	9454	7460	8326	6368	9323	2400	3485	6350	2801	272	6172	7151	5740	7267	1120	4616	881	9607	10238
1311	5478	1284	8525	1065	166	6675	4342	6172	8818	10038	9598	3388	7071	4014	4804	8400	10645	8243	3914	6353	9580	6947	9671
5405	5437	2077	6372	5890	1988	4762	5298	7870	1723	5576	10327	11055	5950	5967	9212	1859	1999	7456	10289	9492	5412	10954	7576
6399	8280	10334	9239	848	704	4535	5082	5943	2268	10830	2772	2744	1351	2560	4931	3501	5628	3734	8845	2104	443	978	6943
9506	2196	7782	1214	2304	9233	4655	2315	7439	8150	4530	7428	10319	10572	6036	4457	7237	10498	6679	3200	2184	2321	1145	35
97	7052	9792	4694	2888	11100	9872	10256	9838	2746	1655	1923	6801	3866	7711	10340	9011	6788	4822	434	5106	6817	2611	4641
8236	10612	8148	5863	9415	9834	3202	1501	4445	1597	10340	5286	10155	4991	3760	3949	7567	6074	3232	833	5562	10527	3450	8794
10881	4991	2413	8725	10866	1824	9865	2814	8186	7070	10564	3882	7702	8597	9493	3136	1712	1567	10679	10277	2811	10319	9291	7719
3202	4150	8	1037	8326	5408	9256	11109	162	610	1757	10416	3602	10466	5337	7960	5568	10966	4522	5603	3948	2492	7165	1795
10239	2161	5057	10234	2955	2786	4005	7349	8556	2809	5443	4996	2095	2831	2755	5819	1293	949	2286	8296	6455	9915	7948	11091
9467	10136	8987	1875	738	905	11075	3454	9527	1220	7699	10945	10801	8800	9672	5954	5110	9788	7884	1212	2291	6975	470	3310
2044	2896	5542	475	8912	4889	4472	1651	1231	10617	1022	5854	10870	2435	11019	2712	5755	7565	241	7919	2052	10754	5804	2922
10454	6299	7005	2730	557	1739	7252	6039	2842	11031	4245	1772	1382	1196	3749	918	10364	6414	3069	10261	10045	1380	1602	4796
5922	1287	2369	2886	1034	9049	55	6612	9133	5499	10040	10914	6325	1539	9001	1763	5186	7023	4119	2631	436	9921	4439	9332
8052	1873	11045	6130	6998	6561	5997	4096	6850	3338	4737	11067	3284	9922	2950	8786	674	8835	7258	3205	5334	8711	74	885
5207	3821	4868	10703	9284	2683	2289	8351	702	5891	2815	5726	7293	11047	10613	1600	6295	6599	6620	818	2019	7203	8452	8950
5594	1643	2202	10147	3337	596	1806	3342	2467	2367	6944	4882	10600	4019	809	7902	5533	1882	9332	9694	9153	2106	988	5909
5796	7149	10961	7742	1700	4974	3152	8393	5890	5240	4424	673	3141	5564	8348	2973	7486	6313	6459	9023	9364	355	7595	6450
10327	6039	7636	10972	10299	4135	8762	8978	9013	2389	10082	9647	7384	3599	2858	5252	3499	3262	1273	6071	3535	8806	1002	5660
9874	6691	10477	9324	7951	1147	1870	6948	4602	6558	2707	2156	5665	2957	3959	6553	4640	9242	3512	4658	8662	9202	8909	5539
9077	6466	5299	2642	129	6502	832	9060	4752	8121	5554	1908	1791	7319	7162	6859	2412	4979	11064	10269	4212	830	1992	2975
8451	2363	2260	1747	745	9690	6568	7700	6152	9764	10176	279	1440	8918	4212	8656	5459	3039	1461	10615	10306	8402	1516	8595
6416	4320	6239	4933	5369	4084	10518	9782	9430	8832	1922	924	6340	5454	3493	9385	469	4652	8451	5453	1608	4597	4282	4862
7537	5016	709	8361	8188	4101	9210	5115	1281	7177	6568	6622	9135	5502	11040	7504	3389	6175	3108	10336	11100	10524	6185	3126
2875	4114	9016	4154	10217	10661	4025	171	203	1002	3320	5505	7611	241	9942	5541	8046	6521	1324	2299	2010	1221	7710	9994
1417	2354	7892	840	9469	5818	9084	921	1712	11092	9051	6819	1524	1240	10657	8661	8886	9963	7210	4805	3864	2028	2068	140
3923	6265	4195	8312	1468	4407	792	7839	9838	6661	1688	10045	473	1212	9388	1394	4446	6319	268	8928	3263	5964	853	1594
851	8938	2047	4237	10280	2361	7619	8151	3776	5123	9238	4024	5438	10967	517	9358	6110	10406	592	8100	8006	2803	10743	868
4655	7964	8953	1371	9143	12	2355	361	9979	3836	7971	1880	4676	5382	104	1988	4161	6709	10807	1901	8885	8933	6711	7992
8284	6254	4282	5462	4539	3947	8304	5911	8641	6743	1302	7184	308	3986	5417	8057	1443	9558	481	5120	9485	3928	6823	9470
9922	8032	3158	6556	8611	3941	8907	619	9779	4738	6147	8259	3036	4583	8572	8428	8434	8537	9373	6903	9258	4736	5093	3158
3192	3058	8399	2960	8756	77	6763	4289	2903	6672	286	9866	8278	1294	396	587	3129	4521	6099	4372	10908	2456	3567	636
9229	3500	8024	8460	5135	1714	4093	4280	4342	1858	281	11055	2532	10511	10017	116	5489	10053	9350	10672	7721	8616	8829	10119
3089	8843	9684	6441	8387	5012	10345	6442	1732	4881	9838	8459	2965	1404	10466	2260	2159	3332	9530	56	3291	1748	3554	2933
3830	9751	7431	4313	3072	4438	2927	10676	5799	5665	3260	1389	11010	9091	7765	1718	8821	6024	3730	1461	2802	10986	8574	7311
1250	7854	8321	1483	4328	10832	7628	5213	522	10919	10130	4320	7977	570	244	9572	1547	10119	6595	1129	9425	4111	10683	68
1505	527	2108	9015	8876	4895	1347	721	6383	7791	2453	1934	8562	7471	10738	556	4238	4362	4311	4405	9652	5393	2046	8888
8146	8478	5419	8657	8641	371	10605	2692	4788	11055	408	2128	8301	8286	6704	11043	5650	7084	9740	10344	10198	222	4092	8611
10231	2845	3487	1308	343	7995	669	2771	7989	4588	1169	10775	3774	9786	8711	4765	8246	1637	9148	10715	4721	10828	2851	2573
4704	6866	9502	1502	8665	1150	10238	6374	8295	10659	4973	9632	1397	8692	3441	600	8474	2226	4885	2683	4353	9090	5116	9660
8933	6557	2841	10436	8445	1072	1022	8908	5049	7983	9640	9566	7725	673	8127	9954	2316	6432	5105	8671	6571	2388	6641	7634
3943	3667	3242	10030	2974	11124	9565	10791	6535	6399	2695	3327	10182	10626	8421	4090	7138	2251	2919	2554	1117	3623	10776	444
6435	9259	5587	1561	4445	7584	5479	7850	5295	4578	6930	486	3100	8560	7377	4599	9669	6974	4997	1338	3904	1519	9350	4995
4993	6453	2088	3910	6111	1387	6551	7589	10585	4565	3004	2355	10236	3603	2597	3109	8481	44	7904	9522	5800	6763	2424	8795
8688	4404	8859	6801	7243	5347	10115	3652	5704	7093	8935	3	9037	7791	7055	10713	10351	7708	4776	5303	11007	8874	2018	6997
1441	9794	8046	730	10013	4079	9020	8511	10822	6655	5163	10126	5686	10537	4743	9278	5174	6629	998	2013	5917	4132	6769	4215
5676	4507	1420	9978	1412	2241	2500	3123	5340	8923	8217	7988	4806	5988	1690	7202	1157	265	1848	9912	10916	10200	6623	9949
7557	3685	3522	7701	8853	1092	2498	431	10172	8187	10428	7077	7246	7526	1342	2068	7743	5036	6681	2198	8125	9740	4477	2361
7219	10385	232	4421	690	8126	4982	8765	3674	5190	1585	5070	3902	2222	2036	1161	2235	6524	3588	9925	1376	9681	8584	2425
3475	1185	10964	2326	996	3601	1313	3603	2019	6183	1844	5139	1940	6945	3892	6636	9124	4206	2113	6668	1292	10747	902	2296
6857	6772	4068	2359	6730	9679	4685	4262	8462	3342	6035	7245	6181	4634	4437	7436	1523	4819	7822	6499	4953	8131	1972	2936
1565	4226	9653	10576	9037	5888	9055	7169	1299	5530	4852	609	1717	8501	9473	1645	516	4020	6769	9266	4044	1347	3952	1233
5784	8125	7390	2532	9453	484	8129	1452	1437	5404	5980	5852	416	4229	3135	10206	7626	6355	5593	11052	3012	1800	4600	243
1257	8326	3374	8406	4510	9425	10331	4469	28	7886	5490	2063	4195	9705	9820	4924	9845	8920	5208	9394	11031	6712	5059	879
7376	8593	2844	3043	5509	10569	9783	3417	8562	9333	4418	1122	8639	1236	1823	10868	6792	9442	615	6131	4753	10634	9817	8066
1840	9389	4492	2526	5095	8979	5134	2159	1816	7113	8805	4553	9235	1505	7072	7106	11043	8864	6551	1993	6356	10045	5491	3665
6308	4275	915	1157	10579	3869	8045	2701	6093	6011	2974	3552	2963	8548	4983	2204	7904	3098	332	2467	10107	10074	5352	8075
2504	3174	9442	8488	6230	4924	2550	5025	6544	6363	3814	4562	608	3312	4310	6875	7618	4520	9934	5422	1639	6602	8236	10620
612	1642	1270	10438	686	1669	9578	7548	3194	4196	3488	1718	10342	8227	7644	8851	6053	1196	10924	8879	1368	10789	5173	7636
2175	5953	156	1986	6613	11038	10334	3457	1683	109	5780	10897	10248	1449	2121	1681	3440	3558	8934	9063	10143	5756	8060	7448
6380	7414	8372	9866	6287	10508	1502	6563	3833	8337	9722	5692	9965	3018	4254	5735	8966	3406	561	9009	6895	2953	1484	7895
70	660	3999	2853	250	4842	3255	2581	10366	1820	732	2840	9579	8831	10123	4810	10776	10476	8431	4732	297	472	5415	4112
731	292	7546	3625	2692	4778	3475	9688	9872	3347	9700	6088	111	3166	6660	324	5977	6942	7786	4533	2090	9984	7219	9234
9613	8873	97	4550	9030	7286	2202	448	9134	10743	2022	2613	5619	3444	3281	593	8217	497	1674	4901	5849	7726	9572	9187
2650	8402	996	2312	9407	5080	1003	6218	1927	8486	4848	1345	1760	9470	4957	9965	3374	4105	5518	4452	1286	3272	10075	10833
7663	2598	6297	898	7981	4	7516	5426	5480	5715	9845	6432	7032	5933	8346	5646	8412	10966	7276	5248	4486	7394	5776	77
2260	2664	3091	3945	1675	5064	3358	8981	6152	8167	8123	2696	8027	5923	10502	1128	1510	1523	4445	8588	4338	2774	10605	6014
8489	39	10311	1841	3555	10881	9112	9834	5194	10183	7886	2106	2990	6612	976	3232	9533	3376	1828	7542	1749	1212	9009	730
6021	6565	3658	5269	3019	6034	3516	10672	5104	2271	10347	4894	6294	2986	7661	3864	7818	9604	10019	4165	7272	1173	9648	4605
4376	8137	823	352	4395	1113	10711	8832	4388	9673	619	871	8647	10117	7230	5070	3152	2772	9527	3247	6441	1373	3444	4391
6925	1219	6539	10326	1639	2872	4411	9037	10413	1635	9303	5420	6156	10316	1829	6283	8932	628	2114	77	8999	8727	8874	9063
8224	9815	9979	9609	5445	4597	11084	9230	8506	9959	2635	8775	4575	8449	5479	10961	8434	2994	9421	5773	1782	6745	8405	9406
2609	8457	6742	8843	10692	10856	4020	6794	6788	6762	6483	1015	3924	10874	2805	2562	2061	4521	253	9016	9148	2065	9039	1469
3116	9333	5711	11097	2013	4809	8586	9309	10675	6158	5954	7660	937	7294	7814	1036	7516	1107	3816	10317	3883	7513	8179	6154
390	9325	4091	2587	9837	8297	1502	7187	6114	8660	4253	9601	3161	9948	6840	8952	8040	5676	1810	1607	5039	8475	7287	167
279	6742	8617	2078	275	8273	1518	1193	5392	5434	2406	10211	8614	6477	2372	1842	8487	7459	10454	1179	8125	4985	3330	1545
2996	9149	471	1499	1314	3455	7463	5342	7605	8782	6245	1229	282	10507	1439	5449	7483	7062	8982	106	4789	3673	3697	8603
9938	1910	4483	7809	7299	6509	8337	3725	2741	7917	10600	2061	10440	3486	8514	3704	4528	10531	9296	4420	3005	3391	2586	2610
5291	10064	3663	6	10937	4780	3946	2761	2480	9189	8790	9661	9690	1989	8981	6519	6030	10805	5020	4174	8105	10838	2143	10031
1070	4436	7464	6335	6154	2011	4727	3271	11027	11018	2521	1988	6575	9464	7538	893	9406	727	7785	8897	7323	6332	3581	2955
260	7438	4958	11074	3633	2054	5648	3212	1381	9764	717	1806	3355	1338	9453	6016	5805	10577	5934	9956	7270	7447	1903	10899
6687	785	5063	1793	11066	7612	2119	6752	8142	4177	7118	7735	9184	444	3983	10716	2181	8320	2080	9964	4536	4683	9901	1374
475	9930	5969	4011	8088	3096	9373	2036	10357	594	5341	7296	7290	4647	9744	5784	905	9922	8771	7674	8120	2449	5041	10892
450	8763	2297	9375	9697	1727	2367	10207	4178	99	1869	7682	3636	3776	9050	152	8838	6680	5201	4067	5751	2457	182	6390
4286	8464	5898	5016	6530	7848	3116	9903	10069	243	10637	6225	10167	842	10059	220	1407	2992	8321	3416	3323	5856	7221	8112
1818	9844	5518	8005	6190	1826	5899	10040	3922	2	6714	2697	8493	3590	10556	5228	585	2830	5389	5164	1496	2158	6333	857
2709	9497	3753	6766	4850	276	9952	5862	11014	8458	2644	6020	7486	679	600	5608	4185	9161	7571	9168	5545	5387	4448	5273
4337	6631	9367	3312	3211	3820	243	10217	8459	3161	4589	9415	3483	5402	8096	4846	5210	6802	8919	728	8741	5314	2651	10605
656	7187	9525	5624	3283	7275	8589	6997	454	7904	3628	4360	500	5986	1753	8046	8220	9282	9254	7625	1514	1553	11038	9600
2561	10566	3792	3013	8924	3209	3874	1560	8488	10954	4991	4522	4964	1820	4883	5881	4582	8790	5754	450	8928	8269	5597	19
5794	10252	3318	5014	1899	2806	1349	2170	8975	356	2260	9032	2005	2047	4305	431	8885	7997	9968	9298	8594	2100	3059	472
1073	8038	6165	3641	8604	7798	9012	8914	4894	6944	2957	8437	558	6981	651	8915	5012	981	4956	5777	2963	6810	1960	7037
5618	1284	8043	9443	2739	7839	5754	1451	8746	10847	6048	7486	4844	6268	6949	4864	10190	9397	2687	9661	8920	5334	8962	1279
120	10963	6858	6877	5558	813	4646	7590	2712	11013	6599	4405	8507	2445	1963	9938	6074	2385	7130	6486	6795	9343	841	6578
5534	10122	266	9781	5316	6821	6470	1223	8915	8654	3560	1079	4760	7332	3126	8973	2570	9787	8772	1345	2300	7305	2668	6958
3052	7359	6479	7047	7442	2615	218	7700	1736	1669	4956	8013	3846	4179	9685	9023	7910	7654	8019	6097	6480	7195	2237	4697
5536	8274	10928	1924	10016	4336	946	6764	369	4672	822	219	891	2024	8741	8167	1506	1321	2565	3810	9684	1253	10580	3829
6202	8541	3256	6556	10854	10544	8619	1619	7699	10171	5604	2315	899	9353	8529	6699	2949	9981	7623	9800	4496	4249	2234	4913
1641	1164	7070	7439	10501	11013	2332	4349	4514	1357	2145	820	8066	11105	7387	5517	6970	4701	5755	10728	8493	531	9925	3998
3368	9203	10943	10258	10897	8747	7855	9560	3235	9627	10783	6903	2975	10840	2843	8293	8793	10769	9798	2793	10246	3751	7319	9752
1540	743	2273	4434	6467	221	8955	4744	5923	2356	6161	870	3808	7216	8433	8690	5506	4706	5764	9918	143	6067	9100	10567
4480	6074	1875	3617	9944	7390	7291	9928	8019	8839	8976	8406	7491	9244	8195	6204	10990	10972	2490	7996	8734	3211	4226	718
5057	877	393	6388	3416	3976	2003	5734	11040	8457	8730	47	8906	9539	7965	3285	11047	4310	9841	3310	1154	4590	7361	6943
5058	5509	2764	10818	5912	943	3222	8716	7459	7478	1307	2715	9249	8724	5979	9011	9639	2170	2352	255	3111	7811	9295	814
10208	6135	10081	8457	11113	11075	8244	6148	3710	5697	9575	1015	1449	8769	1840	2670	7941	6608	7185	3504	5787	9747	8572	4808
5543	1096	8002	10067	7611	9591	3611	6041	252	5966	5861	839	10218	6724	656	10231	3510	9525	2651	10872	10046	1097	2155	10795
2025	10315	5097	10952	5343	9100	3782	9148	8720	9599	6773	748	3798	9838	83	354	6972	4861	8448	2877	10813	10997	985	2348
1154	4932	10274	10625	9475	1962	4049	615	1496	5524	1085	5723	1800	1969	10975	4509	10135	3753	7960	2009	9358	2371	10666	6598
8840	6660	9393	7748	8682	9415	10519	1414	581	2962	7000	9368	4449	3030	9999	8626	663	6594	5845	8653	8231	543	7745	1394
1890	10548	4146	3835	2316	445	3046	2834	734	5667	1679	5336	9906	3579	10542	675	5907	1240	373	10459	653	2031	6477	1442
2017	272	2889	8504	9018	7072	7257	8778	10340	5513	11058	7683	3314	9895	9208	526	1967	5553	945	5825	1839	8169	5527	10481
1736	6115	378	6784	9820	373	4028	1406	9219	2387	5007	2383	8426	9565	8618	5951	1266	8043	5688	4339	6320	7448	2660	11126
6035	1934	2943	2907	5845	9887	847	7560	7801	4146	6821	7559	2520	10622	2370	10562	5839	616	5934	8539	6094	7370	5273	8326
4556	10526	8347	3067	5903	8780	8117	7320	3135	10822	1117	5644	6428	8152	7192	3360	8069	7193	507	6220	2518	8747	7241	337
9913	7079	11061	8464	10231	2492	142	7146	8247	235	9550	5987	10735	4894	10991	1765	2026	5865	3234	3598	6511	2983	2471	9201
10809	7104	525	7468	3817	10900	2777	5072	6926	3559	910	5544	781	652	6652	4409	4060	7657	4497	6274	8247	3810	1822	9063
10256	3637	11016	3206	2622	6484	4913	1590	5146	1160	3073	10384	9657	2801	6269	1785	1018	3323	6281	10578	5164	2177	5250	7270
10851	3916	2889	4037	6106	5873	9908	10184	4766	8359	1231	7925	3402	3172	5360	4250	6418	5492	6685	1404	4210	1793	4624	9513
6520	5644	6786	8893	8356	9476	4039	3490	6264	10961	4195	9210	8193	9963	10253	7792	4820	3421	226	1207	1896	10520	4011	9615
7647	2815	5677	3649	3558	6220	8794	10681	3488	976	7316	5640	840	4890	327	376	7000	8095	9562	989	8363	541	8181	9858
4443	1864	5098	6093	11020	8055	9954	2677	6192	5967	4328	8657	6194	4939	9863	3922	5563	7517	7141	7940	409	853	9734	56
6487	4340	4049	7371	442	9831	7668	2171	4108	2131	175	4061	583	7163	5748	1192	3710	6049	4868	23	8646	2027	4741	1575
5366	5784	8029	7967	4507	10875	5264	2730	7031	1740	1707	8035	8711	2086	8203	3306	6621	6487	7131	7164	7616	6562	3959	4965
5277	5188	4692	8591	9491	8752	8557	2317	7489	3842	5292	8730	10393	8625	9899	5478	5567	4072	4886	6162	10277	9677	10065	4752
10945	10539	2255	2889	3706	7474	4392	9365	7519	5592	3550	10445	4894	10669	1454	3	2406	8294	9519	5538	6110	10030	2060	3415
2861	10183	1180	11023	2207	2746	10034	1341	601	8065	8055	3307	4036	9223	2709	4550	6642	6349	4919	4640	9984	6779	2843	41
9333	259	7196	5482	9755	8191	4989	6400	7813	1401	4650	9301	7751	6541	9974	9575	2822	8862	1949	7828	4153	3107	10311	6326
5502	1034	550	3649	526	10343	644	5566	7558	1123	6881	6625	11080	8002	10116	959	8374	386	5129	8419	9422	8878	2370	4497
1885	7409	1252	5998	7151	7501	8622	8552	2609	3326	9178	4200	10758	4236	2280	6355	3767	7272	10011	366	10485	9520	605	5586
4139	3820	11070	6161	10764	9998	2204	7417	578	1753	1615	10842	7245	627	5339	4317	2333	8983	5690	10514	2189	7171	9069	2211
5770	6387	7000	2479	1677	3503	10408	11028	1964	1555	3485	5644	4950	1965	9088	10335	9513	2587	931	2421	7539	1490	4168	9240
1876	10960	3216	3746	4864	10166	4634	8679	2365	377	2050	7251	9116	6418	1692	10997	5956	8930	2093	6650	8100	3159	83	8892
6586	7650	2843	8453	3318	5588	4678	3432	1881	11046	207	10367	4384	9611	6035	4269	5918	3321	6146	4610	11125	3881	2802	9708
4092	7026	5399	2936	170	5882	4990	7456	6772	6855	654	4244	7972	10463	139	7422	2282	3690	4342	745	10589	161	9922	8795
1744	4290	8852	4358	7640	1185	2984	2638	7184	7428	7803	2412	4565	10935	7577	550	10424	246	4859	9062	2398	560	2100	4783
6778	1963	8903	6398	3067	10007	10380	8684	119	2745	4655	2842	1126	7360	10106	8358	8602	4855	5716	5103	7289	243	5619	1011
8849	8264	7601	751	6203	10546	8475	4425	11033	4634	8248	7311	9512	4660	1988	5497	7832	676	1824	3991	5896	8895	2205	8837
2775	743	6438	7342	2789	9151	10405	6793	9913	1776	1224	10680	7759	3881	2963	1110	8124	6689	9673	3236	1930	5314	2828	5500
10622	2943	10513	7416	10693	5714	5671	8623	3560	9310	4764	10409	10571	9540	3495	6055	1753	1549	10056	441	7136	7690	7270	3881
6420	7153	5495	1743	4888	7844	8835	8153	2304	3970	912	5354	1063	6937	8872	8883	5875	367	7862	575	8012	6677	6613	1136
6311	1137	9031	9723	5782	2711	4379	10966	6715	8264	9014	2399	10775	3892	4396	8095	2581	8524	5907	9116	128	2770	7742	5049
4825	1168	1608	5331	7483	9606	3689	7441	7808	3200	11098	211	9213	6168	8373	10392	5776	1663	8769	7673	10765	3466	10923	4442
8050	5373	6183	923	3052	4741	2581	7697	2759	5713	9284	4107	10041	8024	5716	3008	763	2138	10300	5784	7138	1426	4862	4156
10836	4140	3639	7205	1252	1018	4213	10755	5032	5438	1331	1725	6619	7084	6739	9207	184	6135	5309	3299	917	7921	2703	757
6535	7305	11126	3860	9450	5567	6135	6310	7771	6131	10134	10166	2365	13	7743	3334	6074	2300	616	374	9858	10147	7830	5171
9275	1697	8434	9693	5900	9725	6195	5358	1147	5320	3383	2593	8352	8579	3157	6140	5230	5221	2865	1075	2082	10361	8864	11070
4098	10311	9222	1881	7537	4303	5293	10037	4953	10502	6391	7648	10297	10947	9132	8785	2075	4528	2513	4535	5363	228	8884	9201
624	6447	6431	10211	6500	2120	9503	4068	6412	4831	7846	7112	1791	3040	6382	3246	7871	2486	5069	5457	943	604	2382	10170
7059	4806	3557	4925	7449	9511	2991	6319	6990	1118	4525	7520	3563	2778	4837	3680	10675	3313	2138	2053	9698	820	3304	2044
2712	8250	9571	387	1360	3442	9708	7449	11077	3241	3320	7485	6186	10175	2119	7956	3967	7509	3062	3198	8020	7810	7523	5918
7547	6656	972	6750	9669	7751	6890	8420	78	4533	8086	3377	8731	5500	1427	4838	3122	9864	1973	7479	10619	9744	4013	6985
6992	9156	4858	7698	9456	2536	8099	3788	2764	5240	646	10979	158	4369	10885	1052	10064	6516	9353	8192	8134	8691	2823	5004
10355	2619	4681	824	10438	4054	3490	3350	4944	1376	7364	4460	2274	1619	3107	4763	362	6079	2191	6876	6838	2593	305	1663
96	10112	2104	5538	3065	10239	1902	7774	3183	7119	3533	1499	3697	3879	5733	2392	3950	3630	10944	1126	6709	1073	9028	9397
4127	9147	5004	4813	10414	5512	9908	3486	10234	9907	8767	5909	1683	1686	3585	6105	8345	8061	5848	1792	6162	10337	1000	8525
1819	4647	11057	2328	1954	5058	5797	4953	8173	9674	2458	8750	10273	8900	4231	1936	577	3497	1201	2157	8220	9989	3757	596
8953	913	9975	3027	8060	3120	1389	10483	10092	8787	8678	10711	6676	6432	9938	430	10200	1173	4787	5094	10749	10807	3393	1906
9902	2444	933	3224	4835	4841	4480	7576	2972	8959	5395	9379	6597	8585	1922	7384	4972	9033	7249	9040	4532	7456	9220	2124
1529	5709	3395	2716	11084	5868	2909	2761	9354	3472	5941	10269	6204	7323	2262	6725	10213	6693	2982	8135	7486	3752	1417	8504
2310	8054	10098	5161	10604	10219	2935	690	1433	6136	8212	8338	3793	923	5852	5940	796	5857	9546	8614	7115	6225	10743	8777
10057	9745	3040	7540	7204	8185	6076	2312	3669	2256	4660	5125	5223	1974	9603	8385	8988	8744	7673	5615	5726	10614	460	4661
2832	9651	2166	5273	10454	6453	5721	9568	9633	502	6045	6860	5916	6097	453	5343	2924	8895	2301	8922	10554	7652	3845	3029
9057	8705	4275	340	6969	5264	4655	6123	4166	4535	3481	2308	7656	2545	10051	106	3632	2853	3949	10161	10493	1802	9994	6855
2468	2369	6941	11014	938	4028	7971	3796	10435	7464	2574	3368	3489	5096	7706	1820	9446	10459	6803	5523	5923	2002	2411	5433
780	286	6727	2518	8959	6716	6628	4468	8224	35	1912	8241	1387	7099	9296	6922	3588	7779	7834	5000	4748	2754	5684	10420
6245	6850	10626	10929	1602	4005	5117	153	2595	6490	2736	5744	11084	1087	8620	6709	9833	6616	6077	858	5332	9425	6402	902
4920	8012	7890	5747	5212	517	11046	9713	6049	7885	1527	10055	4125	7805	10584	5142	9099	1744	6115	2660	872	3085	7246	5227
10619	631	2923	2843	3531	4886	1348	6681	9015	5634	8104	3978	117	8292	2595	7858	6513	6403	4446	4201	5077	7379	6119	837
7707	7138	10063	563	5165	5579	9463	7698	6447	568	3124	8817	3587	1367	8370	2131	7264	9797	5834	7308	5462	10275	7435	10173
4627	6209	7004	9920	8889	2373	2694	2180	2306	4960	7880	316	5640	4563	10557	4833	2706	8456	3337	4737	10085	10643	2207	10452
8346	712	3483	726	3846	2006	816	3962	2793	10476	9755	3844	3162	5059	9308	2294	9201	8061	8600	1714	2334	7472	5784	4117
2424	8153	10115	5326	1880	2526	3404	539	6036	5419	7053	5320	6215	9277	9127	2222	2745	1512	2400	10755	1632	5785	2094	6904
6430	7601	9270	2464	9361	9583	3419	3917	5671	9884	5471	10482	1288	11051	10012	7832	6951	9482	3181	1115	2226	3611	258	10679
965	2443	2989	4352	7250	4848	1444	5271	220	6425	9374	9685	7845	10517	5879	4125	5864	8734	1845	2162	9268	5376	1389	773
6799	8239	8084	3235	7580	1523	6313	2820	5736	5023	828	6637	8441	1045	1294	5904	5587	9535	9539	1296	9925	8623	1776	5584
6402	814	966	4383	1027	3065	6237	2769	7902	7253	5121	6524	9943	9009	5289	8456	1671	10569	1647	3547	6103	2696	46	2805
1194	7359	249	10173	2141	9572	9670	9861	10709	5863	9445	8046	3731	3632	10111	6973	953	9129	51	272	9121	6559	6057	4535
8430	3304	4242	3395	2017	4403	4756	1701	10350	2121	3006	6177	7086	3736	5365	403	959	1149	2437	179	10099	6681	8463	3534
7747	3275	3685	6905	8196	417	6327	8829	4712	4737	10252	7816	7718	7410	10003	2896	10488	4143	8001	11080	6600	11121	9143	8708
6203	1615	3784	9931	7709	10531	8504	4682	9485	3643	5502	8118	4741	10850	10973	4501	5760	5009	3105	2422	6509	2836	9408	4964
1122	7751	821	7224	6155	10137	2414	761	4660	10168	2978	3381	2449	8708	8661	10492	7830	4142	9138	8357	909	1132	4443	7944
1357	8416	903	3913	4287	9862	3243	9653	6080	9697	1619	1450	6221	8896	10217	5023	11039	7108	7815	7862	4602	8874	8067	236
10575	3076	5385	4714	9932	314	8727	5416	150	2745	8939	2336	9916	6294	5354	4607	8550	4182	272	5492	3279	5534	5013	6483
9480	508	10238	6688	4910	10255	10318	4340	5059	8542	10336	7573	9197	2032	1453	8257	2721	9552	3470	8263	6137	7981	1886	297
6718	10215	6166	10427	5234	10432	8409	2070	4911	5712	5101	9304	11000	4366	10463	2274	5683	6338	9115	4294	9237	7097	9921	11045
1666	5939	2693	5995	1136	3004	5969	10111	6663	8547	4596	6443	8627	10568	3090	7163	2395	8089	6540	5010	3505	3969	8639	1261
3295	3387	5325	1209	10734	8185	9220	9815	1335	11117	229	5932	4891	8425	10609	6633	1864	3110	5932	7501	319	4581	4476	2144
3714	2996	3972	3601	10312	902	6288	7032	10392	2677	4130	1211	8684	7812	6862	4588	10736	1389	9315	4099	1856	3108	9444	5116
163	8298	5991	3223	8398	333	10045	3157	9316	9833	11128	1399	5070	8828	137	1102	6088	7913	2748	10340	4578	851	2268	9817
6188	2774	1683	9140	9818	5124	10016	5357	3513	4241	9810	5706	5108	6350	5868	1112	9218	7251	10873	9298	3881	6085	8859	2635
8445	11073	10238	3597	682	3286	3391	349	8088	1311	4726	6497	3282	2252	7608	5990	32	3750	5196	2412	290	2557	1950	7074
