0	1	2	3	4	5	6	7
3835	5460	12603	9558	13246	305	11675	14295
2821	12548	13968	12585	11580	12583	13079	7203
1897	13944	8305	8241	2585	6659	9126	13580
3692	8747	6457	6685	1429	10019	11961	6615
7857	4824	1327	9489	1019	163	563	1098
13814	11991	9520	1618	13410	6435	13926	7233
3036	2925	2236	6548	3485	6234	6035	5803
14101	2869	6070	7442	44	1448	9136	4870
444	1111	7913	9384	10532	4239	6955	3751
14697	7185	1725	14492	1548	9231	5500	2033
12724	11341	8131	2443	6968	1228	13377	9015
4496	2122	736	14520	10893	5453	11560	2169
4143	5721	7701	7282	12341	8312	4953	10052
8998	13531	10629	12356	12127	12895	10712	8658
1256	9402	295	5176	840	14348	9452	13787
2791	3221	13411	11206	7535	5032	12284	9814
8474	13770	7551	9929	13473	6530	6899	11364
9601	14663	7777	7630	8676	4139	7551	11342
403	12007	12511	5637	5457	760	4354	11808
3072	11984	6080	7691	5662	9451	4479	9728
7033	2070	10509	8167	2154	11532	4475	12958
9997	2752	3756	14699	6361	3129	5138	8768
12915	5186	10160	13501	2368	8495	808	592
5658	9309	1977	8754	12578	12989	3511	7557
5927	1625	8650	117	1970	8465	14211	1566
13554	1097	6802	9021	9647	8361	2477	3817
1711	7400	12401	11630	2581	12	12117	12027
1261	8408	4312	6472	875	5728	12006	7074
4764	10667	13305	4772	3157	5706	6222	10337
9020	2918	10852	11524	14476	12189	434	2699
3522	11623	13750	11155	10819	6811	10494	9421
8850	4563	7184	2056	4681	11069	14092	3046
14302	14489	9278	11588	958	11141	5127	5013
5933	12399	11496	4862	7967	7678	13688	5284
13078	120	4559	12673	10548	11771	8108	2376
9284	3381	4950	7770	11312	4922	6289	13643
13893	2516	12537	1697	10021	7719	5648	14314
2339	4552	1365	13821	12196	10432	5122	3066
12573	9067	4420	5482	13067	8787	9679	10926
10044	2559	10169	11704	11835	7565	10257	14519
11251	8731	1993	11059	9930	11554	1411	12158
11170	5487	5874	1824	12735	2060	905	7732
4471	9983	9014	3707	5825	11956	4340	10196
8743	14480	10856	9156	12449	597	2371	7032
10655	4514	7300	8311	10986	3731	2355	9333
6800	13151	8063	4611	4317	9329	6576	9942
4483	9530	10931	1653	3216	8231	4883	4069
2873	806	8436	12449	10551	2137	11952	5951
2032	13008	7932	2871	4341	5329	8792	6248
2639	2152	6903	2723	1941	1062	10795	12391
13787	965	4888	14104	12666	7565	11994	3136
2213	2674	5498	5361	5492	547	1678	14105
1282	9054	9385	7684	11133	5881	10056	12075
6868	3432	12168	661	4258	1113	413	4706
14449	11616	5967	6261	7739	752	14683	8932
4598	7734	5992	9271	3371	6557	5408	2742
5469	1722	12874	12770	5335	12543	9728	749
2951	7052	964	12477	6710	570	12911	4047
7944	3931	13938	2666	14178	1272	2354	8017
11863	5583	11891	10109	950	4427	12657	13479
1979	13794	11047	11007	8609	5736	6376	13165
2968	9803	13181	8135	7022	13890	11701	5147
12380	12523	479	8809	1334	9868	8856	2650
730	6021	1394	602	12559	11973	4982	2339
365	5372	13939	7874	7180	2454	8656	14396
9485	7963	13379	9687	11733	676	13014	7214
483	13278	4374	11689	5589	5986	8509	11391
1146	3825	7607	14279	645	593	8189	5376
12889	12075	13175	560	4716	1519	125	9301
5786	6901	14085	5878	6511	13455	7328	650
8355	14264	10616	9160	1054	2398	3719	2622
10419	10896	10852	7665	427	8376	11379	2142
8153	2918	3462	11912	3907	13586	14058	2424
10153	8659	10506	9639	3217	14164	8179	12814
7691	14458	2724	5939	3549	10448	10575	1815
2812	9094	1746	7558	526	14292	6922	9159
8620	7346	7156	1238	2188	2713	12615	1947
10078	14600	2833	5328	5897	10475	6466	10245
6204	2653	4530	1854	8205	5320	4698	2928
10058	6939	9184	12091	2648	12998	7123	14556
8696	7641	181	1286	12907	2028	14249	898
11714	3128	9266	313	3308	10230	6596	2181
7088	7462	4798	500	1103	13043	8191	1626
1585	849	7123	14549	14280	4103	10788	9053
5221	396	12593	11880	13561	1862	14231	2100
11128	7099	12844	1829	10534	4739	10486	13106
11153	14046	1919	6355	4061	2161	7315	13677
13164	9023	2645	986	11330	12488	1810	5060
3943	11658	1205	14455	9893	6763	9756	6394
3289	4568	1900	9532	6366	8480	1030	9799
11355	8854	2171	3765	5283	11143	14000	5293
1291	11162	1031	12957	1388	8407	12263	195
1722	3009	7909	4200	12967	13072	9053	4969
9551	9270	9839	10389	8548	5643	11043	13998
1806	7474	62	80	7503	10845	6618	2526
8055	7277	12281	9713	13178	4816	9214	4782
14624	10939	7890	7928	6072	4540	11335	11435
12399	10299	11297	8550	14641	8914	7519	9798
1577	2680	1553	5170	3398	14659	1397	14262
11721	9542	14512	5154	1204	7359	10074	10072
1140	2678	14617	3185	9249	14522	6908	7166
2145	11913	4029	594	11110	8756	3013	3365
11444	1924	11006	12015	12338	2291	13144	5937
2010	5593	9384	2568	14291	5588	11724	4070
5486	12904	58	8054	514	6727	11144	6246
2772	5150	11259	8393	2588	2486	6808	7160
8229	1296	1223	5230	214	11307	2963	4299
4521	12572	13454	2727	12575	10826	14622	4887
13147	4617	6071	10436	2813	1011	14689	5461
6977	8963	9270	8521	10163	10953	5794	10890
891	2324	12465	2038	13331	7731	3159	5028
10793	2037	6283	3196	9257	6307	389	7177
5785	8102	11397	9085	11106	2545	5259	12063
5605	2289	13737	9303	1558	8015	12372	1145
12258	13344	2017	10658	8100	9228	1863	668
9037	8811	5794	8618	201	8323	5634	8892
1317	13184	10084	1709	8460	13702	6537	10534
9400	9063	1586	12364	2089	9163	10188	6442
14432	4145	11553	13364	4437	8102	8250	10679
14640	13625	8063	9038	5152	2499	4976	8251
5429	5571	9391	4267	8046	8210	397	6379
1616	155	8798	2223	7646	10971	9872	2525
261	14688	2626	5407	7881	2311	12996	12331
6803	14601	13267	6334	9921	12974	13658	8021
12226	11478	6946	6107	9156	12122	1681	1005
8461	5374	1052	7015	574	7414	2869	12194
1328	14657	3403	1550	511	9899	5722	8920
5789	11811	7920	14002	4883	690	2380	10311
2411	1190	14267	26	11882	7795	2653	9880
8733	4388	5169	475	14194	1071	14160	9735
10211	8402	6729	12206	1551	644	4258	13699
5334	12354	4284	7899	10217	4079	794	10422
12936	6933	9418	4033	1812	11523	13985	12498
12417	10756	2865	1348	1128	926	1046	2438
14629	12158	3218	12129	14607	19	2150	9355
2217	2763	14090	3977	3902	3651	673	3394
11426	5266	11542	6485	6765	476	10826	12750
7404	7635	4525	3223	11865	5922	11508	10559
13994	9847	2670	3895	11068	3625	3152	12010
12273	2686	1236	6232	610	10654	657	4309
2568	9392	2945	13070	8553	14668	11406	6909
4761	13485	9418	6747	3448	8920	7795	6519
3892	6064	7663	104	8216	6246	9012	8159
3897	1747	10712	4827	1117	9511	12170	10028
7837	470	14625	7405	3195	2527	1849	7855
551	981	11744	3086	12985	454	9814	3575
13542	11550	3430	4512	5458	6978	5776	12659
9822	8087	13190	11622	1434	4652	3361	11743
6720	13076	14095	6951	10351	13774	11359	7100
8700	12215	5312	3346	2844	9320	1470	7763
5173	2113	11063	9414	4094	14509	2994	4518
1679	7336	2402	9863	7027	12966	5533	7962
3158	11298	6108	120	2806	14272	10744	6123
9480	13860	13218	9038	10756	9456	10132	10316
8278	2332	12750	2796	511	8659	13054	9608
2589	2371	3509	7722	11800	10026	7497	10378
5066	11236	4403	7837	8155	8244	13275	1869
1564	4558	7918	2743	897	4463	2901	8754
4028	4713	9850	13141	8846	14313	12260	13017
2679	2097	427	13326	2530	10341	9500	14537
1366	6851	10279	3841	719	2426	8589	1777
1531	7362	6092	8098	5877	14537	8179	3118
6959	8452	317	12191	4570	4921	4632	3270
717	9563	6571	10481	14219	3766	1699	2261
11145	213	3695	5451	8633	3207	12743	5197
1517	5992	777	2077	1203	10340	6679	7248
11820	4174	14314	666	11888	11754	2649	673
11927	13807	7383	1585	13567	11287	11712	2990
1132	8006	14058	10645	3313	3091	8541	476
13939	2472	11958	1686	6583	5537	8036	4351
2260	12483	5693	7912	9393	3521	8507	9959
4507	2908	12413	9518	10325	7529	11030	12505
4230	858	4780	9384	9948	2920	5440	10502
6310	4996	8351	3267	735	709	11600	4795
3134	11661	12103	8996	6516	13064	14101	2187
5537	9922	8543	2575	13175	11097	9231	240
14530	10508	9513	2885	4940	8730	9917	2928
14415	14572	11426	2746	9616	2976	2872	3495
6916	6168	278	9307	8439	6951	13462	6181
1104	10204	599	4717	4632	11614	5244	13542
1595	1912	14031	5735	12886	8961	11877	11428
701	13178	3109	12439	13435	2999	4041	6305
13831	14666	8394	3003	11036	5372	585	14363
2427	1027	10115	11405	14255	9972	3863	12682
9520	9327	13362	9511	10629	11697	14071	9951
4184	6567	194	6913	8324	13828	5806	14314
9043	2075	9645	11101	12366	3118	7505	10665
344	8353	3807	4393	12651	4375	3649	10200
1137	3579	3004	6161	3813	6699	3579	14412
3468	13835	8855	7438	11237	11198	11913	1512
11075	14073	3691	6653	1707	3263	4233	12156
9595	7971	6319	5425	13450	8754	1608	10522
11049	28	7907	14579	8082	8834	11985	12507
4785	3266	92	8409	4990	11120	3963	13241
12798	598	985	11452	14062	223	9630	12944
6167	4926	14267	6138	452	14317	11074	12790
6321	5646	1755	1559	5249	5090	7799	561
10004	13313	13373	9651	10774	11054	10352	11017
10719	9652	4973	9207	394	339	14391	13090
4348	10266	10474	14014	4814	5040	13058	794
2589	8972	13258	5863	5533	14151	14475	2832
12839	8057	12615	13281	3430	9699	6241	13162
11024	245	2021	13968	9060	12357	14240	5370
11163	3721	4256	6772	13331	1375	1050	10296
4418	4217	1195	7505	14461	12049	9844	5435
7635	3125	7394	12835	1747	3828	9933	1050
9509	6191	12189	13739	12830	3579	14247	772
5076	4237	12372	13688	1528	12855	1538	14051
407	14324	7418	7706	9441	6890	2133	5991
2151	13658	1749	3319	11687	4703	1039	155
744	4189	9611	451	1153	14299	5880	2777
6386	1606	2803	9020	4193	3474	758	4575
7384	3056	1794	10021	11920	4733	5414	8908
3744	8206	10964	10586	10860	6067	1415	8417
7284	10549	13772	13960	11875	5846	1518	14239
14548	735	7472	5719	9461	679	11233	3032
11214	4276	13033	9718	7145	1865	6711	2104
4034	6925	5670	834	6530	5340	14247	7875
12691	9257	1189	452	14179	4064	11028	10053
11341	14249	11606	11856	9616	6558	5068	5521
13099	13150	8304	1920	9673	4246	13396	5504
2732	12024	2934	4707	9175	5506	12818	3294
5543	14610	5221	801	8018	9495	6171	7753
10752	2898	13119	9947	6230	3362	7112	10337
10397	7032	9389	9704	7165	3452	12257	12609
12381	5796	2116	12068	5855	10505	3592	10262
2706	4907	7616	7075	14080	12223	7706	5205
1651	6511	5967	4187	3127	3263	2025	7398
8028	10773	12721	8094	6796	14510	2885	12035
11392	10725	13050	5639	2983	14471	2632	3454
12558	14513	320	2785	12989	6109	10815	11429
11412	3081	11916	10113	13475	6067	1639	3128
10606	4433	2768	1535	4401	12500	11198	169
6611	13478	13265	343	1292	13179	6967	5706
9726	14260	4093	1646	14315	7847	7234	11410
13779	2286	11370	8201	3946	90	12791	6351
1221	2488	10793	163	5406	11983	4014	1270
3196	2734	9913	13833	5407	14622	14298	3058
3671	4043	1952	12480	2357	8441	13880	12150
12006	12919	1987	9489	13113	8524	5444	11605
6778	4818	2093	9343	6687	13586	1156	9961
5052	3575	291	1245	6906	6733	10443	9584
11682	9382	1973	7297	12031	6656	13788	10205
6639	8980	13254	1556	3582	4356	3204	9798
6621	9498	8010	8131	1634	6662	5873	3547
12292	5813	14521	9549	3488	12528	110	3882
1528	14435	338	13778	5326	1432	7007	3556
7001	7351	12580	2309	117	4738	11248	2974
4394	881	4928	5628	5632	4641	5562	247
13769	947	6923	12079	6483	13754	6935	561
2907	8631	9524	8055	8501	4580	7851	4458
4742	4811	10500	12240	952	3305	1961	4800
5899	10945	11948	10770	11810	9597	3034	9876
597	9813	5677	12010	7196	6107	10895	9008
331	3799	6299	13449	3179	1593	7609	13420
9498	2814	10523	10327	12470	6882	5678	4597
2976	14228	1557	7344	1234	6563	7799	4048
14210	9625	10748	6313	7499	7328	1450	11085
7121	7955	2524	3645	12261	6347	11413	7543
13290	3334	1434	12937	9004	12815	7366	13846
8138	6929	9354	11740	7930	13828	654	5961
9134	257	10904	9082	265	10747	4430	8827
14281	11693	2612	10457	4447	5105	7660	5313
8544	8421	6834	12199	13727	1182	7430	5507
1233	7920	12631	9006	6588	9634	10982	5071
13876	2426	2387	3101	13423	6762	11419	9727
11445	8562	7846	2146	5915	9354	13475	3930
3273	8719	2600	12569	4824	1154	14031	1282
14024	8774	12345	4121	9651	4389	6580	4390
7497	3225	12205	9869	11471	2676	11537	2386
1347	9329	9235	7231	900	6154	2903	9043
597	10444	4275	6298	14271	12147	3976	13827
4633	623	10165	2031	8984	264	2878	827
10483	9445	1455	2034	2925	224	9970	2934
4941	14100	9837	10585	3034	2703	8349	3248
9137	694	10460	2388	5544	1979	2912	1945
1169	3579	7049	484	14150	1653	2210	4749
9563	4205	4600	13290	569	5159	12699	8837
8801	3094	13534	12988	3194	13144	6409	13753
